DATE; Napelem töltőfeszültség; Levegő-hőmérséklet; Levegő-páratartalom; Légnyomás; Széllökés; Belső akkufeszültség; Talajnedvesség 60 cm; Talajnedvesség 30 cm; Szélirány; Talajnedvesség 60 cm; Talajhőmérséklet 0 cm; Besugárzás; Fagy; Fényegység; Csapadék; Levélnedvesség; Szélsebesség; Külső akkufeszültség
2021-03-29 00:00:00; 10,91634;   8,76494;  53,62893;1022,86240;   8,86609;   4,22427;  26,26133;  28,29209; 291,55927;  25,47125;   7,54576; 159,53781;-9999,00000;2647,80130;   0,00000;   0,00000;   6,56947;-9999,00000
2021-03-28 00:00:00; 11,16309;  10,38800;  43,36150;1020,34970;  17,63213;   4,22491;  26,60636;  28,66241; 288,95685;  25,79053;   8,29714; 171,57913;-9999,00000;2604,65280;   0,00000;   0,00000;  13,66441;-9999,00000
2021-04-07 00:00:00; 11,58738;   3,15444;  61,86021;1001,32250;  13,71997;   4,22926;  25,37035;  27,65697; 287,55500;  24,57886;   6,10429; 200,85152;-9999,00000;2712,86250;   0,00000;   0,00000;  10,43488;  13,29683
2021-04-06 00:00:00; 10,32619;   3,33883;  79,13418; 996,32080;  14,65510;   4,22895;  25,43234;  27,67155; 275,98328;  24,62025;   6,55167;  68,21027;-9999,00000;2708,24730;   0,00135;   0,22160;  11,30007;  13,24121
2021-04-05 00:00:00; 11,46833;   5,49851;  57,03186;1002,79987;  16,72996;   4,22803;  25,55064;  27,35500; 209,86122;  24,77694;   7,87311; 231,98384;-9999,00000;2762,71600;   0,00000;   0,00000;  13,14007;  13,24992
2021-04-04 00:00:00; 10,64175;   5,21432;  71,32282;1008,42240;  17,79134;   4,22705;  25,68487;  27,61124;   9,26585;  25,03943;   8,34178;  84,09761;-9999,00000;2656,31250;   0,00017;   0,12865;  14,27076;  13,21958
2021-04-03 00:00:00; 10,60114;   7,36768;  66,57740;1003,61350;  10,53386;   4,22721;  25,78364;  27,90775; 336,54900;  25,14088;  10,37311; 126,81276;-9999,00000;2532,38820;   0,00000;   0,00000;   7,82781;  13,21931
2021-04-26 00:00:00; 11,81917;   8,94212;  53,76735;1009,18066;   8,70575;   4,23368;  25,38658;  29,08453; 355,17813;  25,19556;  11,85800; 188,04059;-9999,00000;2451,13280;   0,00000;   0,00000;   6,26835;  13,27404
2021-04-25 00:00:00; 12,02947;  11,40276;  57,69658;1008,89900;  12,52548;   4,23589;  25,39803;  29,23734; 191,74826;  25,23080;  12,33315; 226,03003;-9999,00000;2485,88330;   0,00000;   0,00000;   9,43001;  13,27375
2021-04-24 00:00:00; 12,20759;   9,56072;  56,54818;1014,04270;   9,17266;   4,22370;  25,46817;  29,28007; 342,83900;  25,34577;  11,21288; 264,15326;-9999,00000;2525,42290;   0,00000;   0,00000;   6,61439;  13,29345
2021-02-19 00:00:00; 8,34920;   4,08418;  86,73560;1015,31100;  12,78035;   4,22000;  25,75658;  30,04382; 160,25684;  25,58751;   2,83071;  52,98665;-9999,00000;2359,98880;   0,00084;   0,10230;   9,83093;  13,13919
2021-04-09 00:00:00; 11,61354;   4,46723;  58,35849;1018,09546;  13,10332;   4,23055;  25,20669;  27,31075; 169,35660;  24,32946;   6,08864; 243,44452;-9999,00000;2662,02900;   0,00000;   0,01322;   9,72110;  13,29961
2021-04-08 00:00:00; 11,52667;   2,02046;  70,87492;1012,98676;  18,02967;   4,22929;  25,24501;  27,41392; 267,99976;  24,48539;   5,14992; 151,20155;-9999,00000;2719,78760;   0,00017;   0,00000;  14,42692;  13,35207
2021-04-12 00:00:00; 11,10671;  15,11800;  48,48284;1008,54230;  13,20430;   4,23467;  25,12895;  27,67513; 182,77795;  24,34631;  12,31152; 186,44250;-9999,00000;2367,30420;   0,00000;   0,00000;   9,96846;  13,21443
2021-04-11 00:00:00; 11,08042;  11,97039;  50,04632;1011,42000;  14,53553;   4,23302;  25,11194;  27,47346; 165,62036;  24,28385;   9,86055; 183,24371;-9999,00000;2580,84100;   0,00000;   0,00000;  11,32663;  13,20859
2021-04-10 00:00:00; 11,46298;   9,07118;  48,67137;1012,38153;  14,60187;   4,23181;  25,12718;  27,41971; 167,70941;  24,27910;   8,29880; 220,80533;-9999,00000;2705,95970;   0,00000;   0,00000;  11,18502;  13,24458
2021-04-29 00:00:00; 11,73923;  14,90656;  70,51769;1001,92160;  18,11111;   4,22960;  25,34982;  28,80827; 178,43279;  24,91793;  13,95990; 199,71797;-9999,00000;2446,50150;   0,00000;   0,00000;  13,43871;  13,25145
2021-04-28 00:00:00; 11,11083;  11,03549;  67,18574;1002,63153;   7,81250;   4,23555;  25,34990;  28,86395;  80,11433;  25,09137;  12,08000;  67,13287;-9999,00000;2561,76730;   0,00017;   0,00000;   5,57543;  13,24854
2021-04-27 00:00:00; 12,12068;  11,17399;  52,17394;1003,94450;   6,54669;   4,23721;  25,35414;  29,04351;  29,25670;  25,11161;  12,81683; 203,57193;-9999,00000;2440,98540;   0,00000;   0,00000;   4,51868;  13,32331
2021-04-16 00:00:00; 11,45769;   5,22630;  75,90716;1011,36010;  14,35885;   4,23731;  25,11185;  28,99285; 250,87968;  24,39807;   6,86897; 132,02599;-9999,00000;2271,34230;   0,00000;   0,00000;  11,41083;  13,39218
2021-04-15 00:00:00; 11,29950;   5,10567;  80,56504;1011,06590;   9,48159;   4,23719;  25,20997;  29,41516; 261,29540;  24,39832;   7,12724; 113,77458;-9999,00000;2343,27220;   0,00034;   0,00000;   7,09675;  13,35346
2021-04-14 00:00:00; 10,31689;   4,73312;  87,50169;1008,68024;  13,49820;   4,23519;  25,13045;  29,79885; 342,65180;  24,32350;   7,03334;  65,93816;-9999,00000;2193,42500;   0,00303;   0,30967;  10,54296;  13,27357
2021-04-13 00:00:00; 9,75069;   7,57073;  88,11659;1007,06920;  12,74496;   4,22702;  25,17224;  27,58211; 267,13196;  24,32865;  10,12827;  38,45372;-9999,00000;2151,66300;   0,00488;   0,00000;   9,79683;  13,16989
