DATE; Talajnedvesség 30 cm; Fényegység; Belső akkufeszültség; Levegő-páratartalom; Levegő-hőmérséklet; Besugárzás; Légnyomás; Talajhőmérséklet 0 cm; Külső akkufeszültség; Levélnedvesség; Talajnedvesség 60 cm; Csapadék; Szélirány; Csapadék Számláló; Talajnedvesség 120 cm; Szélsebesség; Fagy; Napelem töltőfeszültség; Talajnedvesség 90 cm; Széllökés
2021-04-10 00:00:00; 23,86667;2282,63180;   4,25210;  50,13794;   9,39163; 215,22887;1011,19635;-9999,00000;  13,17463;   0,00000;  23,19879;   0,00000; 161,74092; 148,75000;-9999,00000;  12,06115;-9999,00000;  11,31090;  25,70702;  17,68345
2021-03-16 00:00:00; 27,75439;2035,48270;   4,24934;  73,22993;   5,34231;  98,28622; 996,74130;-9999,00000;-9999,00000;   0,00000;  24,41357;   0,00000; 323,84198; 144,94171;-9999,00000;  19,31900;-9999,00000;   9,95419;  25,73394;  25,80645
2021-03-17 00:00:00; 26,94488;2006,39590;   4,25146;  71,86609;   4,96224; 107,18085;1000,79220;-9999,00000;-9999,00000;   0,00000;  24,19444;   0,00000; 332,24744; 144,94171;-9999,00000;  20,34532;-9999,00000;  10,14689;  25,82606;  27,53957
2021-03-18 00:00:00; 26,53953;1995,44790;   4,24969;  79,97285;   3,19266;  71,59010;1004,68180;-9999,00000;-9999,00000;   1,83099;  23,93002;   0,00418; 332,48032; 145,77545;-9999,00000;  14,91007;-9999,00000;   9,88255;  25,89182;  20,71583
2021-03-19 00:00:00; 26,13292;2049,97920;   4,25360;  69,93774;   2,28912; 141,24113;1006,07460;-9999,00000;-9999,00000;   0,54577;  23,86436;   0,00000; 328,84910; 146,13245;-9999,00000;   6,87365;-9999,00000;  10,58305;  25,74154;  10,42238
2021-04-16 00:00:00; 23,57255;2217,78470;   4,25287;  78,08230;   4,70210; 153,54610;1010,58700;-9999,00000;  13,23259;   0,00000;  23,10202;   0,00000; 258,87640;-9999,00000;-9999,00000;   8,02867;-9999,00000;  11,38489;  25,70702;  11,89247
2021-04-03 00:00:00; 24,73563;2089,69430;   4,25129;  69,29791;   7,45192; 122,76408;1002,27997;-9999,00000;  13,13927;   0,63158;  23,56033;   0,00084; 316,14166; 146,17589;-9999,00000;   8,14695;-9999,00000;  10,52786;  25,82984;  12,25448
2021-03-08 00:00:00; 24,44949;2054,59380;   4,25316;  61,67405;   1,91439; 164,91135;1007,25000;-9999,00000;-9999,00000;   0,00000;  23,24811;   0,00000; 250,20549; 120,66592;-9999,00000;   6,49097;-9999,00000;  10,41252;  25,70702;  10,23827
2021-03-10 00:00:00; 24,30173;2023,79520;   4,24171;  56,07766;   0,98596; 150,88968;1008,81040;-9999,00000;-9999,00000;   0,00000;  23,20505;   0,00000;  32,68671; 120,66592;-9999,00000;   7,39568;-9999,00000;  10,36324;  25,63903;  11,15468
2021-03-11 00:00:00; 24,21955;1957,90620;   4,25169;  55,26517;   2,88421; 163,79858;1009,32050;-9999,00000;-9999,00000;   0,00000;  23,14553;   0,00000; 148,92719; 120,66592;-9999,00000;  13,89892;-9999,00000;  10,26967;  25,59764;  20,46932
2021-03-12 00:00:00; 24,26766;1919,34720;   4,25029;  73,26538;   7,68327;  94,55830;1003,74750;-9999,00000;-9999,00000;   1,21053;  23,08563;   0,02088; 213,34482; 121,48947;-9999,00000;  19,49462;-9999,00000;   9,50403;  25,62480;  26,72401
2021-03-14 00:00:00; 24,55322;1870,56950;   4,25026;  84,76330;   7,84405;  73,13380; 996,95740;-9999,00000;-9999,00000;   2,87719;  23,17774;   0,01498; 180,83916; 133,42937;-9999,00000;  12,50360;-9999,00000;   9,21188;  25,70069;  17,58993
2021-03-15 00:00:00; 27,12073;1788,31590;   4,24292;  86,38165;   4,98497;  31,02473; 993,37620;-9999,00000;-9999,00000;   1,96491;  23,56795;   0,03173; 338,25757; 141,68530;-9999,00000;  22,64748;-9999,00000;   8,77103;  25,78813;  30,52518
2021-04-01 00:00:00; 24,88322;2252,87840;   4,24150;  68,88004;  14,04321; 191,42105;1006,63010;-9999,00000;  13,11965;   0,15734;  23,51444;   0,00000; 215,89069; 146,13245;-9999,00000;   6,75357;-9999,00000;  10,79881;  25,81269;  10,57500
2021-03-09 00:00:00; 24,37476;2082,10420;   4,25326;  58,09138;   0,76947; 151,31206;1009,64870;-9999,00000;-9999,00000;   0,00000;  23,21517;   0,00000;   3,22394; 120,66592;-9999,00000;   8,60650;-9999,00000;  10,48674;  25,70576;  12,62094
2021-04-02 00:00:00; 24,86942;2242,06250;   4,25065;  66,76826;  13,12917; 133,25705;1000,57800;-9999,00000;  13,13895;   0,01748;  23,56328;   0,00000; 293,05136; 146,13245;-9999,00000;  11,26165;-9999,00000;  10,82116;  25,82439;  15,67025
2021-04-30 00:00:00; 26,86286;2330,73360;   4,25180;  69,17866;  17,60208; 230,62936;1001,07350;-9999,00000;  13,12958;   0,00000;  24,33264;   0,00083; 204,45107;-9999,00000;-9999,00000;  10,38790;-9999,00000;  11,74670;  26,38725;  15,74377
2021-03-06 00:00:00; 24,71235;2007,00000;   4,25198;  59,58969;   2,01053; 150,47873;1019,98364;-9999,00000;-9999,00000;   0,00000;  23,32872;   0,00000;  21,29710; 120,66592;-9999,00000;  12,35971;-9999,00000;  10,32138;  25,70702;  17,47122
2021-03-07 00:00:00; 24,53312;2060,82980;   4,25311;  57,71396;   0,89333; 169,75177;1015,44480;-9999,00000;-9999,00000;   0,00000;  23,32661;   0,00000; 183,56648; 120,66592;-9999,00000;   6,69314;-9999,00000;  10,34427;  25,70702;  10,54874
2021-01-13 00:00:00; 26,17924;1552,10770;   4,24632;  86,71883;   0,36561;  73,65248;1002,25620;   1,33546;  12,94953;   0,00000;  23,56495;   0,00084; 249,96112;-9999,00000;-9999,00000;  12,35379;-9999,00000;   7,67676;  25,52718;  17,18412
2021-01-14 00:00:00; 26,22444;1405,52430;   4,25056;  86,94613;   0,10807;  46,06383; 999,84770;   0,97046;  12,96544;   0,01761;  23,56495;   0,00000; 264,80260;-9999,00000;-9999,00000;  12,13718;-9999,00000;   6,98974;  25,47037;  17,18412
2021-02-26 00:00:00; 25,62574;1953,84420;   4,25158;  76,02776;   9,76376; 136,70175;1016,39984;   0,00000;-9999,00000;   1,91638;  23,48520;   0,00000; 208,97647; 119,23801;-9999,00000;   2,87143;-9999,00000;   9,50612;  25,70846;   5,10714
2021-03-29 00:00:00; 24,90297;2233,04170;   4,25219;  56,86094;   8,78462; 191,50177;1021,74060;-9999,00000;-9999,00000;   0,00000;  23,47739;   0,00000; 283,07117; 146,13245;-9999,00000;   5,69065;-9999,00000;  10,97144;  25,70702;   9,37410
2021-03-30 00:00:00; 24,85934;2084,68070;   4,25075;  58,85183;  11,17361; 166,22807;1019,52570;-9999,00000;-9999,00000;   0,00000;  23,44594;   0,00000; 172,51216; 146,13245;-9999,00000;   3,23929;-9999,00000;  10,54197;  25,70493;   6,25000
2021-03-31 00:00:00; 24,87235;2188,88900;   4,25132;  63,92148;  13,11458; 193,78947;1015,05540;-9999,00000;  13,16639;   0,00000;  23,45430;   0,00000;  13,85073; 146,13245;-9999,00000;   4,93929;-9999,00000;  10,95762;  25,70702;   8,57500
2021-01-23 00:00:00; -9999,00000;1513,06590;   4,23631;  75,76196;   9,29652;  25,70423; 991,79736;-9999,00000;  12,90671;   0,45455;-9999,00000;   0,00250; 156,46440;-9999,00000;-9999,00000;  24,12186;-9999,00000;   6,59117;-9999,00000;  33,94624
2021-01-25 00:00:00; -9999,00000;1533,09030;   4,25043;  90,18009;   2,16818;  57,35815; 990,70450;-9999,00000;  13,07904;   1,93662;-9999,00000;   0,03101; 258,41797;-9999,00000;-9999,00000;  16,93502;-9999,00000;   7,72488;-9999,00000;  23,21661
