DATE; Széllökés; Talajnedvesség 90 cm; Külső akkufeszültség; Belső akkufeszültség; Fagy; Szélsebesség; Talajnedvesség 120 cm; Talajnedvesség 60 cm; Talajnedvesség 30 cm; Talajhőmérséklet 0 cm; Levegő-páratartalom; Napelem töltőfeszültség; Csapadék; Légnyomás; Besugárzás; Levegő-hőmérséklet; Fényegység; Szélirány; Levélnedvesség; Csapadék Számláló
2021-04-29 22:00:00; 19,16667;  26,54000;  12,89608;   4,24700;-9999,00000;  13,50000;-9999,00000;  24,39800;  27,14492;-9999,00000;  79,79000;   0,00000;   0,00000;1000,17500;   0,00000;  13,60000;   0,00000; 185,08075;   0,00000;-9999,00000
2021-04-30 21:00:00; 5,27273;  26,30200;  12,89133;   4,24783;-9999,00000;   3,36364;-9999,00000;  24,27899;  26,66891;-9999,00000;  75,31454;   0,00000;   0,00000;1001,15454;   0,00000;  13,82727;   7,41667; 160,72504;   0,00000;-9999,00000
2021-04-30 20:00:00; 5,23077;  26,30200;  12,91392;   4,24939;-9999,00000;   3,30769;-9999,00000;  24,27899;  26,69866;-9999,00000;  72,96000;   0,00000;   0,00000;1000,96155;   0,00000;  14,89231; 417,30768; 160,71289;   0,00000;-9999,00000
2021-04-30 19:00:00; 4,18182;  26,30200;  12,93600;   4,25054;-9999,00000;   2,63636;-9999,00000;  24,27899;  26,76718;-9999,00000;  71,33454;   0,00000;   0,00000;1000,89996;   0,00000;  16,18182; 354,09090; 160,69296;   0,00000;-9999,00000
2021-04-30 18:00:00; 3,50000;  26,30200;  12,96875;   4,25133;-9999,00000;   2,00000;-9999,00000;  24,27899;  26,77799;-9999,00000;  67,38232;   0,62792;   0,00000;1000,58466;   0,00000;  17,64615; 989,08330; 232,89047;   0,00000;-9999,00000
2021-04-30 17:00:00; 4,66667;  26,30200;  13,01333;   4,25467;-9999,00000;   3,00000;-9999,00000;  24,27899;  26,75054;-9999,00000;  58,56083;  13,84392;   0,00000;1000,14996;  22,08333;  20,38333;2860,58330; 250,60706;   0,00000;-9999,00000
2021-04-30 16:00:00; 10,41667;  26,30200;  13,19383;   4,25800;-9999,00000;   7,41667;-9999,00000;  24,27899;  26,77799;-9999,00000;  51,32500;  18,14067;   0,00000; 999,97504; 127,08334;  23,07500;3895,00000; 257,78915;   0,00000;-9999,00000
2021-04-30 15:00:00; 20,54545;  26,30200;  13,33083;   4,25833;-9999,00000;  13,63636;-9999,00000;  24,27899;  26,77800;-9999,00000;  47,37416;  20,00533;   0,00000;1000,23334; 307,50000;  23,96667;3895,00000; 256,99228;   0,00000;-9999,00000
2021-04-30 14:00:00; 26,90909;  26,30200;  13,33467;   4,25783;-9999,00000;  18,09091;-9999,00000;  24,27899;  26,77799;-9999,00000;  47,05455;  20,57283;   0,00000;1000,45450; 406,81818;  24,00909;3895,00000; 245,10297;   0,00000;-9999,00000
2021-04-30 13:00:00; 30,61538;  26,31191;  13,31758;   4,25925;-9999,00000;  22,23077;-9999,00000;  24,27899;  26,77799;-9999,00000;  46,66231;  20,52383;   0,00000;1000,58466; 433,07693;  23,84615;3895,00000; 238,05646;   0,00000;-9999,00000
2021-04-30 12:00:00; 31,00000;  26,41108;  13,34867;   4,25842;-9999,00000;  21,45455;-9999,00000;  24,27899;  26,77799;-9999,00000;  48,23728;  20,38908;   0,00000;1000,87270; 687,72730;  24,13636;3895,00000; 242,62906;   0,00000;-9999,00000
2021-04-30 11:00:00; 31,41667;  26,42099;  13,35542;   4,25800;-9999,00000;  22,25000;-9999,00000;  24,27899;  26,77799;-9999,00000;  50,01461;  20,70792;   0,00000;1001,48460; 580,38464;  23,48462;3895,00000; 235,55490;   0,00000;-9999,00000
2021-04-30 10:00:00; 28,58333;  26,42099;  13,38333;   4,25983;-9999,00000;  19,00000;-9999,00000;  24,27899;  26,77799;-9999,00000;  50,68834;  20,79892;   0,00000;1001,61670; 755,00000;  23,05833;3895,00000; 237,24289;   0,00000;-9999,00000
2021-04-30 09:00:00; 24,00000;  26,42099;  13,38233;   4,25900;-9999,00000;  14,63636;-9999,00000;  24,28891;  26,77799;-9999,00000;  57,56818;  20,31658;   0,00000;1002,00903; 766,25000;  21,76364;3895,00000; 237,71414;   0,00000;-9999,00000
2021-04-30 08:00:00; 14,76923;  26,42099;  13,46083;   4,26158;-9999,00000;   8,46154;-9999,00000;  24,36825;  26,88708;-9999,00000;  69,78000;  20,35083;   0,00000;1002,28460; 603,18180;  19,67692;3895,00000; 195,46767;   0,00000;-9999,00000
2021-04-30 07:00:00; 14,80000;  26,42099;  13,46350;   4,25817;-9999,00000;   8,90000;-9999,00000;  24,39800;  26,89700;-9999,00000;  80,15636;  20,83308;   0,00000;1002,38184; 449,54544;  17,31818;3895,00000; 190,66434;   0,00000;-9999,00000
2021-04-30 06:00:00; 12,83333;  26,42099;  13,49450;   4,25808;-9999,00000;   8,16667;-9999,00000;  24,39800;  26,89700;-9999,00000;  85,49000;  19,85975;   0,00000;1002,33075; 291,53845;  14,34615;3895,00000; 172,16707;   0,00000;-9999,00000
2021-04-30 05:00:00; 12,00000;  26,42099;  13,33475;   4,24017;-9999,00000;   7,38462;-9999,00000;  24,39800;  26,89700;-9999,00000;  87,18750;  18,18858;   0,00000;1002,14996;  90,83334;  12,71667;3895,00000; 174,80302;   0,00000;-9999,00000
2021-04-30 04:00:00; 14,81818;  26,42099;  12,90183;   4,24142;-9999,00000;   9,27273;-9999,00000;  24,39800;  26,89700;-9999,00000;  87,86834;  16,90408;   0,00000;1001,77496;  44,16667;  12,08333;3895,00000; 163,89445;   0,00000;-9999,00000
2021-04-30 03:00:00; 10,81818;  26,42099;  12,80817;   4,24108;-9999,00000;   7,09091;-9999,00000;  24,39800;  26,96642;-9999,00000;  88,92637;  10,75033;   0,01983;1001,29083;   1,81818;  11,82727; 853,83330; 170,31804;   0,00000;-9999,00000
2021-04-30 02:00:00; 8,58333;  26,42099;  12,82483;   4,24200;-9999,00000;   5,58333;-9999,00000;  24,39800;  27,01599;-9999,00000;  88,30384;   0,08600;   0,00000;1001,06934;   0,00000;  11,90000;   0,00000; 203,10347;   0,00000;-9999,00000
2021-04-30 01:00:00; 7,41667;  26,42099;  12,83900;   4,24192;-9999,00000;   3,50000;-9999,00000;  24,39800;  27,01599;-9999,00000;  84,33666;   0,00000;   0,00000;1000,82495;   0,00000;  12,39167;   6,08333; 180,20483;   0,00000;-9999,00000
2021-04-30 00:00:00; 17,72727;  26,45075;  12,85908;   4,24433;-9999,00000;  11,36364;-9999,00000;  24,39800;  27,06558;-9999,00000;  81,09273;   0,00000;   0,00000;1000,50000;   0,00000;  13,19091;   1,33333; 202,42264;   0,00000;-9999,00000
2021-04-29 23:00:00; 19,58333;  26,53008;  12,87883;   4,24550;-9999,00000;  13,50000;-9999,00000;  24,39800;  27,13500;-9999,00000;  81,81923;   0,00000;   0,00000;1000,02313;   0,00000;  13,38462;   1,83333; 166,76952;   0,00000;-9999,00000
2021-04-28 22:00:00; 22,27273;  27,01599;  12,82750;   4,24442;-9999,00000;  15,18182;-9999,00000;  24,87400;  27,96800;-9999,00000;  84,92636;   0,00000;   0,00000;1002,11816;   0,00000;   9,44546; 653,58330; 185,09756;   0,00000;-9999,00000
2021-04-29 21:00:00; 12,50000;  26,54000;  12,91182;   4,24791;-9999,00000;   8,41667;-9999,00000;  24,39800;  27,18909;-9999,00000;  81,63250;   0,00000;   0,00000; 999,97490;   0,00000;  13,95833;   0,00000; 180,67213;   0,00000;-9999,00000
2021-04-29 20:00:00; 5,18182;  26,62925;  12,93225;   4,24892;-9999,00000;   2,63636;-9999,00000;  24,39800;  27,15483;-9999,00000;  89,12637;   0,00000;   0,00000; 999,80000;   0,00000;  13,77273; 151,91667; 118,32359;   0,00000;-9999,00000
2021-04-29 19:00:00; 3,58333;  26,65900;  12,94825;   4,24942;-9999,00000;   1,75000;-9999,00000;  24,39800;  27,25400;-9999,00000;  87,28462;   0,00000;   0,00000; 999,46150;   0,00000;  14,61539; 324,58334;  92,14050;   0,00000;-9999,00000
2021-04-29 18:00:00; 4,18182;  26,65900;  12,98042;   4,25342;-9999,00000;   1,72727;-9999,00000;  24,39800;  27,25400;-9999,00000;  85,54909;   0,42058;   0,00000; 999,21814;   0,00000;  15,62727;   3,16667; 157,38292;   0,00000;-9999,00000
2021-04-29 17:00:00; 12,25000;  26,56975;  13,01442;   4,25425;-9999,00000;   7,08333;-9999,00000;  24,48725;  27,25400;-9999,00000;  68,86693;  11,64175;   0,01983; 998,71545;   8,07692;  18,33846;1460,25000; 208,40323;   0,45455;-9999,00000
2021-04-29 16:00:00; 10,08333;  26,54000;  13,19925;   4,25725;-9999,00000;   6,41667;-9999,00000;  24,51700;  27,29366;-9999,00000;  61,38583;  17,51950;   0,00000; 998,27496;  66,25000;  20,19167;3895,00000; 171,03030;   0,00000;-9999,00000
2021-04-29 15:00:00; 17,90909;  26,57966;  13,33808;   4,25800;-9999,00000;  11,09091;-9999,00000;  24,51700;  27,36308;-9999,00000;  54,80636;  19,21292;   0,00000; 998,51830; 200,00000;  21,71818;3895,00000; 170,03001;   0,00000;-9999,00000
2021-04-29 14:00:00; 22,84615;  26,65900;  13,37842;   4,25950;-9999,00000;  14,69231;-9999,00000;  24,51700;  27,37299;-9999,00000;  52,55538;  20,25008;   0,00000; 999,03845; 418,46155;  22,39231;3895,00000; 189,75711;   0,00000;-9999,00000
2021-04-29 13:00:00; 23,00000;  26,65900;  13,41817;   4,25908;-9999,00000;  15,18182;-9999,00000;  24,51700;  27,37299;-9999,00000;  52,31909;  20,31358;   0,00000; 999,49084; 458,18182;  21,90909;3895,00000; 188,44827;   0,00000;-9999,00000
2021-04-29 12:00:00; 29,41667;  26,65900;  13,40800;   4,25967;-9999,00000;  18,33333;-9999,00000;  24,51700;  27,37300;-9999,00000;  55,55077;  20,10733;   0,00000;1000,04614; 673,46155;  21,47693;3895,00000; 188,89612;   0,00000;-9999,00000
2021-04-29 11:00:00; 29,16667;  26,65900;  13,48454;   4,25969;-9999,00000;  18,33333;-9999,00000;  24,51700;  27,37299;-9999,00000;  63,55333;  20,67269;   0,00000;1000,62506; 655,83330;  20,10833;3895,00000; 175,04451;   0,00000;-9999,00000
2021-04-29 10:00:00; 24,80000;  26,65900;  13,47327;   4,25873;-9999,00000;  16,60000;-9999,00000;  24,54945;  27,47036;-9999,00000;  68,39083;  21,05691;   0,00000;1001,17500; 740,00000;  18,05000;3895,00000; 168,28426;   0,00000;-9999,00000
2021-04-29 09:00:00; 24,15385;  26,65900;  13,61717;   4,25792;-9999,00000;  15,84615;-9999,00000;  24,63600;  27,49200;-9999,00000;  73,01334;  20,84192;   0,00000;1001,62500; 569,16670;  16,04167;3895,00000; 175,60036;   0,00000;-9999,00000
2021-04-29 08:00:00; 28,25000;  26,65900;  13,52585;   4,25754;-9999,00000;  18,83333;-9999,00000;  24,63600;  27,51031;-9999,00000;  76,05333;  21,23885;   0,00000;1001,85004; 547,08330;  14,28333;3895,00000; 169,66817;   0,00000;-9999,00000
2021-04-29 07:00:00; 28,63636;  26,77800;  13,63991;   4,26009;-9999,00000;  19,81818;-9999,00000;  24,63600;  27,61099;-9999,00000;  77,13751;  20,99382;   0,00000;1002,09160; 505,83334;  13,00000;3895,00000; 176,17882;   0,00000;-9999,00000
2021-04-29 06:00:00; 30,00000;  26,77799;  13,60083;   4,26158;-9999,00000;  20,08333;-9999,00000;  24,65431;  27,61099;-9999,00000;  77,98251;  20,76067;   0,00000;1002,24164; 372,91666;  11,61667;3895,00000; 177,59535;   0,00000;-9999,00000
2021-04-29 05:00:00; 24,50000;  26,77800;  13,54067;   4,25200;-9999,00000;  16,83333;-9999,00000;  24,75500;  27,61099;-9999,00000;  81,11750;  19,19250;   0,00000;1002,24170; 256,36365;  10,16667;3895,00000; 172,34627;   0,00000;-9999,00000
2021-04-29 04:00:00; 23,00000;  26,77800;  12,97717;   4,23967;-9999,00000;  15,00000;-9999,00000;  24,75500;  27,62181;-9999,00000;  83,19363;  16,90800;   0,00000;1002,39100;  59,09091;   9,23636;3895,00000; 175,49402;   0,00000;-9999,00000
2021-04-29 03:00:00; 19,46154;  26,88708;  12,75625;   4,24067;-9999,00000;  11,92308;-9999,00000;  24,75500;  27,73000;-9999,00000;  83,39847;  12,33725;   0,00000;1002,15375;   6,92308;   9,47692;1688,75000; 183,18141;   0,00000;-9999,00000
2021-04-29 02:00:00; 18,00000;  26,89700;  12,76067;   4,24133;-9999,00000;  11,27273;-9999,00000;  24,75500;  27,73000;-9999,00000;  83,69727;   0,13583;   0,00000;1001,59090;   0,00000;   9,44546; 588,00000; 173,20374;   0,00000;-9999,00000
2021-04-29 01:00:00; 20,33333;  26,89700;  12,76677;   4,24254;-9999,00000;  13,08333;-9999,00000;  24,75500;  27,82154;-9999,00000;  83,29231;   0,00000;   0,00000;1001,66156;   0,00000;   9,55385; 599,23080; 173,78256;   0,00000;-9999,00000
2021-04-29 00:00:00; 21,00000;  27,00608;  12,77200;   4,24091;-9999,00000;  13,91667;-9999,00000;  24,84425;  27,84900;-9999,00000;  83,44167;   0,00000;   0,00000;1001,69170;   0,00000;   9,49167;1737,72730; 171,08441;   0,00000;-9999,00000
2021-04-28 23:00:00; 21,90909;  27,01599;  12,79491;   4,24358;-9999,00000;  15,00000;-9999,00000;  24,87400;  27,89227;-9999,00000;  84,30250;   0,00000;   0,00000;1001,85840;   0,00000;   9,33333; 330,33334; 171,72995;   0,00000;-9999,00000
2021-04-28 21:00:00; 19,23077;  27,13500;  12,86485;   4,24538;-9999,00000;  12,53846;-9999,00000;  24,87400;  27,99546;-9999,00000;  82,03077;   0,00000;   0,00000;1001,84625;   0,00000;  10,04615; 570,46155; 178,23747;   0,00000;-9999,00000
2021-04-27 22:00:00; 3,61538;  31,47392;  12,87477;   4,24838;-9999,00000;   1,00000;-9999,00000;  30,07338;  34,69607;-9999,00000;  63,79769;   0,00000;   2,16031;1001,81537;   0,00000;   9,31538; 176,92308;  40,30738;   3,84615;-9999,00000
2021-04-28 20:00:00; 16,27273;  27,13500;  12,90236;   4,24782;-9999,00000;  10,90909;-9999,00000;  24,88481;  28,07618;-9999,00000;  80,56334;   0,00000;   0,00000;1001,55840;   0,00000;  10,80833; 720,09090; 190,44638;   0,00000;-9999,00000
2021-04-28 19:00:00; 19,09091;  27,15483;  12,93208;   4,24817;-9999,00000;  12,27273;-9999,00000;  24,99300;  28,08700;-9999,00000;  77,51182;   0,00000;   0,00000;1001,27270;   0,00000;  11,93636; 783,41670; 195,23952;   0,00000;-9999,00000
2021-04-28 18:00:00; 12,23077;  27,25400;  12,96067;   4,24942;-9999,00000;   8,15385;-9999,00000;  24,99300;  28,18616;-9999,00000;  79,53384;   0,07908;   0,00000;1000,68460;   0,00000;  13,18462; 146,58333; 193,86754;   0,00000;-9999,00000
2021-04-28 17:00:00; 1,70000;  27,25400;  12,99342;   4,25267;-9999,00000;   0,50000;-9999,00000;  24,99300;  28,30517;-9999,00000;  78,88909;   9,70258;   0,00000;1000,10913;   5,45455;  14,27273; 949,58330;  87,41382;   0,00000;-9999,00000
2021-04-28 16:00:00; 4,83333;  27,35316;  13,15408;   4,25125;-9999,00000;   2,25000;-9999,00000;  25,09216;  28,32500;-9999,00000;  76,10845;  16,84358;   0,00000; 999,95400;  37,69231;  14,72308;3895,00000;  81,08467;   0,00000;-9999,00000
2021-04-28 15:00:00; 7,91667;  27,37300;  13,37742;   4,25583;-9999,00000;   4,58333;-9999,00000;  25,11200;  28,43318;-9999,00000;  74,05727;  18,38333;   0,00000;1000,14550;  85,45454;  14,83636;3895,00000;  79,39626;   0,00000;-9999,00000
2021-04-28 14:00:00; 9,18182;  27,48208;  13,37558;   4,25633;-9999,00000;   5,00000;-9999,00000;  25,17150;  28,48366;-9999,00000;  74,96616;  19,09450;   0,00000;1000,43850; 117,50000;  14,64615;3895,00000;  73,05484;   0,00000;-9999,00000
2021-04-28 13:00:00; 8,00000;  27,59116;  13,37558;   4,25517;-9999,00000;   4,76923;-9999,00000;  25,23100;  28,57291;-9999,00000;  76,49834;  18,41083;   0,00000;1000,65826;  82,08334;  14,34167;3895,00000;  81,58531;   0,00000;-9999,00000
2021-04-28 12:00:00; 13,81818;  27,70025;  13,47575;   4,25758;-9999,00000;   8,72727;-9999,00000;  25,29050;  28,68200;-9999,00000;  76,49364;  19,66900;   0,00000;1001,09090; 259,09090;  14,54546;3895,00000;  96,37124;   0,45455;-9999,00000
2021-04-28 11:00:00; 11,25000;  27,77959;  13,44225;   4,25933;-9999,00000;   7,08333;-9999,00000;  25,38966;  28,78116;-9999,00000;  77,82385;  19,97217;   0,00000;1001,53845; 195,38461;  13,67693;3895,00000; 107,41518;   0,00000;-9999,00000
2021-04-28 10:00:00; 14,18182;  27,89858;  13,51700;   4,25858;-9999,00000;   8,72727;-9999,00000;  25,48883;  28,89024;-9999,00000;  81,57182;  20,02300;   0,00000;1001,82733; 229,09091;  13,10000;3895,00000; 131,69394;   0,00000;-9999,00000
2021-04-28 09:00:00; 15,15385;  28,05725;  13,58350;   4,26000;-9999,00000;  10,46154;-9999,00000;  25,66733;  29,00925;-9999,00000;  86,11000;  20,01142;   0,00000;1002,10004; 228,46153;  12,08462;3895,00000; 112,63313;   0,00000;-9999,00000
2021-04-28 08:00:00; 14,00000;  28,23845;  13,48958;   4,24892;-9999,00000;   9,20000;-9999,00000;  25,80436;  29,14718;-9999,00000;  90,87454;  19,21983;   0,00000;1002,19086; 154,09091;  11,09091;3895,00000;  96,49612;   0,00000;-9999,00000
2021-04-28 07:00:00; 11,76923;  28,43408;  13,34842;   4,24100;-9999,00000;   7,23077;-9999,00000;  25,96483;  29,34642;-9999,00000;  90,60845;  16,91900;   0,00000;1002,02310;  66,25000;  10,25385;3895,00000; 111,94542;   0,00000;-9999,00000
2021-04-28 06:00:00; 8,66667;  28,68200;  12,96175;   4,24108;-9999,00000;   5,41667;-9999,00000;  26,23792;  29,61569;-9999,00000;  87,93750;  16,89717;   0,00000;1001,73334;  49,16667;   9,90833;3895,00000; 107,08044;   0,00000;-9999,00000
2021-04-28 05:00:00; 9,45454;  29,06063;  12,77533;   4,24192;-9999,00000;   5,81818;-9999,00000;  26,56163;  29,90445;-9999,00000;  86,40250;  16,67817;   0,00000;1001,55830;  24,16667;   9,24167;3748,50000; 115,06498;   0,00000;-9999,00000
2021-04-28 04:00:00; 7,00000;  29,53483;  12,74033;   4,24217;-9999,00000;   4,00000;-9999,00000;  27,08541;  30,36783;-9999,00000;  85,64636;  15,11667;   0,00000;1001,29095;   9,09091;   8,56364;2590,41670; 106,41579;   0,00000;-9999,00000
2021-04-28 03:00:00; 5,91667;  30,18933;  12,76169;   4,24254;-9999,00000;   3,58333;-9999,00000;  27,92833;  31,31983;-9999,00000;  82,97334;   8,93823;   0,01983;1001,13336;   1,53846;   8,08333; 327,00000; 115,21963;   0,00000;-9999,00000
2021-04-28 02:00:00; 6,58333;  32,38091;  12,78508;   4,24392;-9999,00000;   3,75000;-9999,00000;  29,86208;  35,21708;-9999,00000;  76,58250;   0,00000;   0,00000;1000,95830;   0,00000;   8,08333;   0,00000;  81,20692;   0,00000;-9999,00000
2021-04-28 01:00:00; 3,63636;  36,51436;  12,80809;   4,24564;-9999,00000;   1,72727;-9999,00000;  31,57045;  38,60227;-9999,00000;  78,37667;   0,00000;   0,80055;1001,20844;   0,00000;   8,07500;   1,27273;  55,15136;   3,18182;-9999,00000
2021-04-28 00:00:00; 3,00000;  34,77083;  12,83067;   4,24625;-9999,00000;   0,83333;-9999,00000;  31,06200;  37,18058;-9999,00000;  68,16750;   0,00000;   1,92383;1001,37500;   0,00000;   8,45833; 974,91670;  54,72141;   5,00000;-9999,00000
2021-04-27 23:00:00; 2,45455;  34,19566;  12,86284;   4,24642;-9999,00000;   0,36364;-9999,00000;  30,47691;  35,51458;-9999,00000;  68,85364;   0,00000;   1,78500;1001,50916;   0,00000;   8,80909;   0,00000;  36,56717;   4,54545;-9999,00000
2021-04-26 22:00:00; 2,36364;  25,82599;  12,87008;   4,24650;-9999,00000;   0,72727;-9999,00000;  23,32700;  24,04100;-9999,00000;  71,78000;   0,00000;   0,00000;1004,53640;   0,00000;   8,89091; 392,16666; 246,71835;   0,00000;-9999,00000
2021-04-27 21:00:00; 3,36364;  26,06400;  12,90173;   4,24964;-9999,00000;   0,63636;-9999,00000;  24,85020;  29,84820;-9999,00000;  66,57334;   0,00000;   1,49291;1001,85834;   0,00000;   9,60833; 168,36363;  38,61143;   3,75000;-9999,00000
2021-04-27 20:00:00; 1,72727;  26,06400;  12,91967;   4,24983;-9999,00000;   0,45455;-9999,00000;  23,08900;  24,17983;-9999,00000;  76,40455;   0,00000;   0,77350;1001,63650;   0,00000;   9,33636; 859,50000; 261,98758;   5,00000;-9999,00000
2021-04-27 19:00:00; 1,25000;  25,93584;  12,93767;   4,25000;-9999,00000;   0,25000;-9999,00000;  23,20800;  24,10507;-9999,00000;  65,92538;   0,00000;   0,40277;1001,36926;   0,00000;  10,13846; 167,41667; 238,01776;   0,83333;-9999,00000
2021-04-27 18:00:00; 0,81818;  25,82599;  12,96675;   4,25292;-9999,00000;   0,00000;-9999,00000;  23,32700;  24,04100;-9999,00000;  62,39909;   0,40192;   0,00000;1001,10004;   0,00000;  10,67273;   1,91667; 194,47598;   0,00000;-9999,00000
2021-04-27 17:00:00; 3,07692;  25,79624;  13,01208;   4,25508;-9999,00000;   1,46154;-9999,00000;  23,28733;  24,03108;-9999,00000;  60,30770;  13,21283;   0,00000;1000,91534;   8,46154;  11,75385;2257,16670; 193,35904;   0,00000;-9999,00000
2021-04-27 16:00:00; 11,81818;  25,82599;  13,31275;   4,25658;-9999,00000;   8,36364;-9999,00000;  23,32700;  24,04100;-9999,00000;  45,71091;  17,13683;   0,00000;1001,04550;  49,54546;  13,07273;3895,00000; 215,93915;   0,00000;-9999,00000
2021-04-27 15:00:00; 12,72727;  25,82599;  13,42558;   4,25908;-9999,00000;   8,27273;-9999,00000;  23,32700;  24,04100;-9999,00000;  44,14250;  19,49467;   0,00000;1001,09160; 130,00000;  13,88333;3895,00000; 189,65895;   0,00000;-9999,00000
2021-04-27 14:00:00; 11,75000;  25,82599;  13,56242;   4,26100;-9999,00000;   6,41667;-9999,00000;  23,32700;  24,04100;-9999,00000;  43,66077;  20,06416;   0,00000;1001,18463; 258,46155;  14,38462;3895,00000; 166,00964;   0,00000;-9999,00000
2021-04-27 13:00:00; 12,08333;  25,82599;  13,55883;   4,26142;-9999,00000;   6,83333;-9999,00000;  23,32700;  24,04100;-9999,00000;  41,81455;  20,10433;   0,00000;1001,32720; 313,18182;  14,40909;3895,00000; 152,65128;   0,00000;-9999,00000
2021-04-27 12:00:00; 13,16667;  25,85574;  13,53883;   4,25883;-9999,00000;   6,91667;-9999,00000;  23,28733;  24,05091;-9999,00000;  38,82385;  20,94358;   0,00000;1001,76150; 442,08334;  14,33077;3895,00000; 142,30573;   1,92308;-9999,00000
2021-04-27 11:00:00; 13,27273;  25,83591;  13,63000;   4,26025;-9999,00000;   5,54545;-9999,00000;  23,27741;  24,03108;-9999,00000;  40,67455;  21,00917;   0,00000;1002,11820; 614,54550;  14,47273;3895,00000;  90,55498;   1,81818;-9999,00000
2021-04-27 10:00:00; 12,33333;  25,82599;  13,55992;   4,25992;-9999,00000;   6,08333;-9999,00000;  23,32700;  24,01125;-9999,00000;  40,54230;  21,13050;   0,00000;1002,60780; 590,38464;  13,64615;3895,00000;  90,70413;   3,46154;-9999,00000
2021-04-27 09:00:00; 9,58333;  25,82599;  13,58467;   4,25925;-9999,00000;   4,41667;-9999,00000;  23,32700;  23,94946;-9999,00000;  45,66500;  20,64825;   0,00000;1003,30000; 393,33334;  12,55833;3895,00000;  63,60553;   0,00000;-9999,00000
2021-04-27 08:00:00; 5,41667;  25,82599;  13,57646;   4,25908;-9999,00000;   1,75000;-9999,00000;  23,32700;  24,02116;-9999,00000;  55,53167;  20,80277;   0,00000;1003,61670; 347,08334;  11,69167;3895,00000; 145,44127;   0,00000;-9999,00000
2021-04-27 07:00:00; 3,27273;  25,82599;  13,53742;   4,25733;-9999,00000;   0,90909;-9999,00000;  23,32700;  23,92200;-9999,00000;  60,96667;  19,84508;   0,00000;1003,60840; 181,66667;  10,54167;3895,00000; 138,74838;   0,00000;-9999,00000
2021-04-27 06:00:00; 4,50000;  25,82599;  13,45745;   4,24182;-9999,00000;   1,08333;-9999,00000;  23,32700;  23,92200;-9999,00000;  66,89249;  19,53818;   0,00000;1003,33330; 135,00000;   9,65833;3895,00000; 213,82443;   0,00000;-9999,00000
2021-04-27 05:00:00; 5,72727;  25,82599;  13,14625;   4,24067;-9999,00000;   3,54545;-9999,00000;  23,32700;  23,92200;-9999,00000;  72,51000;  16,90900;   0,00000;1003,11820;  61,81818;   8,96364;3895,00000; 294,28555;   0,00000;-9999,00000
2021-04-27 04:00:00; 3,54545;  25,82599;  12,80292;   4,24100;-9999,00000;   1,90909;-9999,00000;  23,32700;  23,92200;-9999,00000;  73,44916;  16,88359;   0,00000;1002,83330;  35,90909;   8,61667;3895,00000; 207,33662;   0,00000;-9999,00000
2021-04-27 03:00:00; 2,84615;  25,82599;  12,76275;   4,24267;-9999,00000;   1,23077;-9999,00000;  23,32700;  23,95175;-9999,00000;  76,40154;  12,08667;   0,00000;1002,60770;   6,15385;   8,12308;1618,08340; 207,24588;   0,00000;-9999,00000
2021-04-27 01:00:00; 3,41667;  25,82599;  12,78975;   4,24500;-9999,00000;   1,66667;-9999,00000;  23,32700;  24,04100;-9999,00000;  74,99693;   0,00000;   0,00000;1003,56160;   0,00000;   8,30000; 290,83334; 246,71527;   0,00000;-9999,00000
2021-04-27 02:00:00; 4,45455;  25,82599;  12,76625;   4,24408;-9999,00000;   2,54545;-9999,00000;  23,32700;  24,02116;-9999,00000;  76,59364;   0,04200;   0,00000;1003,03630;   0,00000;   8,16364; 973,75000; 213,99835;   0,00000;-9999,00000
2021-04-27 00:00:00; 3,09091;  25,79624;  12,80725;   4,24492;-9999,00000;   1,45455;-9999,00000;  23,32700;  24,04100;-9999,00000;  76,49272;   0,00000;   0,00000;1003,91815;   0,00000;   8,37273;   4,58333; 246,71835;   0,00000;-9999,00000
2021-04-26 23:00:00; 2,58333;  25,82599;  12,83875;   4,24508;-9999,00000;   1,08333;-9999,00000;  23,32700;  24,03184;-9999,00000;  74,88083;   0,00000;   0,00000;1004,29170;   0,00000;   8,60833;  20,33333; 246,68600;   0,00000;-9999,00000
2021-04-30 22:00:00; 5,33333;  26,30200;  12,87308;   4,24575;-9999,00000;   3,33333;-9999,00000;  24,27899;  26,65900;-9999,00000;  76,28154;   0,00000;   0,00000;1001,10767;   0,00000;  14,12308;   0,00000; 155,62505;   0,00000;-9999,00000
2021-04-30 23:00:00; 8,36364;  26,30200;  12,86358;   4,24600;-9999,00000;   5,45455;-9999,00000;  24,27899;  26,65900;-9999,00000;  78,12636;   0,00000;   0,00000;1001,00000;   0,00000;  14,68182; 324,58334; 130,10864;   0,00000;-9999,00000
2021-04-24 22:00:00; 2,81818;  25,71782;  12,87346;   4,24909;-9999,00000;   1,45455;-9999,00000;  23,32700;  24,04100;-9999,00000;  68,71909;   0,00000;   0,00000;1010,89087;   0,00000;   5,57273; 200,45454; 133,40433;   0,00000;-9999,00000
2021-04-25 21:00:00; 18,58333;  25,82599;  12,89575;   4,24658;-9999,00000;  13,16667;-9999,00000;  23,32700;  24,04100;-9999,00000;  81,10666;   0,00092;   0,00000;1007,45825;   0,00000;   8,56667;   0,00000; 350,70645;   0,00000;-9999,00000
