DATE; Talajnedvesség 90 cm; Besugárzás; Levélnedvesség; Külső akkufeszültség; Széllökés; Talajnedvesség 30 cm; Levegő-páratartalom; Légnyomás; Talajhőmérséklet 0 cm; Napelem töltőfeszültség; Csapadék; Szélirány; Belső akkufeszültség; Fagy; Szélsebesség; Fényegység; Talajnedvesség 60 cm; Levegő-hőmérséklet
2021-04-30 22:10:00; 23,08900;   0,00000;   0,00000;  12,76900;   1,00000;  20,35200;  81,37000;1001,70000;  15,90000;   0,00000;   0,00000; 277,30206;   4,22100;-9999,00000;   0,00000;   0,00000;  20,59000;  13,90000
2021-04-30 22:00:00; 23,08900;   0,00000;   0,00000;  12,81500;   0,00000;  20,35200;  80,59500;1001,55000;  15,90000;   0,00000;   0,00000; 277,30206;   4,21800;-9999,00000;   0,00000;1948,00000;  20,59000;  14,00000
2021-04-30 22:20:00; 23,08900;   0,00000;   0,00000;  12,82100;   2,50000;  20,35200;  81,51500;1001,65000;  15,80000;   0,00000;   0,00000; 259,00290;   4,22000;-9999,00000;   0,50000;   0,00000;  20,59000;  13,85000
2021-04-30 22:30:00; 23,08900;   0,00000;   0,00000;  12,80150;   1,50000;  20,35200;  80,87000;1001,65000;  15,80000;   0,00000;   0,00000; 243,34348;   4,21800;-9999,00000;   0,00000;   1,00000;  20,59000;  13,85000
2021-04-30 22:40:00; 23,08900;   0,00000;   0,00000;  12,80000;   1,00000;  20,35200;  80,36000;1001,65000;  15,75000;   0,00000;   0,00000; 243,51900;   4,21800;-9999,00000;   0,00000;  17,00000;  20,59000;  13,90000
2021-04-30 22:50:00; 23,08900;   0,00000;   0,00000;  12,75300;   0,00000;  20,35200;  80,51500;1001,65000;  15,70000;   0,00000;   0,00000; 243,34348;   4,22000;-9999,00000;   0,00000;   0,50000;  20,59000;  13,85000
2021-04-30 23:00:00; 23,08900;   0,00000;   0,00000;  12,69333;   0,00000;  20,35200;  80,54333;1001,63330;  15,60000;   0,00000;   0,00000; 243,28455;   4,21800;-9999,00000;   0,00000;   0,00000;  20,59000;  13,90000
2021-04-30 23:10:00; 23,08900;   0,00000;   0,00000;  12,78400;   0,50000;  20,35200;  80,63000;1001,45000;  15,60000;   0,00000;   0,00000; 243,51900;   4,21800;-9999,00000;   0,00000;   3,50000;  20,59000;  13,90000
2021-04-30 23:20:00; 23,08900;   0,00000;   0,00000;  12,78000;   0,00000;  20,35200;  81,00000;1001,45000;  15,50000;   0,00000;   0,00000; 243,16719;   4,22100;-9999,00000;   0,00000;   0,00000;  20,59000;  13,75000
2021-04-30 23:30:00; 23,08900;   0,00000;   0,00000;  12,76900;   4,00000;  20,35200;  81,63000;1001,30000;  15,50000;   0,00000;   0,00000; 243,16719;   4,21950;-9999,00000;   1,00000;  91,50000;  20,59000;  13,50000
2021-04-30 23:40:00; 23,08900;   0,00000;   0,00000;  12,79400;   4,00000;  20,35200;  80,67334;1001,16670;  15,40000;   0,00000;   0,00000; 239,76547;   4,21700;-9999,00000;   1,33333;   0,00000;  20,59000;  13,73333
2021-04-30 23:50:00; 23,08900;   0,00000;   0,00000;  12,76100;   2,00000;  20,35200;  80,77499;1001,10000;  15,40000;   0,00000;   0,00000; 238,59250;   4,21450;-9999,00000;   0,00000;   0,00000;  20,59000;  13,75000
2021-04-30 18:30:00; 23,08900;   0,00000;   0,00000;  12,93167;   0,00000;  20,47100;  72,47000;1000,93335;  17,63333;   0,00000;   0,00000; 277,12595;   4,22233;-9999,00000;   0,00000;1298,66660;  20,59000;  16,93333
2021-04-30 18:50:00; 23,08900;   0,00000;   0,00000;  12,91600;   0,00000;  20,47100;  75,20500;1001,10000;  17,40000;   0,00000;   0,00000; 277,06760;   4,22000;-9999,00000;   0,00000;  19,50000;  20,59000;  16,15000
2021-04-30 18:40:00; 23,08900;   0,00000;   0,00000;  12,93200;   0,00000;  20,47100;  74,12000;1001,00000;  17,50000;   0,00000;   0,00000; 277,30206;   4,21950;-9999,00000;   0,00000;   9,50000;  20,59000;  16,40000
2021-04-30 19:10:00; 23,08900;   0,00000;   0,00000;  12,92200;   0,00000;  20,35200;  76,41000;1001,25000;  17,30000;   0,00000;   0,00000; 277,30206;   4,22100;-9999,00000;   0,00000;   0,00000;  20,59000;  15,70000
2021-04-30 19:00:00; 23,08900;   0,00000;   0,00000;  12,86600;   0,00000;  20,35200;  76,10000;1001,25000;  17,30000;   0,00000;   0,00000; 277,30206;   4,22000;-9999,00000;   0,00000;  16,00000;  20,59000;  16,00000
2021-04-30 19:20:00; 23,08900;   0,00000;   0,00000;  12,89900;   0,00000;  20,35200;  75,11000;1001,35000;  17,15000;   0,00000;   0,00000; 277,30206;   4,22050;-9999,00000;   0,00000;  36,00000;  20,59000;  15,60000
2021-04-30 19:30:00; 23,08900;   0,00000;   0,00000;  12,87700;   0,00000;  20,35200;  75,95500;1001,25000;  17,10000;   0,00000;   0,00000; 277,30206;   4,22100;-9999,00000;   0,00000;  25,50000;  20,59000;  15,50000
2021-04-30 19:40:00; 23,08900;   0,00000;   0,00000;  12,89033;   0,00000;  20,35200;  75,98000;1001,30000;  16,93333;   0,00000;   0,00000; 277,30206;   4,21833;-9999,00000;   0,00000;   8,33333;  20,59000;  15,25000
2021-04-30 20:00:00; 23,08900;   0,00000;   0,00000;  12,88900;   0,00000;  20,35200;  75,93999;1001,30000;  16,76667;   0,00000;   0,00000; 277,30206;   4,22150;-9999,00000;   0,00000;  11,50000;  20,59000;  15,20000
2021-04-30 19:50:00; 23,08900;   0,00000;   0,00000;  12,89300;   0,00000;  20,35200;  75,65000;1001,30000;  16,90000;   0,00000;   0,00000; 277,30206;   4,21850;-9999,00000;   0,00000;   0,00000;  20,59000;  15,30000
2021-04-30 20:10:00; 23,08900;   0,00000;   0,00000;  12,86550;   0,00000;  20,35200;  76,43000;1001,25000;  16,65000;   0,00000;   0,00000; 277,30206;   4,22150;-9999,00000;   0,00000;   0,00000;  20,59000;  15,05000
2021-04-30 20:30:00; 23,08900;   0,00000;   0,00000;  12,80700;   0,00000;  20,35200;  78,26000;1001,30000;  16,50000;   0,00000;   0,00000; 276,95040;   4,21900;-9999,00000;   0,00000;  27,00000;  20,59000;  14,70000
2021-04-30 20:20:00; 23,08900;   0,00000;   0,00000;  12,85950;   0,00000;  20,35200;  77,66000;1001,25000;  16,60000;   0,00000;   0,00000; 277,30206;   4,21800;-9999,00000;   0,00000;   1,00000;  20,59000;  14,85000
2021-04-30 20:40:00; 23,08900;   0,00000;   0,00000;  12,86200;   0,33333;  20,35200;  77,46000;1001,33330;  16,43333;   0,00000;   0,00000; 277,30206;   4,22233;-9999,00000;   0,00000;   0,66667;  20,59000;  14,86667
2021-04-30 21:00:00; 23,08900;   0,00000;   0,00000;  12,85200;   1,50000;  20,41150;  77,60500;1001,50000;  16,30000;   0,00000;   0,00000; 277,30206;   4,22100;-9999,00000;   0,00000;   0,00000;  20,59000;  14,85000
2021-04-30 21:10:00; 23,08900;   0,00000;   0,00000;  12,84800;   1,00000;  20,35200;  77,44000;1001,55000;  16,30000;   0,00000;   0,00000; 277,30206;   4,22000;-9999,00000;   0,00000;  47,50000;  20,59000;  14,80000
2021-04-30 20:50:00; 23,08900;   0,00000;   0,00000;  12,85000;   0,00000;  20,35200;  77,14000;1001,40000;  16,40000;   0,00000;   0,00000; 277,30206;   4,22100;-9999,00000;   0,00000;   0,00000;  20,59000;  15,00000
2021-04-30 17:00:00; 23,20800;  25,00000;   0,00000;  12,96400;   6,00000;  20,35200;  56,13000;1000,36670;  18,43333;  15,78600;   0,00000; 275,77740;   4,22100;-9999,00000;   3,33333; 176,00000;  20,59000;  21,53333
2021-04-30 17:10:00; 23,20800;  18,33333;   0,00000;  12,97600;   5,00000;  20,35200;  58,96500;1000,45000;  18,35000;  14,88600;   0,00000; 277,30206;   4,22150;-9999,00000;   2,00000; 106,50000;  20,59000;  20,90000
2021-04-30 17:30:00; 23,20800;   7,50000;   0,00000;  12,97200;   0,50000;  20,35200;  65,27000;1000,60000;  18,15000;  13,08950;   0,00000; 277,30206;   4,22150;-9999,00000;   0,00000;  37,50000;  20,59000;  19,45000
2021-04-30 17:20:00; 23,20800;  15,00000;   0,00000;  12,98000;   1,00000;  20,35200;  62,69000;1000,45000;  18,30000;  14,69800;   0,00000; 277,30206;   4,22050;-9999,00000;   0,00000; 100,50000;  20,59000;  20,20000
2021-04-30 17:40:00; 23,20800;   2,50000;   0,00000;  12,96650;   0,00000;  20,35200;  66,90000;1000,70000;  18,10000;  10,46000;   0,00000; 277,30206;   4,22150;-9999,00000;   0,00000;   9,50000;  20,59000;  18,85000
2021-04-30 17:50:00; 23,20800;   0,00000;   0,00000;  12,95850;   0,00000;  20,35200;  68,87000;1000,70000;  17,95000;   6,60350;   0,00000; 277,12595;   4,22000;-9999,00000;   0,00000;  25,00000;  20,59000;  18,15000
2021-04-30 18:00:00; 23,20800;   0,00000;   0,00000;  12,91600;   0,00000;  20,35200;  69,68000;1000,70000;  17,90000;   2,92300;   0,00000; 277,30206;   4,22100;-9999,00000;   0,00000;   0,00000;  20,59000;  17,90000
2021-04-30 18:10:00; 23,20800;   0,00000;   0,00000;  12,96650;   0,00000;  20,47100;  70,54500;1000,80000;  17,85000;   0,85650;   0,00000; 277,30206;   4,22250;-9999,00000;   0,00000;  29,50000;  20,59000;  17,60000
2021-04-30 18:20:00; 23,08900;   0,00000;   0,00000;  12,95100;   0,00000;  20,47100;  71,33000;1000,85000;  17,80000;   0,09900;   0,00000; 277,30206;   4,21900;-9999,00000;   0,00000;   1,50000;  20,59000;  17,25000
2021-04-30 15:40:00; 23,20800; 267,50000;   0,00000;  13,12400;  14,00000;  20,35200;  50,27500;1000,50000;  19,00000;  16,85200;   0,00000; 279,94128;   4,22150;-9999,00000;   8,00000; 596,50000;  20,59000;  23,25000
2021-04-30 15:50:00; 23,20800; 247,50000;   0,00000;  13,09450;  11,00000;  20,35200;  50,61000;1000,35000;  18,90000;  16,84050;   0,00000; 285,04380;   4,22200;-9999,00000;   5,00000;2412,00000;  20,59000;  23,15000
2021-04-30 16:00:00; 23,20800; 215,00000;   0,00000;  13,06150;  10,00000;  20,35200;  49,58000;1000,25000;  18,90000;  16,82300;   0,00000; 295,95300;   4,21800;-9999,00000;   6,00000;3002,50000;  20,59000;  23,25000
2021-04-30 16:10:00; 23,20800; 200,00000;   0,00000;  12,99800;  12,00000;  20,35200;  49,58000;1000,20000;  18,90000;  16,81100;   0,00000; 290,32288;   4,21500;-9999,00000;   5,00000;3895,00000;  20,59000;  23,40000
2021-04-30 16:20:00; 23,20800; 177,50000;   0,00000;  13,03200;  13,00000;  20,35200;  49,67000;1000,15000;  18,80000;  16,82850;   0,00000; 279,76526;   4,21700;-9999,00000;   8,00000;2745,50000;  20,59000;  23,20000
2021-04-30 16:30:00; 23,20800; 152,50000;   0,00000;  13,00900;  10,50000;  20,35200;  49,45500;1000,30000;  18,75000;  16,82300;   0,00000; 285,21990;   4,21950;-9999,00000;   5,00000;2419,50000;  20,59000;  23,10000
2021-04-30 16:40:00; 23,20800; 120,00000;   0,00000;  13,00500;   8,50000;  20,35200;  51,45000;1000,35000;  18,65000;  16,82300;   0,00000; 279,58920;   4,21800;-9999,00000;   4,00000; 305,50000;  20,59000;  22,80000
2021-04-30 16:50:00; 23,20800;  47,50000;   0,00000;  12,97800;   6,50000;  20,35200;  53,41500;1000,35000;  18,55000;  16,57050;   0,00000; 281,87700;   4,21850;-9999,00000;   3,50000; 230,50000;  20,59000;  22,10000
2021-04-30 13:50:00; 23,20800; 322,50000;   0,00000;  13,29800;  17,50000;  20,35200;  50,03500;1000,55000;  19,60000;  18,30800;   0,00000; 279,58917;   4,22250;-9999,00000;  10,00000;1348,50000;  20,59000;  23,30000
2021-04-30 14:00:00; 23,20800; 212,50000;   0,00000;  13,18150;  19,00000;  20,35200;  50,49500;1000,55000;  19,60000;  19,45900;   0,00000; 279,23752;   4,22400;-9999,00000;  11,50000;1078,50000;  20,59000;  22,95000
2021-04-30 14:10:00; 23,20800; 155,00000;   0,00000;  13,47850;  19,00000;  20,35200;  50,37000;1000,60000;  19,50000;  17,43950;   0,00000; 279,23767;   4,22250;-9999,00000;  12,00000;1099,50000;  20,59000;  22,80000
2021-04-30 14:20:00; 23,20800; 220,00000;   0,00000;  13,30600;  19,00000;  20,35200;  51,36000;1000,60000;  19,40000;  19,42350;   0,00000; 275,19058;   4,22450;-9999,00000;  10,50000;2034,00000;  20,59000;  22,95000
2021-04-30 14:30:00; 23,20800; 375,00000;   0,00000;  13,50600;  20,00000;  20,35200;  51,36000;1000,50000;  19,40000;  18,46700;   0,00000; 278,70978;   4,22400;-9999,00000;  13,00000;2390,00000;  20,59000;  23,20000
2021-04-30 14:40:00; 23,20800; 302,50000;   0,00000;  13,32350;  14,50000;  20,35200;  50,57000;1000,55000;  19,35000;  19,36450;   0,00000; 279,94128;   4,22450;-9999,00000;  10,00000;2967,00000;  20,59000;  23,40000
2021-04-30 14:50:00; 23,20800; 377,50000;   0,00000;  13,45350;  15,50000;  20,35200;  49,94000;1000,45000;  19,30000;  17,36300;   0,00000; 276,59836;   4,22350;-9999,00000;   7,00000;2079,50000;  20,59000;  23,70000
2021-04-30 15:00:00; 23,20800; 307,50000;   0,00000;  13,27850;  18,50000;  20,35200;  48,89000;1000,55000;  19,30000;  17,96750;   0,00000; 275,54270;   4,21850;-9999,00000;  11,00000; 952,00000;  20,59000;  23,55000
2021-04-30 15:10:00; 23,20800; 212,50000;   0,00000;  13,16200;  18,00000;  20,35200;  50,67500;1000,60000;  19,30000;  18,35500;   0,00000; 279,41348;   4,22050;-9999,00000;  10,00000; 757,50000;  20,59000;  22,80000
2021-04-30 15:20:00; 23,20800; 122,50000;   0,00000;  13,15400;  19,00000;  20,35200;  49,94500;1000,60000;  19,20000;  18,47833;   0,00000; 277,30200;   4,22233;-9999,00000;  12,00000;2833,00000;  20,59000;  22,65000
2021-04-30 15:30:00; 23,20800; 241,66667;   0,00000;  13,16250;  11,00000;  20,35200;  50,65000;1000,56665;  19,10000;  17,48000;   0,00000; 288,89102;   4,22400;-9999,00000;   6,00000;3316,50000;  20,59000;  23,16667
2021-04-30 12:50:00; 23,20800; 342,50000;   0,00000;  13,15100;  19,00000;  20,35200;  50,69000;1000,80005;  19,65000;  19,80500;   0,00000; 276,24646;   4,22150;-9999,00000;  10,50000;1636,00000;  20,59000;  23,55000
2021-04-30 13:00:00; 23,20800; 352,50000;   0,00000;  13,49250;  18,50000;  20,35200;  52,15000;1000,80000;  19,70000;  20,15150;   0,00000; 272,90323;   4,22350;-9999,00000;  11,50000;2951,00000;  20,59000;  23,20000
2021-04-30 13:10:00; 23,20800; 625,00000;   0,00000;  13,48850;  18,00000;  20,35200;  53,88000;1000,70000;  19,70000;  18,81850;   0,00000; 268,68030;   4,22500;-9999,00000;  10,00000;2085,50000;  20,59000;  23,65000
2021-04-30 13:20:00; 23,20800; 477,50000;   0,00000;  13,14700;  18,00000;  20,35200;  50,42500;1000,60000;  19,70000;  19,96900;   0,00000; 277,12622;   4,22150;-9999,00000;  10,50000;2662,00000;  20,59000;  24,05000
2021-04-30 13:30:00; 23,20800; 497,50000;   0,00000;  13,25467;  18,50000;  20,35200;  51,57000;1000,50000;  19,66667;  20,31333;   0,00000; 278,35757;   4,22233;-9999,00000;  11,00000;3425,33330;  20,59000;  23,55000
2021-04-30 13:40:00; 23,20800; 370,00000;   0,00000;  13,32150;  21,50000;  20,35200;  49,00333;1000,50000;  19,60000;  18,15550;   0,00000; 275,89456;   4,22050;-9999,00000;  11,50000;1984,50000;  20,59000;  23,96667
2021-04-30 11:10:00; 23,20800; 567,50000;   0,00000;  13,37000;  16,00000;  20,35200;  59,85500;1001,65000;  18,55000;  20,87900;   0,00000; 275,19086;   4,22100;-9999,00000;   9,50000;3829,00000;  20,59000;  22,55000
2021-04-30 11:20:00; 23,20800; 635,00000;   0,00000;  13,19150;  21,00000;  20,35200;  59,58500;1001,60000;  18,75000;  20,32150;   0,00000; 271,49533;   4,22300;-9999,00000;   8,00000;3141,00000;  20,59000;  22,90000
2021-04-30 11:30:00; 23,20800; 427,50000;   0,00000;  13,51550;  13,50000;  20,35200;  57,47500;1001,60000;  18,85000;  18,37250;   0,00000; 271,49567;   4,22300;-9999,00000;   5,50000;1511,50000;  20,59000;  23,05000
2021-04-30 11:40:00; 23,20800; 235,00000;   0,00000;  13,28333;  15,00000;  20,35200;  57,88000;1001,50000;  19,06667;  19,77767;   0,00000; 272,37326;   4,22200;-9999,00000;   6,66667;1874,33340;  20,59000;  22,86667
2021-04-30 11:50:00; 23,20800; 655,00000;   0,00000;  13,51750;  22,00000;  20,35200;  54,92000;1001,50000;  19,25000;  20,37450;   0,00000; 280,46900;   4,22050;-9999,00000;  14,00000;3142,50000;  20,59000;  23,30000
2021-04-30 12:00:00; 23,20800; 622,50000;   0,00000;  13,51550;  21,50000;  20,35200;  54,98500;1001,35000;  19,30000;  20,43900;   0,00000; 272,90320;   4,22250;-9999,00000;  12,00000;3429,00000;  20,59000;  23,45000
2021-04-30 12:10:00; 23,20800; 767,50000;   0,00000;  13,51000;  22,00000;  20,35200;  51,35500;1001,25000;  19,35000;  19,30550;   0,00000; 277,12580;   4,22250;-9999,00000;  12,00000;2606,50000;  20,59000;  23,90000
2021-04-30 12:20:00; 23,20800; 727,50000;   0,00000;  13,50200;  23,50000;  20,35200;  51,24000;1001,15000;  19,40000;  20,52100;   0,00000; 273,95914;   4,22250;-9999,00000;  14,50000;3872,50000;  20,59000;  23,80000
2021-04-30 12:30:00; 23,20800; 727,50000;   0,00000;  13,14100;  23,00000;  20,35200;  51,82500;1000,95000;  19,55000;  20,49200;   0,00000; 274,31094;   4,22400;-9999,00000;  11,50000;3454,00000;  20,59000;  24,05000
2021-04-30 12:40:00; 23,20800; 625,00000;   0,00000;  13,16400;  19,00000;  20,35200;  51,27000;1000,80000;  19,60000;  20,40400;   0,00000; 270,96777;   4,22600;-9999,00000;  11,00000;2855,00000;  20,59000;  23,80000
2021-04-30 09:50:00; 23,20800; 327,50000;   0,00000;  13,45400;  19,33333;  20,35200;  65,70001;1002,16670;  16,83333;  19,96933;   0,00000; 231,32072;   4,22767;-9999,00000;   7,33333;2420,00000;  20,59000;  21,30000
2021-04-30 10:00:00; 23,20800; 535,00000;   0,00000;  13,54100;  17,00000;  20,35200;  68,64999;1002,10000;  17,20000;  19,85750;   0,00000; 222,22879;   4,22550;-9999,00000;   6,00000;2318,50000;  20,59000;  21,45000
2021-04-30 10:10:00; 23,20800; 572,50000;   0,00000;  13,22250;  15,00000;  20,35200;  63,40500;1002,00000;  17,35000;  20,97900;   0,00000; 274,66254;   4,22450;-9999,00000;   8,50000;3141,50000;  20,59000;  21,65000
2021-04-30 10:20:00; 23,20800; 832,50000;   0,00000;  13,21700;  14,00000;  20,35200;  63,85000;1001,90000;  17,55000;  20,44500;   0,00000; 271,14400;   4,22350;-9999,00000;   7,00000;2875,50000;  20,59000;  22,55000
2021-04-30 10:30:00; 23,20800; 830,00000;   0,00000;  13,36800;  17,50000;  20,35200;  60,26500;1001,90000;  17,75000;  20,42750;   0,00000; 275,89474;   4,22400;-9999,00000;  10,50000;2967,00000;  20,59000;  22,25000
2021-04-30 10:40:00; 23,20800; 557,50000;   0,00000;  13,21300;  18,00000;  20,35200;  58,31000;1001,80000;  18,00000;  20,03350;   0,00000; 272,55140;   4,22600;-9999,00000;   9,50000;2293,00000;  20,59000;  22,65000
2021-04-30 10:50:00; 23,20800; 855,00000;   0,00000;  13,52900;  19,00000;  20,35200;  61,01000;1001,90000;  18,20000;  20,60300;   0,00000; 278,35754;   4,22200;-9999,00000;  11,00000;3272,00000;  20,59000;  22,10000
2021-04-30 11:00:00; 23,20800; 542,50000;   0,00000;  13,53500;  18,50000;  20,35200;  60,40000;1001,75000;  18,35000;  20,93800;   0,00000; 280,64540;   4,22050;-9999,00000;  10,00000;3797,00000;  20,59000;  22,35000
2021-04-30 08:20:00; 23,20800; 668,33330;  10,00000;  13,61250;  14,00000;  20,47100;  79,53500;1002,70000;  14,80000;  20,32150;   0,00000; 199,17876;   4,22650;-9999,00000;   7,50000;2480,50000;  20,59000;  17,80000
2021-04-30 08:30:00; 23,20800; 695,00000;  10,00000;  13,27100;  14,00000;  20,47100;  78,76000;1002,55000;  14,95000;  20,43900;   0,00000; 210,44028;   4,22700;-9999,00000;   6,50000;2341,50000;  20,59000;  18,45000
2021-04-30 08:40:00; 23,20800; 612,50000;   0,00000;  13,61450;  17,00000;  20,47100;  76,73000;1002,40000;  15,15000;  20,11000;   0,00000; 206,56891;   4,22550;-9999,00000;   9,50000;2264,00000;  20,59000;  18,60000
2021-04-30 08:50:00; 23,20800; 772,50000;   0,00000;  13,44750;  15,00000;  20,47100;  74,78500;1002,45000;  15,35000;  20,41550;   0,00000; 203,75383;   4,22450;-9999,00000;   8,50000;2497,00000;  20,59000;  19,00000
2021-04-30 09:00:00; 23,20800; 712,50000;   0,00000;  13,25950;  16,00000;  20,47100;  72,86500;1002,30000;  15,55000;  20,43300;   0,00000; 200,23444;   4,22500;-9999,00000;   9,50000;2308,50000;  20,59000;  19,50000
2021-04-30 09:10:00; 23,20800; 720,00000;   0,00000;  13,29200;  17,00000;  20,47100;  71,24000;1002,30000;  15,80000;  20,45100;   0,00000; 215,01470;   4,22300;-9999,00000;   9,00000;2333,00000;  20,59000;  19,70000
2021-04-30 09:20:00; 23,20800; 735,00000;   0,00000;  13,40700;  18,50000;  20,47100;  71,55500;1002,40000;  15,95000;  20,27450;   0,00000; 200,58649;   4,22250;-9999,00000;   9,50000;2329,50000;  20,59000;  19,95000
2021-04-30 09:30:00; 23,20800; 760,00000;   0,00000;  13,24950;  19,00000;  20,35200;  68,43500;1002,30000;  16,20000;  20,23300;   0,00000; 217,65387;   4,22600;-9999,00000;   7,50000;2339,00000;  20,59000;  20,95000
2021-04-30 09:40:00; 23,20800; 602,50000;   0,00000;  13,40700;  17,50000;  20,35200;  65,61500;1002,25000;  16,50000;  19,44100;   0,00000; 248,62169;   4,22550;-9999,00000;   4,50000;3681,50000;  20,59000;  21,45000
2021-04-30 05:20:00; 23,20800;  32,50000;  10,00000;  12,80350;   5,00000;  20,59000;  88,81500;1002,40000;  14,00000;  16,88750;   0,45400; 258,47490;   4,21400;-9999,00000;   1,50000; 138,50000;  20,59000;  12,25000
2021-04-30 05:30:00; 23,20800;  45,00000;  10,00000;  12,78400;   9,00000;  20,59000;  89,30500;1002,25000;  14,00000;  16,85800;   0,00000; 221,70073;   4,21100;-9999,00000;   3,00000; 202,00000;  20,59000;  12,25000
2021-04-30 05:40:00; 23,20800;  45,00000;  10,00000;  12,84050;   7,50000;  20,59000;  89,39000;1002,20000;  14,00000;  16,88150;   0,45400; 204,80943;   4,21300;-9999,00000;   3,00000; 209,00000;  20,59000;  12,30000
2021-04-30 05:50:00; 23,20800;  42,50000;  10,00000;  12,86950;   5,50000;  20,59000;  89,71000;1002,30000;  14,00000;  16,86950;   0,68100; 222,22894;   4,21200;-9999,00000;   2,00000; 203,00000;  20,59000;  12,20000
2021-04-30 06:00:00; 23,20800;  60,00000;  10,00000;  12,91050;   9,00000;  20,59000;  90,14500;1002,40000;  14,00000;  16,86400;   0,00000; 223,46048;   4,21150;-9999,00000;   4,00000; 308,00000;  20,59000;  12,35000
2021-04-30 08:10:00; 23,20800; 612,50000;  10,00000;  13,48400;  14,00000;  20,47100;  82,29667;1002,70000;  14,63333;  20,68900;   0,00000; 205,68947;   4,22667;-9999,00000;   8,50000;2507,33330;  20,59000;  16,70000
2021-04-30 06:40:00; 23,20800; 137,50000;  10,00000;  13,29450;  13,50000;  20,59000;  86,76500;1002,35000;  14,10000;  18,40800;   0,00000; 213,78336;   4,21150;-9999,00000;   7,00000; 751,50000;  20,59000;  13,75000
2021-04-30 06:50:00; 23,20800; 147,50000;  10,00000;  13,27300;  12,00000;  20,47100;  86,61500;1002,50000;  14,10000;  19,35300;   0,00000; 212,90308;   4,21050;-9999,00000;   7,00000; 794,50000;  20,59000;  13,95000
2021-04-30 07:00:00; 23,20800; 175,00000;  10,00000;  13,30000;  11,00000;  20,47100;  86,17500;1002,50000;  14,15000;  18,24350;   0,00000; 210,79169;   4,22650;-9999,00000;   7,00000;1133,50000;  20,59000;  14,25000
2021-04-30 07:10:00; 23,20800; 167,50000;  10,00000;  13,27100;  12,00000;  20,47100;  85,91500;1002,60000;  14,20000;  19,03550;   0,00000; 200,41032;   4,21400;-9999,00000;   6,00000; 904,00000;  20,59000;  14,55000
2021-04-30 07:30:00; 23,20800; 212,50000;  10,00000;  13,50800;  14,00000;  20,47100;  84,47000;1002,65000;  14,30000;  18,67800;   0,00000; 207,27260;   4,23600;-9999,00000;   8,50000;2542,50000;  20,59000;  15,10000
2021-04-30 07:20:00; 23,20800; 465,00000;  10,00000;  13,59900;  14,00000;  20,47100;  84,94000;1002,60000;  14,30000;  21,27200;   0,00000; 206,92097;   4,23200;-9999,00000;   9,00000;2966,00000;  20,59000;  14,70000
2021-04-30 07:40:00; 23,20800; 397,50000;  10,00000;  13,30600;  12,00000;  20,47100;  84,31500;1002,65000;  14,35000;  20,79100;   0,00000; 195,48366;   4,22150;-9999,00000;   6,50000;1954,50000;  20,59000;  15,30000
2021-04-30 07:50:00; 23,20800; 217,50000;  10,00000;  13,45350;  12,50000;  20,47100;  83,46500;1002,75000;  14,40000;  19,20600;   0,00000; 201,81816;   4,22600;-9999,00000;   8,00000;1251,00000;  20,64950;  15,70000
2021-04-30 08:00:00; 23,20800; 287,50000;  10,00000;  13,45500;  14,50000;  20,47100;  83,06000;1002,70000;  14,55000;  20,00450;   0,00000; 205,86522;   4,22350;-9999,00000;   9,00000;1543,00000;  20,59000;  15,95000
2021-04-29 22:10:00; 23,08900;   0,00000;   0,00000;  12,86550;   6,50000;  20,59000;  75,36500; 999,80000;  15,60000;   0,00000;   0,00000; 233,66603;   4,22000;-9999,00000;   2,00000;   0,00000;  20,59000;  14,75000
2021-04-29 22:00:00; 23,08900;   0,00000;   0,00000;  12,88500;   4,00000;  20,59000;  75,00500; 999,75000;  15,60000;   0,00000;   0,00000; 242,81497;   4,21700;-9999,00000;   1,50000;  12,00000;  20,59000;  15,00000
2021-04-29 22:20:00; 23,08900;   0,00000;   0,00000;  12,85400;   5,00000;  20,11400;  75,79000; 999,80000;  15,50000;   0,00000;   0,00000; 254,77986;   4,21750;-9999,00000;   2,00000;   7,00000;  20,59000;  14,60000
2021-04-29 22:30:00; 23,08900;   0,00000;   0,00000;  12,77200;   4,50000;  20,53050;  76,18000; 999,90000;  15,50000;   0,00000;   0,00000; 270,08826;   4,21400;-9999,00000;   1,50000;3895,00000;  20,59000;  14,35000
2021-04-29 22:50:00; 23,08900;   0,00000;   0,00000;  12,86600;   4,00000;  20,47100;  76,15000; 999,90000;  15,40000;   0,00000;   0,00000; 270,26413;   4,21800;-9999,00000;   2,00000;   3,00000;  20,59000;  14,10000
2021-04-29 22:40:00; 23,08900;   0,00000;   0,00000;  12,86033;   4,66667;  20,55033;  76,35667; 999,90010;  15,40000;   0,00000;   0,00000; 264,86853;   4,21800;-9999,00000;   1,66667;   0,00000;  20,59000;  14,20000
2021-04-29 23:00:00; 23,08900;   0,00000;   0,00000;  12,86000;   3,50000;  20,47100;  76,51500; 999,90000;  15,30000;   0,00000;   0,00000; 268,85632;   4,21950;-9999,00000;   0,50000;   0,00000;  20,59000;  13,95000
2021-04-29 23:10:00; 23,08900;   0,00000;   0,00000;  12,84850;   4,00000;  20,53050;  76,78500;1000,05000;  15,30000;   0,00000;   0,00000; 243,51895;   4,21600;-9999,00000;   1,00000;   0,00000;  20,59000;  13,95000
