DATE; Légnyomás; Fagy; Napelem töltőfeszültség; Talajnedvesség 90 cm; Levegő-hőmérséklet; Széllökés; Talajnedvesség 30 cm; Talajnedvesség 60 cm; Fényegység; Talajnedvesség 120 cm; Csapadék; Külső akkufeszültség; Besugárzás; Levélnedvesség; Belső akkufeszültség; Szélsebesség; Levegő-páratartalom; Talajhőmérséklet 0 cm; Szélirány
2021-03-19 00:00:00; 1008,07790;-9999,00000;  10,48798;  34,51174;   1,92553;   1,77580;  30,30034;  32,62248;1982,34380;-9999,00000;   0,00000;-9999,00000; 148,11190;   5,03496;   4,24655;   0,09964;  72,94872;   4,23582;  16,95724
2021-03-18 00:00:00; 1007,01355;-9999,00000;   9,88538;  34,50034;   4,06975;  12,16786;  30,35433;  32,62500;1987,31590;-9999,00000;   0,00000;-9999,00000;  92,44756;   5,03496;   4,24579;   2,66071;  67,73355;   4,59114;  35,22058
2021-03-17 00:00:00; 1003,44620;-9999,00000;  10,09739;  34,41843;   5,11802;   9,26690;  30,32013;  32,60348;1940,84720;-9999,00000;   0,00152;-9999,00000; 110,89161;   5,02091;   4,23967;   1,04270;  72,05798;   4,98794;  16,33296
2021-04-10 00:00:00; 1012,36800;-9999,00000;  11,45429;  34,27123;  10,41479;   4,28826;  30,38443;  32,56878;2225,01050;-9999,00000;   0,00000;  13,23293; 222,31708;   5,01742;   4,23904;   0,32384;  47,04417;   8,43029; 302,14893
2021-04-02 00:00:00; 1002,50260;-9999,00000;  10,38658;  34,35394;  13,64366;   3,19435;  30,89667;  32,86039;2147,67360;-9999,00000;   0,00000;  13,12179; 137,03125;   5,00000;   4,24375;   0,43816;  60,39275;  11,30983;  14,17240
2021-04-24 00:00:00; 1014,81180;-9999,00000;  12,23662;  34,39396;   9,55406;   1,18440;  31,41104;  33,12413;2334,37840;-9999,00000;   0,00000;  13,23640; 268,76736;   5,00000;   4,24609;   0,03191;  55,79430;  10,36926;  40,55765
2021-04-25 00:00:00; 1009,45764;-9999,00000;  12,05792;  34,39395;  11,54929;   2,05300;  31,31216;  33,04560;2345,89230;-9999,00000;   0,00000;  13,19956; 218,08362;   5,01742;   4,24524;   0,08481;  57,31278;  10,79155;  13,84936
2021-04-26 00:00:00; 1009,92957;-9999,00000;  11,84336;  34,39396;   8,83958;   0,73050;  31,20619;  33,06353;2271,26050;-9999,00000;   0,00000;  13,25569; 168,29268;   5,00000;   4,24612;   0,01773;  56,05876;  10,42192;  83,83844
2021-04-27 00:00:00; 1004,50010;-9999,00000;  11,93954;  34,39395;  10,94049;   0,89362;  31,06829;  33,01457;2387,95480;-9999,00000;   0,00000;  13,20578; 176,09375;   5,01742;   4,24522;   0,00709;  53,64588;  10,88556;  93,40910
2021-04-28 00:00:00; 1002,94690;-9999,00000;  10,59222;  34,39396;  10,82686;   0,27305;  31,20487;  33,01179;2241,64940;-9999,00000;   0,00000;  13,14051;  58,53659;   5,00000;   4,24371;   0,00000;  67,63853;  10,42156; 146,69356
2021-04-29 00:00:00; 1001,61865;-9999,00000;  11,39479;  34,39395;  14,98071;   4,70671;  31,13553;  32,92418;2279,06250;-9999,00000;   0,00000;  13,12806; 203,40831;   5,00000;   4,23687;   0,15194;  74,69772;  12,39054; 301,77750
2021-04-18 00:00:00; 1007,95610;-9999,00000;  10,30874;  34,40071;   7,26135;   0,34043;  32,65861;  32,96643;2134,44430;-9999,00000;   0,01821;  13,17081;  60,40070;   5,01742;   4,24520;   0,00355;  90,10910;   7,72262; 135,82027
2021-04-19 00:00:00; 1006,68440;-9999,00000;  10,46215;  34,50628;   8,10141;   0,25887;  33,12957;  33,37307;2216,60060;-9999,00000;   0,00000;  13,11676;  95,33101;   5,01742;   4,23835;   0,00000;  90,92756;   8,39329; 135,74431
2021-04-20 00:00:00; 1004,84360;-9999,00000;  11,64292;  34,45997;   9,35105;   0,39007;  32,70324;  33,36849;2293,75680;-9999,00000;   0,01210;  13,21430; 168,03136;   5,00000;   4,24625;   0,00709;  85,71287;   9,33993;  92,01170
2021-04-21 00:00:00; 1007,06976;-9999,00000;  11,72487;  34,51342;  11,12957;   0,56028;  32,21432;  33,40388;2354,03120;-9999,00000;   0,00076;  13,21792; 202,42160;   5,01742;   4,24601;   0,00000;  76,67741;   9,93627; 341,56445
2021-04-22 00:00:00; 1008,39105;-9999,00000;  11,70919;  34,46651;  12,78662;   5,18021;  31,60886;  33,30970;2272,66300;-9999,00000;   0,00000;  13,17695; 226,75348;   5,00000;   4,24532;   0,73145;  70,19212;  10,63170; 341,26850
2021-04-12 00:00:00; 1008,84970;-9999,00000;  11,24543;  34,27500;  14,99720;   1,71025;  30,57427;  32,65860;2187,64230;-9999,00000;   0,00000;  13,17389; 184,34027;   4,98270;   4,24433;   0,01767;  54,96573;  10,49825; 316,43594
2021-04-13 00:00:00; 1007,88940;-9999,00000;   9,73234;  34,32269;   6,14681;   3,40569;  30,29486;  32,63605;2038,66660;-9999,00000;   0,01821;  13,04355;  53,53147;   5,03496;   4,24398;   0,17082;  89,57110;   9,27270; 359,97614
2021-04-15 00:00:00; 1011,60630;-9999,00000;  10,70530;  34,31718;   4,61485;   1,34164;  31,94521;  32,93808;2152,45480;-9999,00000;   0,00228;  13,18479; 111,01399;   5,03484;   4,24522;   0,09609;  87,02712;   7,08760;  18,84742
2021-04-14 00:00:00; 1009,19604;-9999,00000;  10,39118;  34,40785;   4,82269;   6,62633;  32,14010;  32,93112;2133,56250;-9999,00000;   0,01218;  13,16071;  74,02098;   5,01748;   4,24390;   1,10320;  90,06733;   7,09824;  37,84761
2021-04-16 00:00:00; 1011,95610;-9999,00000;  11,58753;  34,27500;   5,21915;   2,21631;  31,30799;  32,81116;2218,85770;-9999,00000;   0,00000;  13,31718; 132,74475;   5,03496;   4,24695;   0,03546;  76,62923;   6,53369; 359,92365
2021-04-17 00:00:00; 1009,77527;-9999,00000;  11,46496;  34,27458;   7,58340;   0,27402;  31,04352;  32,73638;2266,45830;-9999,00000;   0,00000;  13,27792; 141,86410;   5,01742;   4,24006;   0,00356;  71,14469;   7,63251;  39,93975
2021-03-31 00:00:00; 1017,09330;-9999,00000;  10,48613;  34,27500;  13,95563;   0,39929;  30,72718;  32,73590;2157,70480;-9999,00000;   0,00000;  13,10269; 175,03460;   5,00000;   4,24361;   0,00000;  64,10063;  10,71439;  81,68058
2021-04-01 00:00:00; 1007,79706;-9999,00000;  10,93550;  34,27500;  15,03017;   0,95406;  30,79932;  32,79799;2122,08700;-9999,00000;   0,00000;  13,12942; 191,99652;   4,98270;   4,24378;   0,01767;  67,70603;  11,06056;   5,52008
2021-04-11 00:00:00; 1011,72050;-9999,00000;  11,08141;  34,27500;  10,46113;   2,80142;  30,49933;  32,61443;2186,64580;-9999,00000;   0,00000;  13,20279; 142,62152;   5,01742;   4,24534;   0,17021;  61,32698;   8,78022; 286,50015
2021-03-29 00:00:00; 1023,57900;-9999,00000;  11,07595;  34,27500;   9,50071;   0,66667;  30,55234;  32,66619;2144,69100;-9999,00000;   0,00000;-9999,00000; 181,44600;   5,00000;   4,24520;   0,00709;  56,47849;   7,50141;  26,50195
2021-03-30 00:00:00; 1021,31384;-9999,00000;  10,26789;  34,27500;  12,45845;   0,47163;  30,60484;  32,68607;2010,17710;-9999,00000;   0,00151;-9999,00000; 154,23344;   5,01742;   4,24383;   0,00355;  62,44871;   9,21092;  21,08318
