DATE; Talajhőmérséklet 0 cm; Szélirány; Szélsebesség; Talajnedvesség 60 cm; Talajnedvesség 30 cm; Széllökés; Levegő-páratartalom; Besugárzás; Talajnedvesség 90 cm; Csapadék; Levegő-hőmérséklet
2021-03-30 17:30:00; 11,19587; 317,36386;   0,67587;  10,57735;   7,99859;   0,91630;  68,03999;   0,00000;  15,68591;   0,00000;  15,44713
2021-03-30 18:10:00; 11,14292; 316,83966;   0,30086;  10,58484;   8,00072;   0,49653;  70,73960;   0,00000;  15,68853;   0,00000;  14,95797
2021-03-30 17:50:00; 11,17260; 321,10004;   0,73648;  10,57859;   8,00085;   0,94733;  69,14310;   0,00000;  15,68293;   0,00000;  15,26397
2021-03-30 17:00:00; 11,23534; 314,68277;   0,40380;  10,57443;   8,00850;   0,65170;  65,16044;   2,36483;  15,68920;   0,00000;  16,09885
2021-03-30 14:00:00; 11,25384; 311,13446;   1,41430;  10,56779;   8,06402;   1,98613;  60,66660; 175,63129;  15,68880;   0,00000;  17,27406
2021-03-30 13:30:00; 11,19289; 322,55222;   1,68324;  10,56983;   8,08370;   2,61007;  59,13734; 155,79932;  15,68890;   0,00000;  17,48689
2021-03-30 14:30:00; 11,30700; 319,02880;   1,89859;  10,56601;   8,05754;   2,52677;  59,54180; 172,15872;  15,68562;   0,00000;  17,36808
2021-03-30 12:40:00; 11,00513; 323,63500;   2,49198;  10,58123;   8,09859;   3,26013;  56,98610; 278,42250;  15,68764;   0,00000;  17,50981
2021-03-30 12:10:00; 10,88479; 320,55756;   1,80581;  10,59079;   8,11356;   2,68520;  55,61580; 231,78069;  15,68826;   0,00000;  17,61207
2021-03-30 12:50:00; 11,03865; 318,53590;   2,01749;  10,57813;   8,10389;   2,96777;  57,51960; 437,16690;  15,68590;   0,00000;  17,57334
2021-03-30 18:50:00; 11,06979; 304,29266;   0,34235;  10,58586;   7,98852;   0,58147;  75,65560;   0,00000;  15,68592;   0,00000;  14,07168
2021-03-30 19:00:00; 11,04688; 307,42615;   0,41732;  10,58639;   7,98900;   0,72847;  76,25301;   0,00000;  15,68853;   0,00000;  13,94128
2021-03-30 19:20:00; 11,01527; 312,03223;   0,25709;  10,58768;   7,98900;   0,66640;  76,57581;   0,00000;  15,68562;   0,00000;  13,95060
2021-03-30 19:10:00; 11,03163; 309,83066;   0,48543;  10,58924;   7,99020;   0,76113;  76,41660;   0,00000;  15,68707;   0,00000;  13,92943
2021-03-30 19:40:00; 10,98451; 315,92014;   0,49866;  10,59053;   7,99476;   0,73990;  76,66430;   0,00000;  15,68941;   0,00000;  13,98733
2021-03-30 19:30:00; 10,99764; 327,04300;   0,15680;  10,58743;   7,99068;   0,38220;  76,48240;   0,00000;  15,69029;   0,00000;  14,00725
2021-03-30 20:00:00; 10,96087; 320,46270;   0,09016;  10,59208;   7,99548;   0,27440;  76,28530;   0,00000;  15,68590;   0,00000;  14,07600
2021-03-30 20:20:00; 10,94147;   0,00000;   0,00000;  10,59182;   7,99212;   0,00000;  78,27530;   0,00000;  15,68679;   0,00000;  13,65052
2021-03-30 07:30:00; 9,36139; 218,86742;   0,44035;  10,61764;   8,21226;   0,82157;  69,51670; 128,27505;  15,68357;   0,00000;  13,95922
2021-03-30 07:40:00; 9,41047; 226,67184;   0,59257;  10,61634;   8,20962;   0,74643;  67,88620; 138,77676;  15,68677;   0,00000;  14,25351
2021-03-30 07:20:00; 9,32034; 325,87228;   0,15484;  10,61972;   8,20818;   0,52920;  70,34950;  91,44900;  15,68502;   0,00000;  13,70920
2021-03-30 07:10:00; 9,28187; 330,49030;   0,11450;  10,62231;   8,20818;   0,49163;  70,59070;  84,64398;  15,68474;   0,00000;  13,53721
2021-03-30 07:50:00; 9,45964; 206,92738;   0,58473;  10,61349;   8,20888;   1,02900;  68,42480; 131,98564;  15,68560;   0,00000;  14,35064
2021-03-30 08:00:00; 9,51137; 203,80972;   0,29367;  10,61144;   8,20332;   0,73500;  66,98480; 128,37308;  15,68883;   0,00000;  14,51614
2021-03-30 09:00:00; 9,84036; 220,67140;   0,72063;  10,60058;   8,19248;   1,15967;  61,33820; 160,24248;  15,69086;   0,00000;  15,81421
2021-03-30 08:10:00; 9,56470; 218,44836;   0,57036;  10,60861;   8,20089;   0,79543;  65,28710; 157,98792;  15,68883;   0,00000;  14,95516
2021-03-30 10:10:00; 10,29067; 237,34306;   0,74382;  10,59590;   8,17078;   1,58597;  55,03780; 235,58931;  15,68823;   0,00000;  17,41680
2021-03-30 11:10:00; 10,62734; 303,19220;   0,87285;  10,59590;   8,14694;   1,74277;  54,45119; 241,37227;  15,68970;   0,00000;  17,48282
2021-03-30 10:00:00; 10,21882; 215,01470;   0,37784;  10,59590;   8,18317;   0,92773;  55,35689; 215,94713;  15,68854;   0,00000;  17,35233
2021-03-30 08:20:00; 9,62063; 213,35603;   0,66493;  10,60577;   8,20235;   1,06003;  64,11861; 202,19316;  15,68911;   0,00000;  15,25938
2021-03-30 11:00:00; 10,58553; 323,18945;   1,37870;  10,59590;   8,15322;   1,88323;  54,40980; 223,98135;  15,68912;   0,00000;  17,31213
2021-03-30 10:20:00; 10,35964; 224,58230;   1,14987;  10,59590;   8,17030;   1,55820;  55,78340; 177,77367;  15,68911;   0,00000;  16,96845
2021-03-30 09:30:00; 10,00189; 202,05400;   0,72912;  10,59590;   8,18623;   1,54023;  60,43700; 276,19565;  15,69058;   0,00000;  16,45536
2021-03-30 10:40:00; 10,48448; 263,45056;   1,24803;  10,59590;   8,15178;   2,48920;  53,88020; 299,00592;  15,68970;   0,00000;  17,61918
2021-03-30 11:40:00; 10,76159; 289,64010;   1,02098;  10,59498;   8,14031;   1,93223;  54,61337; 245,32094;  15,69063;   0,00000;  17,61144
2021-03-30 11:30:00; 10,71764; 276,89440;   1,36628;  10,59565;   8,14140;   2,08740;  54,33410; 255,87870;  15,68911;   0,00000;  17,74359
2021-03-30 10:30:00; 10,41966; 217,28874;   0,64321;  10,59590;   8,16310;   1,00777;  55,93560; 281,37695;  15,68794;   0,00000;  17,11663
2021-03-30 09:10:00; 9,89364; 192,64148;   0,74072;  10,59746;   8,18431;   1,05350;  60,84040; 160,74649;  15,68705;   0,00000;  15,85919
2021-03-30 09:40:00; 10,06601; 207,54137;   0,86305;  10,59590;   8,19344;   1,59087;  58,73270; 389,09650;  15,68824;   0,00000;  17,06929
2021-03-30 09:50:00; 10,14589; 184,79092;   0,67590;  10,59590;   8,18345;   1,24297;  55,78909; 308,10214;  15,68982;   0,00000;  17,76081
2021-03-30 09:20:00; 9,94619; 207,55905;   0,65578;  10,59590;   8,18163;   1,08127;  60,50450; 229,31589;  15,68883;   0,00000;  16,19202
2021-03-30 11:20:00; 10,67381; 296,06616;   0,94325;  10,59540;   8,14188;   1,61537;  53,88920; 267,78067;  15,68940;   0,00000;  17,76675
2021-03-30 10:50:00; 10,53871; 321,41992;   1,66976;  10,59590;   8,15178;   2,15763;  53,75430; 272,20544;  15,69087;   0,00000;  17,39034
2021-03-30 08:40:00; 9,73589; 239,58623;   0,69580;  10,60006;   8,19944;   0,98653;  62,47550; 131,73373;  15,68678;   0,00000;  15,66849
2021-03-30 08:30:00; 9,68128; 218,49812;   0,55337;  10,60188;   8,20284;   0,91630;  62,87360; 161,08249;  15,68794;   0,00000;  15,65023
2021-03-30 08:50:00; 9,78867; 229,53624;   0,62246;  10,60084;   8,19824;   0,98980;  62,57600; 144,40587;  15,68882;   0,00000;  15,59057
2021-03-30 19:50:00; 10,97203; 322,43210;   0,36554;  10,59130;   7,99596;   0,56513;  76,72830;   0,00000;  15,68823;   0,00000;  13,97588
2021-03-30 20:10:00; 10,95176; 345,34662;   0,01699;  10,59001;   7,99452;   0,16660;  77,40750;   0,00000;  15,68883;   0,00000;  13,87294
2021-03-30 20:30:00; 10,92573; 318,41943;   0,04558;  10,59056;   7,98540;   0,25643;  78,51082;   0,00000;  15,68957;   0,00000;  13,60408
2021-03-30 20:40:00; 10,91442; 327,08575;   0,09891;  10,59308;   7,98300;   0,27113;  78,31544;   0,00000;  15,68953;   0,00000;  13,59097
2021-03-30 20:50:00; 10,90406;   0,00000;   0,00000;  10,59259;   7,98012;   0,00000;  78,45100;   0,00000;  15,68824;   0,00000;  13,59154
2021-03-30 21:00:00; 10,88655; 330,73505;   0,03169;  10,59260;   7,97988;   0,25807;  78,18259;   0,00000;  15,68940;   0,00000;  13,66745
2021-03-30 21:10:00; 10,87547;   0,00000;   0,00000;  10,59361;   7,97604;   0,00000;  78,18320;   0,00000;  15,68911;   0,00000;  13,68829
2021-03-30 21:20:00; 10,86705;   0,00000;   0,00000;  10,59312;   7,97436;   0,00000;  78,41190;   0,00000;  15,68912;   0,00000;  13,68077
2021-03-29 22:00:00; 9,62620;  14,09614;   0,07922;  10,62665;   8,26487;   0,25970;  70,71770;   0,00000;  15,67370;   0,00000;   9,91992
2021-03-29 22:10:00; 9,60977;   0,89614;   0,04051;  10,62539;   8,26248;   0,22377;  72,24690;   0,00000;  15,67370;   0,00000;  10,06455
2021-03-29 22:30:00; 9,57227;   0,00000;   0,00000;  10,62615;   8,25809;   0,00000;  71,06580;   0,00000;  15,67370;   0,00000;   9,91307
2021-03-29 22:20:00; 9,59238; 331,10590;   0,15157;  10,62614;   8,25884;   0,34627;  71,54491;   0,00000;  15,67370;   0,00000;  10,03493
2021-03-29 22:50:00; 9,53354; 356,16632;   0,17117;  10,62590;   8,25785;   0,41160;  73,11210;   0,00000;  15,67399;   0,00000;   9,64771
2021-03-29 22:40:00; 9,55433;   4,12656;   0,02499;  10,62565;   8,25784;   0,23847;  71,52701;   0,00000;  15,67370;   0,00000;   9,87716
2021-03-29 23:10:00; 9,49552;   0,00000;   0,00931;  10,62513;   8,25686;   0,09310;  73,20879;   0,00000;  15,67370;   0,00000;   9,32430
2021-03-29 23:20:00; 9,47707;  50,28121;   0,35313;  10,62539;   8,25422;   0,50633;  73,94000;   0,00000;  15,67428;   0,00000;   9,43863
2021-03-29 23:00:00; 9,51745;   0,48759;   0,00964;  10,62615;   8,25735;   0,06697;  73,12350;   0,00000;  15,67370;   0,00000;   9,54917
2021-03-29 23:30:00; 9,45499; 358,94284;   0,04884;  10,62640;   8,25590;   0,26297;  74,04869;   0,00000;  15,67370;   0,00000;   9,43284
2021-03-29 23:40:00; 9,44135;  47,14533;   1,02867;  10,62565;   8,25254;   1,57127;  76,01859;   0,00000;  15,67370;   0,00000;   8,86997
2021-03-29 23:50:00; 9,42005;  42,51569;   0,33826;  10,62640;   8,25110;   0,59453;  74,99080;   0,00000;  15,67370;   0,00000;   8,74542
2021-03-30 02:50:00; 9,17188; 349,94754;   0,05047;  10,62614;   8,23180;   0,29073;  75,22201;   0,00000;  15,67631;   0,00000;   8,95442
2021-03-30 03:00:00; 9,15668;  45,83097;   0,22948;  10,62690;   8,23108;   0,45080;  75,57240;   0,00000;  15,67486;   0,00000;   8,84714
2021-03-30 03:20:00; 9,13510; 266,56134;   0,23928;  10,62614;   8,22820;   0,58310;  75,55470;   0,00000;  15,67718;   0,00000;   8,71991
2021-03-30 02:40:00; 9,18362;  33,11432;   0,26182;  10,62640;   8,23276;   0,51287;  75,65421;   0,00000;  15,67515;   0,00000;   8,89181
2021-03-30 03:10:00; 9,14250; 249,50781;   0,19714;  10,62690;   8,22844;   0,54227;  75,80930;   0,00000;  15,67544;   0,00000;   8,81955
2021-03-30 03:40:00; 9,10986; 338,79474;   0,22834;  10,62615;   8,22772;   0,47693;  74,14940;   0,00000;  15,67892;   0,00000;   9,01768
2021-03-30 03:30:00; 9,12514; 342,21298;   0,10666;  10,62614;   8,22820;   0,29073;  74,70730;   0,00000;  15,67718;   0,00000;   8,87654
2021-03-30 03:50:00; 9,09860; 332,85663;   0,38530;  10,62665;   8,22675;   0,53410;  73,97830;   0,00000;  15,67776;   0,00000;   9,06677
2021-03-30 04:10:00; 9,07259;  33,99931;   0,16252;  10,62690;   8,22553;   0,39363;  74,70450;   0,00000;  15,67747;   0,00000;   9,01355
2021-03-30 04:00:00; 9,08564; 340,46880;   0,31425;  10,62690;   8,22577;   0,56187;  74,12380;   0,00000;  15,67660;   0,00000;   8,96298
2021-03-30 04:20:00; 9,06085; 333,08750;   0,03283;  10,62665;   8,22213;   0,17640;  75,49101;   0,00000;  15,67747;   0,00000;   9,14382
2021-03-30 04:40:00; 9,05045; 323,45520;   0,46321;  10,62665;   8,22259;   0,97347;  72,45410;   6,00861;  15,67805;   0,00000;   9,72676
2021-03-30 04:30:00; 9,05767; 327,33893;   0,25513;  10,62665;   8,22091;   0,63210;  75,19750;   2,61909;  15,67776;   0,00000;   9,21623
2021-03-30 05:00:00; 9,04109; 317,70007;   0,14128;  10,62615;   8,22043;   0,60270;  72,66040;  11,82092;  15,67892;   0,00000;  10,11236
2021-03-30 04:50:00; 9,04622; 327,88700;   0,35117;  10,62690;   8,22453;   0,74807;  71,42780;   9,15989;  15,68066;   0,00000;  10,08245
2021-03-30 05:20:00; 9,04339;  36,18909;   0,09996;  10,62665;   8,21875;   0,24990;  70,04360;  11,27452;  15,68182;   0,00000;  10,67177
2021-03-30 05:10:00; 9,04160; 336,99250;   0,42189;  10,62640;   8,21875;   0,78727;  70,33610;  10,08391;  15,67863;   0,00000;  10,50579
2021-03-30 05:40:00; 9,05423;  23,93928;   0,16676;  10,62614;   8,21634;   0,38873;  74,12610;  30,28102;  15,68066;   0,00000;  10,80738
2021-03-30 05:30:00; 9,04935;  34,86768;   0,16742;  10,62665;   8,21610;   0,40017;  71,53889;  16,58296;  15,67950;   0,00000;  10,79960
2021-03-30 06:00:00; 9,07987;  52,13150;   0,23079;  10,62665;   8,21658;   0,38547;  74,19869;  51,92034;  15,68153;   0,00000;  11,37779
2021-03-30 06:10:00; 9,10096;  50,87999;   0,35492;  10,62640;   8,21658;   0,50797;  73,60111;  63,31911;  15,68241;   0,00000;  11,86942
2021-03-30 06:30:00; 9,15760; 333,19153;   0,40703;  10,62514;   8,21538;   0,80360;  68,79399;  50,15935;  15,68356;   0,00000;  12,97822
2021-03-30 06:20:00; 9,12850; 310,89160;   0,17624;  10,62564;   8,21538;   0,58637;  71,40230;  83,73169;  15,68270;   0,00000;  12,40715
2021-03-30 06:50:00; 9,21246; 304,77310;   0,30739;  10,62565;   8,21058;   0,48020;  69,57440;  61,65298;  15,68532;   0,00000;  13,19451
2021-03-30 05:50:00; 9,06313;  34,57046;   0,16807;  10,62665;   8,21562;   0,34790;  73,94710;  42,59314;  15,67805;   0,00000;  11,04155
2021-03-30 06:40:00; 9,18536; 316,72656;   0,54276;  10,62590;   8,21154;   0,83953;  67,89940;  28,69173;  15,68328;   0,00000;  13,07832
2021-03-30 07:00:00; 9,24630; 341,86673;   0,24451;  10,62256;   8,20817;   0,70070;  71,40221;  81,61981;  15,68560;   0,00000;  13,22757
2021-03-30 00:00:00; 9,40480;  44,97528;   0,51646;  10,62565;   8,24774;   0,61903;  73,18430;   0,00000;  15,67399;   0,00000;   9,14929
2021-03-30 00:20:00; 9,37334;  74,75774;   0,40817;  10,62615;   8,24628;   0,69580;  71,43070;   0,00000;  15,67428;   0,00000;   9,42218
2021-03-30 00:10:00; 9,38563;  44,92869;   0,25055;  10,62590;   8,24918;   0,45897;  71,35880;   0,00000;  15,67399;   0,00000;   9,29278
2021-03-30 00:40:00; 9,34568; 356,54930;   0,30068;  10,62622;   8,24749;   0,86730;  71,97937;   0,00000;  15,67423;   0,00000;   9,17352
2021-03-30 00:30:00; 9,36173;  47,23980;   0,28289;  10,62690;   8,24774;   0,56677;  72,08940;   0,00000;  15,67457;   0,00000;   9,32887
2021-03-30 00:50:00; 9,33199;  21,70384;   0,17858;  10,62550;   8,24750;   0,56350;  73,22767;   0,00000;  15,67402;   0,00000;   9,17627
2021-03-30 01:00:00; 9,31865; 342,35250;   0,28469;  10,62513;   8,24918;   0,76277;  73,58791;   0,00000;  15,67428;   0,00000;   9,14263
2021-03-30 01:10:00; 9,30112; 357,01410;   0,25480;  10,62615;   8,24701;   0,70233;  74,24660;   0,00000;  15,67457;   0,00000;   9,00673
2021-03-30 01:20:00; 9,29095;  32,16420;   0,14912;  10,62589;   8,25110;   0,31360;  73,95761;   0,00000;  15,67486;   0,00000;   9,08017
2021-03-30 01:30:00; 9,27733; 235,98370;   0,36391;  10,62589;   8,24677;   0,83463;  74,31230;   0,00000;  15,67457;   0,00000;   9,10563
2021-03-30 01:40:00; 9,26080; 256,46265;   0,47938;  10,62539;   8,24533;   0,86403;  74,55260;   0,00000;  15,67457;   0,00000;   9,03294
2021-03-30 02:00:00; 9,23499;   0,00000;   0,00000;  10,62665;   8,24098;   0,00000;  74,65779;   0,00000;  15,67399;   0,00000;   9,17470
2021-03-30 02:30:00; 9,19620; 352,60030;   0,00744;  10,62634;   8,23407;   0,03920;  75,53111;   0,00000;  15,67499;   0,00000;   8,91550
2021-03-30 02:20:00; 9,21145; 342,26480;   0,17996;  10,62622;   8,23781;   0,51450;  76,69109;   0,00000;  15,67554;   0,00000;   8,91495
2021-03-30 01:50:00; 9,24857;  12,57697;   0,21364;  10,62614;   8,24047;   0,47367;  73,90480;   0,00000;  15,67486;   0,00000;   9,24071
2021-03-30 02:10:00; 9,22032; 337,45807;   0,11090;  10,62589;   8,24120;   0,30380;  75,88990;   0,00000;  15,67515;   0,00000;   9,13537
2021-03-29 14:20:00; 10,42737; 241,28465;   1,28217;  10,59876;   8,37231;   2,13803;  40,13311; 348,91034;  15,67486;   0,00000;  18,44092
2021-03-29 12:10:00; 9,53445; 251,05627;   0,84639;  10,62589;   8,42858;   1,45203;  43,22290; 526,62790;  15,68008;   0,00000;  17,51510
2021-03-29 15:40:00; 10,59667; 315,34235;   1,18874;  10,59694;   8,33452;   2,20173;  42,14200; 141,43765;  15,67486;   0,00000;  18,05786
2021-03-29 16:00:00; 10,59645; 325,24710;   0,63667;  10,59824;   8,34059;   1,10903;  42,72010;  53,09688;  15,67399;   0,00000;  17,53994
2021-03-29 16:20:00; 10,56655; 319,04547;   0,31050;  10,60084;   8,32459;   0,55043;  44,66600;  28,36875;  15,67370;   0,00000;  16,67923
2021-03-29 12:40:00; 9,79356; 308,99170;   1,64983;  10,61325;   8,40648;   2,41407;  40,54080; 530,68860;  15,67573;   0,00000;  18,33637
2021-03-29 15:50:00; 10,59818; 330,10843;   1,43472;  10,59720;   8,34179;   2,21807;  42,22280; 113,83903;  15,67399;   0,00000;  17,81687
2021-03-29 14:30:00; 10,47679; 280,64660;   0,86207;  10,59642;   8,35753;   1,32463;  39,13890; 269,09702;  15,67544;   0,00000;  19,19808
2021-03-29 14:00:00; 10,33285; 229,45700;   1,96555;  10,59980;   8,37354;   2,87140;  39,97100; 383,90220;  15,67428;   0,00000;  18,51051
2021-03-29 13:00:00; 9,96010; 216,61609;   1,63007;  10,60758;   8,41085;   2,15437;  40,74600; 497,37714;  15,67457;   0,00000;  18,44803
2021-03-29 15:00:00; 10,56930; 310,13202;   1,15656;  10,59668;   8,34588;   1,60557;  40,68730; 235,58939;  15,67457;   0,00000;  18,29646
2021-03-29 14:40:00; 10,51368; 272,77590;   1,08355;  10,59720;   8,35970;   1,70683;  41,26400; 125,37695;  15,67515;   0,00000;  18,14669
2021-03-29 15:30:00; 10,59565; 305,67224;   0,73745;  10,59668;   8,33234;   1,09923;  43,17110; 109,17625;  15,67399;   0,00000;  17,64566
2021-03-29 17:10:00; 10,44426;   0,00000;   0,00000;  10,61686;   8,30525;   0,00000;  51,55831;   0,00000;  15,67370;   0,00000;  14,54866
2021-03-29 14:10:00; 10,38510; 301,49545;   1,69360;  10,59668;   8,37330;   2,64600;  39,71940; 360,05620;  15,67399;   0,00000;  18,54947
2021-03-29 13:40:00; 10,21737; 261,03220;   1,04844;  10,60266;   8,39147;   1,71173;  41,56440; 406,89400;  15,67515;   0,00000;  18,08381
2021-03-29 13:30:00; 10,17314; 209,97500;   0,80197;  10,60571;   8,38728;   1,41773;  41,94255; 100,16341;  15,67499;   0,00000;  17,78906
2021-03-29 19:10:00; 10,01084;  53,78213;   0,41928;  10,62615;   8,29241;   0,66640;  64,33430;   0,00000;  15,67370;   0,00000;  11,35236
2021-03-29 19:20:00; 9,99091;  32,11555;   0,13067;  10,62690;   8,29242;   0,45570;  65,15990;   0,00000;  15,67399;   0,00000;  11,18404
2021-03-29 19:40:00; 9,94101;  55,82112;   0,34888;  10,62640;   8,29000;   0,55370;  64,43569;   0,00000;  15,67399;   0,00000;  11,13269
2021-03-29 19:30:00; 9,96650;  17,86584;   0,11776;  10,62690;   8,29024;   0,43283;  64,76430;   0,00000;  15,67399;   0,00000;  11,24415
2021-03-29 20:00:00; 9,89780;  52,55221;   0,33026;  10,62615;   8,28490;   0,42467;  65,85650;   0,00000;  15,67370;   0,00000;  10,83217
2021-03-29 19:50:00; 9,92243;  23,96388;   0,11123;  10,62640;   8,28683;   0,40507;  65,43910;   0,00000;  15,67370;   0,00000;  10,92292
2021-03-29 20:10:00; 9,87609;  56,84133;   0,44966;  10,62615;   8,28346;   0,56023;  66,17330;   0,00000;  15,67370;   0,00000;  10,78570
2021-03-29 20:20:00; 9,85183;  52,07557;   0,48543;  10,62615;   8,28058;   0,54390;  67,61830;   0,00000;  15,67399;   0,00000;  10,54934
2021-03-29 20:30:00; 9,83338;  57,09226;   0,21821;  10,62640;   8,27888;   0,43773;  69,63980;   0,00000;  15,67370;   0,00000;  10,23705
2021-03-29 20:50:00; 9,78066; 353,80457;   0,12054;  10,62614;   8,27695;   0,43283;  70,97881;   0,00000;  15,67399;   0,00000;  10,09917
2021-03-29 10:10:00; 8,42946; 328,07745;   0,94799;  10,62794;   8,48299;   1,74113;  46,56920; 558,25840;  15,68066;   0,00000;  16,54153
2021-03-29 11:00:00; 8,92619; 300,71918;   1,00973;  10,62513;   8,45939;   1,57453;  43,86840; 365,58698;  15,68153;   0,00000;  16,80730
2021-03-29 10:30:00; 8,61501; 197,47862;   1,21928;  10,62590;   8,48274;   2,45653;  46,86980; 588,09796;  15,67921;   0,00000;  16,88852
2021-03-29 09:00:00; 7,89665; 171,32845;   1,08798;  10,64163;   8,50765;   1,44550;  50,51800; 242,03778;  15,68047;   0,00000;  14,43914
2021-03-29 10:40:00; 8,72320; 301,64462;   1,40222;  10,62486;   8,46939;   2,61660;  45,95470; 584,19150;  15,68067;   0,00000;  17,07013
2021-03-29 10:50:00; 8,82493; 303,28485;   1,47294;  10,62590;   8,46060;   2,35363;  45,36980; 589,35834;  15,68153;   0,00000;  16,82941
2021-03-29 11:40:00; 9,29235; 267,21436;   1,60148;  10,62640;   8,43998;   3,01023;  42,46560; 549,52167;  15,67747;   0,00000;  17,81670
2021-03-29 08:00:00; 7,49430; 187,44768;   1,65420;  10,63788;   8,51980;   2,28340;  51,14100;  82,31799;  15,68272;   0,00000;  13,59749
2021-03-29 09:10:00; 7,96599; 196,97047;   1,51671;  10,64478;   8,50633;   2,57413;  49,53480; 237,42322;  15,68444;   0,00000;  14,74003
2021-03-29 10:20:00; 8,51477;   3,82677;   1,44436;  10,62589;   8,47838;   2,57250;  47,38460; 570,20250;  15,68182;   0,00000;  16,15513
2021-03-29 08:30:00; 7,68639; 227,38416;   1,24182;  10,63989;   8,51414;   1,96490;  50,99740; 188,90524;  15,68357;   0,00000;  14,25678
2021-03-29 08:10:00; 7,55310; 204,92494;   1,24917;  10,63729;   8,51924;   1,66437;  50,67890; 133,73604;  15,68443;   0,00000;  14,05050
2021-03-29 08:40:00; 7,75288; 227,19073;   0,66820;  10,64168;   8,50366;   0,94243;  50,77090; 168,11185;  15,68357;   0,00000;  14,17275
2021-03-29 09:20:00; 8,03720; 206,42798;   1,40450;  10,64684;   8,50197;   2,20500;  49,89809; 261,05908;  15,68298;   0,00000;  14,68460
2021-03-29 08:20:00; 7,61571; 168,74187;   1,28739;  10,64117;   8,51876;   2,06127;  49,98380; 249,80127;  15,68066;   0,00000;  14,40524
2021-03-29 08:50:00; 7,82630; 209,35039;   1,16724;  10,64225;   8,50351;   1,92570;  50,89009; 188,49658;  15,68319;   0,00000;  14,14323
2021-03-29 11:20:00; 9,09876; 307,38970;   1,10773;  10,62487;   8,43924;   2,17233;  42,67450; 575,60803;  15,67892;   0,00000;  17,18942
2021-03-29 11:10:00; 9,00861; 233,61209;   1,19282;  10,62462;   8,45091;   1,93387;  45,75350; 301,96040;  15,67892;   0,00000;  16,39154
2021-03-29 11:50:00; 9,37543; 302,27213;   2,04248;  10,62640;   8,43974;   2,82567;  42,67580; 554,40857;  15,67718;   0,00000;  17,53861
2021-03-29 09:30:00; 8,10399; 214,56633;   1,87784;  10,64272;   8,49442;   2,58067;  50,06379; 394,54330;  15,68299;   0,00000;  14,63635
2021-03-29 09:50:00; 8,23898; 202,22104;   1,10740;  10,63806;   8,48810;   2,25400;  48,06160; 538,90710;  15,68038;   0,00000;  15,60229
2021-03-29 10:00:00; 8,32895; 184,66159;   1,00254;  10,63288;   8,48615;   1,91427;  47,52630; 555,35986;  15,68299;   0,00000;  16,02245
2021-03-29 11:30:00; 9,19167; 195,73921;   1,47751;  10,62640;   8,44824;   2,29320;  43,19741; 556,59290;  15,67631;   0,00000;  17,46683
2021-03-29 09:40:00; 8,16745; 230,40938;   1,39242;  10,63963;   8,48980;   2,02860;  49,18570; 536,72280;  15,68299;   0,00000;  15,16200
2021-03-29 07:40:00; 7,36553; 191,42007;   1,92178;  10,63730;   8,52167;   2,47450;  50,66850;  75,90646;  15,68473;   0,00000;  12,95668
2021-03-29 07:50:00; 7,43561; 210,45692;   1,83408;  10,63635;   8,52032;   2,27687;  50,34618;  78,27285;  15,68241;   0,00000;  13,37555
2021-03-29 05:20:00; 6,78406;  53,35321;   0,69090;  10,66238;   8,50976;   0,89343;  87,68860;  28,89108;  15,67544;   0,00000;   1,37273
2021-03-29 05:30:00; 6,76697;  53,74570;   0,55174;  10,66468;   8,51463;   0,72847;  87,04769;  42,00418;  15,67457;   0,00000;   1,71390
2021-03-29 05:40:00; 6,76816;  48,27291;   0,56709;  10,66084;   8,51948;   0,76440;  84,88930;  62,57013;  15,67370;   0,00000;   2,63845
2021-03-29 05:50:00; 6,78294;  58,07490;   0,43512;  10,65722;   8,53384;   0,50960;  81,60500;  70,29616;  15,67457;   0,00000;   4,54894
2021-03-29 06:00:00; 6,80265;  52,29275;   0,31148;  10,65514;   8,54189;   0,73663;  77,11330; 153,05872;  15,67399;   0,00000;   6,63592
2021-03-29 06:10:00; 6,83364;  67,12009;   0,42793;  10,65124;   8,54820;   0,75460;  74,08340;  92,93678;  15,67544;   0,00000;   7,66914
2021-03-29 06:30:00; 6,92951; 162,95940;   0,28044;  10,64503;   8,55578;   0,60433;  64,41300;  61,86795;  15,67457;   0,00000;  10,00042
2021-03-29 06:20:00; 6,87813; 130,51372;   0,24451;  10,64581;   8,55407;   0,43937;  69,33360;  56,30795;  15,67457;   0,00000;   9,09758
2021-03-29 06:40:00; 6,98513; 160,22488;   0,38645;  10,64374;   8,55531;   0,74153;  62,51060;  62,59519;  15,67544;   0,00000;  10,69143
2021-03-29 06:50:00; 7,04693; 203,09710;   1,13549;  10,64273;   8,55212;   1,44877;  58,39380;  69,19096;  15,67660;   0,00000;  11,38264
2021-03-29 07:00:00; 7,10748; 204,84726;   1,22663;  10,63936;   8,54820;   1,62190;  55,00480;  88,64391;  15,67776;   0,00000;  11,94671
2021-03-29 07:10:00; 7,17166; 210,63390;   1,27171;  10,63600;   8,54796;   1,84403;  51,88440; 100,31511;  15,67805;   0,00000;  12,61642
2021-03-29 07:20:00; 7,23698; 191,54164;   1,62190;  10,63678;   8,54310;   1,98613;  50,57800;  87,87894;  15,67921;   0,00000;  12,74323
