DATE; Talajnedvesség 90 cm; Napelem töltőfeszültség; Levegő-páratartalom; Belső akkufeszültség; Besugárzás; Talajnedvesség 60 cm; Fényegység; Széllökés; Talajhőmérséklet 0 cm; Fagy; Levegő-hőmérséklet; Csapadék; Szélirány; Légnyomás; Levélnedvesség; Szélsebesség; Talajnedvesség 30 cm; Külső akkufeszültség
2021-01-21 00:00:00; 24,10719;   7,65777;  83,52543;   4,19844;  66,45105;  22,06839; 760,79170;  22,86121;   0,67369;-9999,00000;   5,18063;   0,00000; 214,69997;1006,92760;   0,00000;  14,51601;  25,67144;  12,81125
2021-02-25 00:00:00; 24,58821;   9,18752;  77,81699;   4,22487; 119,30314;  22,63459; 973,58190;   2,36655;   6,98427;-9999,00000;   9,92887;   0,00079; 226,65558;1023,53210;   2,53497;   0,60854;  26,63762;  13,06294
2021-02-26 00:00:00; 24,59432;   9,24020;  77,39760;   4,22513; 123,24042;  22,61502; 963,49304;   2,73310;   7,52868;-9999,00000;  10,44965;   0,00079; 227,22879;1016,48944;   2,07317;   0,91103;  26,48552;-9999,00000
2021-03-13 00:00:00; 23,94024;   9,69680;  77,37756;   4,22534; 167,04546;  21,86817;1002,33563;  11,56383;   8,05700;-9999,00000;   8,88807;   0,00788; 234,37274;1003,67206;   1,77700;   5,78369;  24,28688;-9999,00000
2021-03-14 00:00:00; 24,03767;   8,90081;  83,28476;   4,22138;  69,20139;  21,85152; 455,48610;  10,47331;   7,68601;-9999,00000;   7,92368;   0,01819; 270,98993; 997,04517;   3,54895;   4,98576;  24,17723;-9999,00000
2021-03-15 00:00:00; 24,04143;   8,43376;  86,26327;   4,21921;  28,45070;  21,76739; 249,66667;  15,70968;   6,43888;-9999,00000;   5,03852;   0,02619;  77,38680; 993,37200;   4,08772;   6,29391;  24,20223;-9999,00000
2021-04-08 00:00:00; 23,55570;  11,34913;  69,42744;   4,22955; 141,71930;  21,23488;1149,89200;  10,43728;   6,34205;-9999,00000;   2,94787;   0,00000; 298,12238;1011,73096;   0,15845;   4,06810;  21,01306;  13,27517
2021-02-20 00:00:00; 24,63567;   7,46947;  91,95711;   4,21732;  20,52632;  22,58531; 299,65854;   3,34532;   4,08339;-9999,00000;   3,21276;   0,01035;  74,01582;1017,00110;   3,38028;   0,81655;  26,98897;  12,80849
2021-02-21 00:00:00; 24,62565;   8,78353;  92,97696;   4,22407;  87,67483;  22,62293; 746,83734;   3,98932;   3,45490;-9999,00000;   2,71625;   0,00000; 105,32749;1020,49990;   3,77622;   1,57651;  27,11475;  13,11550
2021-02-22 00:00:00; 24,56569;   9,26643;  84,59309;   4,22776; 122,72727;  22,65265; 836,43750;   3,98571;   3,99824;-9999,00000;   5,64049;   0,00079; 164,01634;1019,70355;   3,12281;   2,00714;  26,99873;  13,18353
2021-02-23 00:00:00; 24,55295;   9,21472;  81,66406;   4,22335; 121,38596;  22,65334; 958,44794;   3,64769;   5,30667;-9999,00000;   7,82958;   0,00000; 261,94500;1022,79100;   2,76224;   1,01068;  26,87383;  13,13129
2021-02-24 00:00:00; 24,57910;   9,10393;  79,89719;   4,22562; 112,33450;  22,63551; 841,13890;   2,20714;   6,34947;-9999,00000;   8,66785;   0,00079; 349,29126;1026,20540;   3,02448;   0,42857;  26,78216;  13,12320
2021-02-04 00:00:00; 25,20089;   7,89619;  80,12231;   4,21342;  78,88502;  23,21842; 688,69794;  10,53737;   6,59546;-9999,00000;   9,56233;   0,00475; 288,09003;1003,78250;   1,90559;   4,83986;  27,39279;  12,96216
2021-04-03 00:00:00; 23,87661;  10,08635;  67,15757;   4,21962; 116,42857;  21,70551; 757,21454;   6,20641;  10,69301;-9999,00000;   8,02782;   0,00315;  10,74144;1002,19904;   0,55749;   1,62633;  21,98590;  13,06986
2021-04-04 00:00:00; 23,83287;  10,33765;  74,64348;   4,22641;  79,40351;  21,55498; 599,26135;   9,13978;   8,87007;-9999,00000;   5,60495;   0,01984;  41,84347;1006,81630;   2,35915;   3,16846;  21,70497;  13,15636
2021-04-05 00:00:00; 23,75756;  11,24565;  62,39405;   4,22763; 231,24126;  21,43088;1323,06590;   9,40000;   8,54632;-9999,00000;   6,32685;   0,00000; 264,70840;1001,88450;   0,97902;   5,00357;  21,48905;  13,19864
2021-04-06 00:00:00; 23,70926;  10,09069;  79,95683;   4,22309;  64,21053;  21,33488; 500,23184;  10,85357;   7,23487;-9999,00000;   3,70745;   0,00714; 279,86550; 995,05133;   2,75439;   5,00000;  21,34311;  13,13535
2021-04-07 00:00:00; 23,61679;  11,22016;  60,98004;   4,22495; 194,87762;  21,27233;1217,86460;   8,06072;   7,37203;-9999,00000;   4,07183;   0,00000; 316,05160;1000,02826;   0,00000;   2,50714;  21,20610;  13,22764
