DATE; Levegő-páratartalom; Belső akkufeszültség; Napelem töltőfeszültség; Talajnedvesség 90 cm; Fagy; Talajnedvesség 30 cm; Talajhőmérséklet 0 cm; Talajnedvesség 60 cm; Csapadék; Szélirány; Légnyomás; Széllökés; Szélsebesség; Levegő-hőmérséklet; Fényegység; Besugárzás; Levélnedvesség; Külső akkufeszültség
2021-04-13 00:00:00; 85,25867;   4,13158;   9,35955;  27,10478;-9999,00000;  22,30944;   9,74293;  32,88455;   0,00746; 296,21680;1007,47890;  22,67630;  18,32514;   4,24341;2330,43000;  31,43674;   0,45607;  11,13816
2021-04-12 00:00:00; 59,87133;   4,19796;  10,55474;  27,06986;-9999,00000;  22,18766;  10,57318;  32,83345;   0,00000; 189,78557;1006,61710;  13,54552;  10,44229;  12,79627;2346,38960; 164,87216;   0,00000;  11,49962
2021-04-11 00:00:00; 57,40442;   4,20353;  10,57065;  27,03255;-9999,00000;  22,15075;   9,76606;  32,78937;   0,00000; 149,68968;1008,92786;   9,54741;   7,33405;  10,30609;2419,47700; 102,04336;   0,00000;  11,84515
2021-03-25 00:00:00; 71,94503;   4,20551;  10,41595;  27,01572;-9999,00000;  21,95288;   6,17521;  32,49034;   0,00015; 156,00967;1011,76190;   4,22671;   2,66209;   3,94924;2259,64300; 166,47606;   0,27006;-9999,00000
2021-03-24 00:00:00; 76,97350;   4,20548;   8,74999;  27,09207;-9999,00000;  21,93755;   6,20397;  32,50828;   0,00015; 338,70114;1010,68414;  11,85159;   9,30836;   5,58750;2117,59860;  50,74893;   0,08078;-9999,00000
2021-03-23 00:00:00; 60,44498;   4,21386;  10,17290;  27,13295;-9999,00000;  21,91259;   5,27620;  32,53927;   0,00000; 299,71470;1009,25100;  16,22094;  12,83538;   4,40820;2255,10350; 156,80844;   0,00000;-9999,00000
2021-03-22 00:00:00; 77,37362;   4,20445;   9,20437;  27,13507;-9999,00000;  21,99336;   5,68116;  32,60862;   0,00000; 311,91156;1001,91156;  14,91763;  11,85043;   3,14423;2181,63400;  67,25876;   0,00000;-9999,00000
2021-03-21 00:00:00; 53,18820;   4,21495;  10,79676;  27,21781;-9999,00000;  21,98632;   5,40069;  32,65498;   0,00000; 314,96307;1006,86597;  11,86190;   9,00145;   2,05739;2239,54170; 202,21904;   0,00000;-9999,00000
2021-03-20 00:00:00; 76,79529;   4,21467;  10,50465;  27,25391;-9999,00000;  22,07862;   5,51595;  32,77101;   0,00000; 339,45170;1010,16940;  10,31092;   7,80911;   1,66746;2168,32840; 154,83525;   0,09371;-9999,00000
2021-03-31 00:00:00; 64,49367;   4,19823;  10,37551;  27,13466;-9999,00000;  22,55999;  12,40503;  32,99348;   0,00000; 347,23663;1014,87494;   4,14030;   2,55619;  14,40559;2299,43820; 182,56728;   0,00000;  12,04660
2021-03-30 00:00:00; 65,75090;   4,20018;   9,98944;  27,12778;-9999,00000;  22,40799;  10,98487;  32,87187;   0,00000; 351,40616;1019,18207;   5,41720;   3,77491;  12,79812;2255,59600; 110,91554;   0,00000;-9999,00000
2021-03-29 00:00:00; 59,42556;   4,20400;  10,48769;  27,08794;-9999,00000;  22,25487;   9,41922;  32,77660;   0,00000; 205,87354;1021,49580;   5,22126;   3,38075;   9,36975;2301,69240; 198,47440;   0,00000;-9999,00000
2021-03-28 00:00:00; 52,37235;   4,20368;  10,54007;  27,01854;-9999,00000;  22,28211;   9,68848;  32,72488;   0,00000; 274,08905;1020,48737;  11,25131;   8,60465;   9,82385;2365,87260; 131,72849;   0,00000;-9999,00000
2021-03-27 00:00:00; 55,78122;   4,21534;  10,52085;  27,01724;-9999,00000;  22,17907;   8,73023;  32,60361;   0,00000; 188,46916;1011,88617;  15,52692;  12,06245;  11,53155;2322,72220; 182,30988;   0,00000;-9999,00000
