DATE; Széllökés; Talajnedvesség 30 cm; Talajnedvesség 90 cm; Besugárzás; Csapadék; Talajnedvesség 60 cm; Szélsebesség; Levegő-páratartalom; Levegő-hőmérséklet; Talajhőmérséklet 0 cm; Szélirány; Levélnedvesség
2021-04-30 19:00:00; 0,13012;  26,25636;  27,40464;   0,00000;   0,00000;  40,77618;   0,01919;  87,98037;  15,39526;  13,60758;  10,28799;-9999,00000
2021-04-30 20:00:00; 0,28474;  26,22792;  27,40470;   0,00000;   0,00000;  40,79135;   0,09815;  92,89500;  13,93575;  13,41068;  26,95656;-9999,00000
2021-04-30 17:00:00; 0,49218;  26,25380;  27,36200;  12,02886;   0,00000;  40,72983;   0,22225;  64,35081;  20,80669;  13,86610;  82,05943;-9999,00000
2021-04-30 18:00:00; 0,13039;  26,22228;  27,37320;   0,00000;   0,00000;  40,75253;   0,05927;  81,39977;  17,32193;  13,77234;  47,66785;-9999,00000
2021-04-30 21:00:00; 0,45570;  26,21758;  27,41290;   0,00000;   0,00000;  40,81266;   0,20032;  93,60754;  13,54739;  13,20504;  66,97832;-9999,00000
2021-04-29 22:00:00; 1,09270;  26,30202;  27,38848;   0,00000;   0,00000;  40,87696;   0,79535;  96,11948;  13,87017;  12,08830; 167,83807;-9999,00000
2021-04-29 23:00:00; 1,92597;  26,32239;  27,37671;   0,00000;   0,32609;  40,89362;   1,29350;  94,30411;  13,80323;  12,01092; 187,80977;-9999,00000
2021-04-30 00:00:00; 1,50022;  26,33945;  27,39110;   0,30326;   0,00000;  40,90813;   1,03201;  96,49030;  12,91172;  11,95650; 170,40164;-9999,00000
2021-04-30 01:00:00; 0,84280;  26,32949;  27,40470;   0,00000;   0,03623;  40,91242;   0,54008;  99,23623;  11,88749;  11,89331; 155,85971;-9999,00000
2021-04-30 02:00:00; 1,04969;  26,31127;  27,42817;   0,00000;   0,00000;  40,93312;   0,80229;  99,24583;  11,66702;  11,81780; 158,22044;-9999,00000
2021-04-30 03:00:00; 1,51111;  26,30247;  27,44733;   2,33201;   0,00000;  40,93143;   1,08007;  98,84692;  11,75531;  11,73917; 165,57277;-9999,00000
2021-04-30 04:00:00; 1,23181;  26,33043;  27,44740;   9,08023;   0,14493;  40,94723;   0,81157;  99,34672;  11,68751;  11,66682; 150,81238;-9999,00000
2021-04-30 05:00:00; 1,09869;  26,34232;  27,44597;  98,18533;   0,00000;  40,98014;   0,70005;  99,98551;  12,27464;  11,60801; 156,01402;-9999,00000
2021-04-30 06:00:00; 0,94842;  26,33771;  27,45538; 211,77812;   0,00000;  40,98090;   0,65520;  95,66831;  14,53892;  11,59453; 150,03879;-9999,00000
2021-04-30 07:00:00; 1,38861;  26,36817;  27,44761; 413,83752;   0,00000;  40,98700;   0,81585;  87,14014;  17,69200;  11,65979; 161,65869;-9999,00000
2021-04-30 08:00:00; 2,35581;  26,38210;  27,44756; 663,61460;   0,00000;  40,98225;   1,47777;  76,24783;  20,08106;  11,83323; 180,47127;-9999,00000
2021-04-30 09:00:00; 3,12702;  26,36087;  27,44750; 697,91260;   0,00000;  40,93439;   2,05779;  66,56641;  21,51099;  12,14788; 203,15598;-9999,00000
2021-04-30 10:00:00; 3,47002;  26,33456;  27,43959; 424,06674;   0,00000;  40,87866;   2,32694;  59,95370;  22,32503;  12,52139; 208,19531;-9999,00000
2021-04-30 11:00:00; 3,83126;  26,31210;  27,43105; 529,31340;   0,00000;  40,83767;   2,82128;  57,68925;  22,87531;  12,83951; 207,61130;-9999,00000
2021-04-30 12:00:00; 3,23427;  26,28471;  27,42996; 601,32100;   0,00000;  40,81018;   2,04125;  55,17653;  23,77338;  13,15200; 213,41176;-9999,00000
2021-04-30 13:00:00; 3,64261;  26,26551;  27,40470; 407,44934;   0,00000;  40,77795;   2,49482;  53,65679;  23,78581;  13,44429; 207,38477;-9999,00000
2021-04-30 14:00:00; 3,49996;  26,25373;  27,39649; 469,06052;   0,00000;  40,74861;   2,53810;  51,76886;  24,12185;  13,68197; 203,22968;-9999,00000
2021-04-30 15:00:00; 3,06059;  26,22304;  27,36297; 309,99863;   0,00000;  40,72990;   2,04131;  50,06654;  24,15721;  13,83576; 210,64891;-9999,00000
2021-04-30 16:00:00; 1,55820;  26,23725;  27,36200; 126,93896;   0,00000;  40,72990;   1,03615;  51,96211;  23,72011;  13,88362; 202,34422;-9999,00000
2021-04-29 19:00:00; 0,52484;  26,26438;  27,36158;   0,00000;   0,00000;  40,81894;   0,35558;  94,66791;  14,26456;  12,48474; 160,41661;-9999,00000
2021-04-29 20:00:00; 0,72928;  26,29671;  27,36241;   0,00000;   0,00000;  40,83097;   0,53532;  97,53196;  13,71648;  12,33047; 159,71715;-9999,00000
2021-04-29 17:00:00; 2,42523;  26,27655;  27,34831;   0,94554;   0,07246;  40,77990;   1,77177;  86,35953;  16,30063;  12,65650; 159,41606;-9999,00000
2021-04-29 18:00:00; 0,55669;  26,26059;  27,33965;   0,00000;   0,00000;  40,78738;   0,36311;  91,31844;  15,30144;  12,59867; 149,38060;-9999,00000
2021-04-29 15:00:00; 1,94666;  26,28967;  27,44532; 135,82660;   0,00000;  40,77896;   1,35425;  57,41906;  22,17848;  12,55864; 167,06868;-9999,00000
2021-04-29 16:00:00; 1,90801;  26,30166;  27,35609;  31,27841;   0,00000;  40,77174;   1,29113;  63,61356;  20,78548;  12,64422; 162,37395;-9999,00000
2021-04-28 22:00:00; 2,12279;  26,47814;  27,52238;   0,00000;   0,00000;  41,15409;   1,56109;  92,28445;   9,87650;  10,30276; 161,22531;-9999,00000
2021-04-28 23:00:00; 2,18867;  26,48737;  27,51465;   0,00000;   0,00000;  41,15817;   1,60217;  91,68481;   9,48013;  10,23720; 164,33182;-9999,00000
2021-04-29 13:00:00; 2,38276;  26,30429;  27,44943; 342,04123;   0,00000;  40,83736;   1,72527;  56,70934;  22,53407;  12,11596; 173,61024;-9999,00000
2021-04-29 14:00:00; 2,27469;  26,27735;  27,44750; 420,41064;   0,00000;  40,79697;   1,56846;  54,32640;  23,64778;  12,38475; 162,80833;-9999,00000
2021-04-29 00:00:00; 2,00056;  26,50278;  27,51154;   0,00000;   0,00000;  41,15915;   1,55790;  90,57591;   9,53110;  10,16448; 158,98276;-9999,00000
2021-04-29 01:00:00; 2,44401;  26,48989;  27,50217;   0,00000;   0,00000;  41,16014;   1,64913;  90,97517;   9,53324;  10,09723; 165,53258;-9999,00000
2021-04-29 02:00:00; 1,78169;  26,47162;  27,49319;   0,00000;   0,00000;  41,15734;   1,28013;  91,00047;   9,60783;  10,03781; 165,05907;-9999,00000
2021-04-29 03:00:00; 2,45599;  26,47080;  27,50213;   2,29263;   0,00000;  41,15954;   1,57295;  89,84199;   9,62795;   9,98902; 165,92354;-9999,00000
2021-04-29 04:00:00; 1,95347;  26,47080;  27,53131;  24,95025;   0,00000;  41,15882;   1,35742;  90,15369;   9,32883;   9,94883; 159,26172;-9999,00000
2021-04-29 11:00:00; 2,82703;  26,35848;  27,51354; 768,90045;   0,00000;  40,93312;   1,95912;  60,50476;  22,11540;  11,19671; 176,66739;-9999,00000
2021-04-29 12:00:00; 3,22202;  26,32191;  27,47773; 577,32110;   0,00000;  40,88956;   2,16597;  56,21481;  22,81777;  11,69683; 177,99934;-9999,00000
2021-04-29 05:00:00; 1,72643;  26,47080;  27,53300;  90,99976;   0,00000;  41,16227;   1,29175;  90,04728;   9,89147;   9,91560; 159,61882;-9999,00000
2021-04-29 06:00:00; 2,16199;  26,46805;  27,53300; 186,14832;   0,00000;  41,16183;   1,55667;  87,19831;  11,32767;   9,91686; 153,36911;-9999,00000
2021-04-29 07:00:00; 2,12497;  26,46767;  27,52795; 392,70760;   0,00000;  41,13024;   1,50038;  80,33625;  13,92614;   9,98140; 152,59845;-9999,00000
2021-04-29 08:00:00; 2,51806;  26,46225;  27,50645; 602,99980;   0,00000;  41,09357;   1,70750;  74,48595;  15,99158;  10,15251; 163,61519;-9999,00000
2021-04-29 09:00:00; 2,45218;  26,41587;  27,58305; 520,90720;   0,00000;  41,02871;   1,73744;  71,73996;  17,39009;  10,44586; 159,03473;-9999,00000
2021-04-29 10:00:00; 2,71324;  26,37942;  27,53881; 578,38727;   0,00000;  40,96869;   1,91484;  67,51269;  19,72241;  10,78280; 160,92577;-9999,00000
2021-04-29 21:00:00; 0,75569;  26,30183;  27,36258;   0,00000;   0,00000;  40,85850;   0,58199;  97,27271;  13,73399;  12,19103; 161,61710;-9999,00000
2021-04-27 18:00:00; 0,35743;  26,56937;  27,36507;   0,00000;   0,00000;  41,13952;   0,13537;  56,20291;  11,81344;  10,27226; 302,98160;-9999,00000
2021-04-27 17:00:00; 0,65442;  26,59277;  27,36252;  11,51745;   0,00000;  41,13556;   0,37763;  52,44932;  12,72681;  10,31377; 196,37202;-9999,00000
2021-04-27 19:00:00; 0,39254;  26,59246;  27,39437;   0,00000;   0,00000;  41,14736;   0,17934;  65,72507;  11,17210;  10,20278; 116,52777;-9999,00000
2021-04-27 13:00:00; 2,05936;  26,67088;  27,40470; 329,65590;   0,00000;  41,24822;   1,30039;  43,92665;  15,07679;  10,22403;  16,57802;-9999,00000
2021-04-27 14:00:00; 1,67580;  26,62348;  27,40470; 186,63880;   0,00000;  41,19970;   1,14330;  45,08984;  14,61063;  10,29362;  18,35718;-9999,00000
2021-04-27 15:00:00; 1,93142;  26,62708;  27,39125; 121,78037;   0,00000;  41,17854;   1,29137;  44,94975;  14,41192;  10,32822;  37,92555;-9999,00000
2021-04-27 20:00:00; 0,65088;  26,59205;  27,40470;   0,00000;   0,00000;  41,15758;   0,48344;  61,00777;  11,23675;  10,12588; 211,07727;-9999,00000
2021-04-27 21:00:00; 0,44753;  26,57318;  27,40470;   0,00000;   0,00000;  41,17284;   0,14569;  68,57954;  10,42572;  10,05821; 346,36902;-9999,00000
2021-04-27 08:00:00; 1,78932;  26,87598;  27,49020; 389,73343;   0,00000;  41,46909;   0,97239;  53,65422;  12,28305;   9,50347;  13,13985;-9999,00000
2021-04-27 09:00:00; 1,98069;  26,84176;  27,48817; 656,58405;   0,00000;  41,42697;   1,06532;  46,41803;  14,27947;   9,62003;  24,32639;-9999,00000
2021-04-27 10:00:00; 2,25944;  26,79490;  27,44895; 515,41675;   0,00000;  41,36608;   1,26802;  46,11396;  14,43860;   9,81076;  45,43367;-9999,00000
2021-04-27 11:00:00; 2,22841;  26,74028;  27,44744; 472,04540;   0,00000;  41,31329;   1,31721;  46,41760;  14,65511;   9,98561;  34,63612;-9999,00000
2021-04-27 12:00:00; 2,00737;  26,70743;  27,42570; 353,83704;   0,00000;  41,28357;   1,37922;  45,46642;  14,81289;  10,11849;  34,39089;-9999,00000
2021-04-27 03:00:00; 0,40316;  26,90566;  27,49020;   2,92312;   0,00000;  41,53519;   0,19265;  77,00942;   8,33770;   9,44696; 331,39355;-9999,00000
2021-04-27 04:00:00; 0,72792;  26,90312;  27,49020;  33,90538;   0,00000;  41,53519;   0,39304;  71,51070;   8,69125;   9,41141; 239,04004;-9999,00000
2021-04-27 05:00:00; 0,95468;  26,90617;  27,49032;  77,00470;   0,00000;  41,53519;   0,62748;  69,25985;   9,14646;   9,38941; 294,95923;-9999,00000
2021-04-27 06:00:00; 1,06575;  26,89663;  27,49114; 180,21918;   0,00000;  41,52815;   0,70591;  66,23960;  10,01518;   9,39021; 327,32596;-9999,00000
2021-04-27 07:00:00; 1,39568;  26,89742;  27,49002; 318,25710;   0,00000;  41,48873;   0,96767;  61,90488;  11,32094;   9,42633; 329,91095;-9999,00000
2021-04-27 01:00:00; 0,53573;  26,93638;  27,48879;   0,00000;   0,00000;  41,53519;   0,22429;  72,32535;   8,87932;   9,51560; 218,59793;-9999,00000
2021-04-27 02:00:00; 0,35280;  26,93121;  27,49020;   0,00000;   0,00000;  41,53519;   0,13303;  77,34210;   8,47851;   9,48248;  33,99699;-9999,00000
2021-04-26 22:00:00; 0,40670;  26,96053;  27,44750;   0,00000;   0,00000;  41,53519;   0,14220;  68,21354;   9,33664;   9,63583; 256,46622;-9999,00000
2021-04-26 23:00:00; 0,54962;  26,93706;  27,44756;   0,00000;   0,00000;  41,53519;   0,33097;  69,00970;   9,30405;   9,59231; 214,73589;-9999,00000
2021-04-27 00:00:00; 0,42031;  26,93621;  27,46043;   0,00000;   0,00000;  41,53519;   0,22281;  72,14117;   8,98006;   9,55343; 261,01114;-9999,00000
2021-04-27 16:00:00; 1,44822;  26,59772;  27,36392;  54,07918;   0,00000;  41,14142;   0,93241;  48,50325;  13,65711;  10,33248; 158,38019;-9999,00000
2021-04-30 22:00:00; 0,35933;  26,21853;  27,44732;   0,00000;   0,00000;  40,81679;   0,12534;  93,93321;  13,49788;  13,01662;  57,22879;-9999,00000
2021-04-30 23:00:00; 1,16048;  26,20934;  27,44000;   0,00000;   0,61594;  40,84539;   0,52219;  93,53933;  14,32588;  12,87037; 316,96900;-9999,00000
2021-04-28 03:00:00; 0,88935;  26,51061;  27,44750;   0,68210;   0,00000;  41,18209;   0,56085;  69,99789;   8,64514;   9,73328;  20,76751;-9999,00000
2021-04-28 04:00:00; 1,07310;  26,51241;  27,45234;   9,47651;   0,00000;  41,18238;   0,63537;  69,03259;   8,74179;   9,68048;  31,35098;-9999,00000
2021-04-28 05:00:00; 0,91766;  26,49801;  27,45024;  35,29034;   0,00000;  41,18259;   0,56505;  71,85808;   8,93123;   9,63427;  51,43606;-9999,00000
2021-04-28 06:00:00; 1,00641;  26,48373;  27,47144;  50,45803;   0,00000;  41,18445;   0,57588;  77,23976;   9,69231;   9,60125;  65,09544;-9999,00000
2021-04-28 07:00:00; 1,23834;  26,47642;  27,48867;  71,39658;   0,00000;  41,18411;   0,80100;  84,91043;  10,19665;   9,61321;  70,46339;-9999,00000
2021-04-28 15:00:00; 1,48171;  26,47170;  27,49020;  82,88760;   0,00000;  41,12402;   0,95106;  83,69910;  14,33426;  10,24984;  41,64976;-9999,00000
2021-04-28 16:00:00; 1,07963;  26,45348;  27,49020;  27,99578;   0,00000;  41,12477;   0,80194;  87,18746;  13,84360;  10,32803;  44,75805;-9999,00000
2021-04-28 17:00:00; 0,10971;  26,44021;  27,47479;   1,61478;   0,03623;  41,12421;   0,04658;  95,31428;  12,70939;  10,38868;  10,00683;-9999,00000
2021-04-28 18:00:00; 0,30026;  26,45378;  27,48913;   0,00000;   0,03623;  41,12894;   0,15243;  98,20145;  12,24840;  10,40701;  58,48034;-9999,00000
2021-04-28 19:00:00; 1,45067;  26,45421;  27,49008;   0,00000;   0,00000;  41,13560;   0,82491;  92,68485;  12,16442;  10,41375; 158,19080;-9999,00000
2021-04-28 21:00:00; 1,81463;  26,46976;  27,52499;   0,00000;   0,00000;  41,14613;   1,17847;  88,66657;  10,60197;  10,36176; 159,72360;-9999,00000
2021-04-28 14:00:00; 1,31429;  26,47080;  27,49020;  57,47494;   0,00000;  41,12307;   0,81046;  85,67202;  13,66466;  10,16878;  28,88188;-9999,00000
2021-04-28 13:00:00; 1,02410;  26,47197;  27,49020;  70,48164;   0,00000;  41,12977;   0,65795;  81,59102;  14,02040;  10,07509;  20,17136;-9999,00000
2021-04-28 12:00:00; 1,14959;  26,47172;  27,49020; 135,70517;   0,00000;  41,16049;   0,67569;  82,05421;  13,76788;   9,97443;  68,15839;-9999,00000
2021-04-28 10:00:00; 1,59359;  26,47922;  27,49020;  81,48274;   0,00000;  41,15396;   1,20113;  90,84546;  11,91817;   9,80152;  43,46840;-9999,00000
2021-04-28 11:00:00; 1,21166;  26,47147;  27,49020;  90,37266;   0,00000;  41,15653;   0,76051;  88,33478;  12,66440;   9,88267;  51,99177;-9999,00000
2021-04-28 09:00:00; 1,66573;  26,48729;  27,49020;  61,97174;   0,00000;  41,15698;   1,03903;  91,55225;  11,51895;   9,72567;  82,44047;-9999,00000
2021-04-28 08:00:00; 1,33498;  26,49899;  27,49014;  92,70630;   0,00000;  41,16743;   0,88362;  90,19920;  11,01941;   9,65430;  85,30941;-9999,00000
2021-04-28 20:00:00; 1,51682;  26,45956;  27,49216;   0,00000;   0,00000;  41,13759;   1,10285;  87,96722;  11,15062;  10,40374; 161,58156;-9999,00000
2021-04-26 20:00:00; 1,27754;  26,97996;  27,44750;   0,00000;   0,00000;  41,53519;   0,91088;  59,31025;  10,01798;   9,73584; 208,31865;-9999,00000
2021-04-26 21:00:00; 0,69498;  26,97865;  27,44750;   0,00000;   0,00000;  41,53519;   0,41217;  63,61674;   9,68206;   9,68128; 157,73264;-9999,00000
2021-04-26 18:00:00; 0,78672;  26,97456;  27,42098;   0,00000;   0,00000;  41,53519;   0,35420;  52,72091;  10,55561;   9,86093; 213,64825;-9999,00000
2021-04-26 19:00:00; 0,81639;  26,97275;  27,44395;   0,00000;   0,00000;  41,53519;   0,52103;  58,31314;  10,12318;   9,79475; 212,84248;-9999,00000
2021-04-26 16:00:00; 0,97292;  26,99764;  27,40470;  20,51744;   0,00000;  41,53587;   0,69776;  43,84010;  11,67575;   9,96256; 358,37387;-9999,00000
2021-04-26 17:00:00; 0,51668;  26,97893;  27,40524;   1,89132;   0,00000;  41,53519;   0,28273;  47,96356;  10,97445;   9,91719;  33,07347;-9999,00000
2021-04-26 14:00:00; 1,66981;  27,05171;  27,44372; 369,68008;   0,00000;  41,59824;   1,08323;  36,85429;  13,76873;   9,95869;  27,39337;-9999,00000
2021-04-26 15:00:00; 1,30857;  27,02696;  27,40856;  89,44254;   0,00000;  41,56739;   0,83522;  39,22677;  12,54435;   9,98297; 354,52533;-9999,00000
2021-04-26 13:00:00; 1,85057;  27,11406;  27,44982; 411,42320;   0,00000;  41,62254;   1,12792;  37,62956;  13,31249;   9,91816;  28,93993;-9999,00000
2021-04-26 11:00:00; 1,53016;  27,21574;  27,53168; 339,81967;   0,00000;  41,71652;   0,87805;  37,29690;  12,96278;   9,78789;   8,14553;-9999,00000
2021-04-26 12:00:00; 1,55521;  27,15468;  27,52119; 286,39835;   0,00000;  41,66439;   0,84315;  38,16135;  13,07317;   9,86552;  21,52831;-9999,00000
2021-04-26 09:00:00; 1,83804;  27,31740;  27,57574; 758,87110;   0,00000;  41,78428;   1,16737;  37,72718;  12,89806;   9,40064; 330,93076;-9999,00000
2021-04-26 10:00:00; 2,04766;  27,26409;  27,55121; 528,84420;   0,00000;  41,75717;   1,17628;  36,63594;  13,16613;   9,63833; 342,47958;-9999,00000
2021-04-26 07:00:00; 2,53602;  27,40687;  27,61387; 564,13630;   0,00000;  41,89447;   1,88451;  44,93733;  10,71819;   9,07999;  25,79208;-9999,00000
2021-04-26 08:00:00; 1,98994;  27,38357;  27,57968; 692,85504;   0,00000;  41,83929;   1,34787;  42,13923;  12,02649;   9,19395;  16,27726;-9999,00000
2021-04-27 22:00:00; 0,54989;  26,55623;  27,40470;   0,00000;   0,00000;  41,18216;   0,33752;  71,76688;   9,90409;   9,99853;  29,94636;-9999,00000
2021-04-27 23:00:00; 1,00232;  26,55499;  27,40504;   0,00000;   0,00000;  41,18216;   0,72618;  68,55350;   9,64728;   9,94452;   9,89179;-9999,00000
2021-04-28 00:00:00; 0,73173;  26,52623;  27,42763;   0,00000;   0,00000;  41,18209;   0,40567;  68,63461;   9,14047;   9,88909;   3,14298;-9999,00000
2021-04-28 01:00:00; 0,52457;  26,51481;  27,44739;   0,00000;   0,00000;  41,18216;   0,24071;  68,92846;   9,08668;   9,83453; 356,52414;-9999,00000
2021-04-28 02:00:00; 0,93699;  26,52621;  27,44750;   0,00000;   0,00000;  41,18224;   0,62282;  73,81933;   8,66303;   9,78466; 338,48892;-9999,00000
2021-04-26 06:00:00; 2,47151;  27,45143;  27,55260; 410,99292;   0,00000;  41,93238;   1,84880;  53,51587;   9,27937;   9,03120;  16,05191;-9999,00000
2021-04-26 01:00:00; 1,20731;  27,49775;  27,44750;   0,00000;   0,00000;  41,92463;   0,87402;  92,59496;   4,15386;   9,73869; 321,95474;-9999,00000
2021-04-26 02:00:00; 1,36683;  27,45275;  27,46996;   0,00000;   0,00000;  41,92821;   0,82850;  93,88135;   3,19266;   9,54556; 330,07770;-9999,00000
2021-04-26 05:00:00; 1,64776;  27,48809;  27,57713; 244,40898;   0,00000;  41,94040;   1,17428;  72,01949;   7,29087;   9,04468; 351,59348;-9999,00000
2021-04-26 03:00:00; 0,77856;  27,42851;  27,53263;   4,13387;   0,00000;  41,93406;   0,37389;  93,53371;   3,57329;   9,35036; 292,75490;-9999,00000
2021-04-26 04:00:00; 0,90759;  27,44814;  27,56788;  89,60389;   0,00000;  41,94203;   0,59452;  86,38403;   5,11514;   9,16136; 322,25058;-9999,00000
2021-04-26 00:00:00; 1,21683;  27,53067;  27,44750;   0,00000;   0,00000;  41,92634;   0,81121;  92,27515;   4,96202;   9,93251; 305,26105;-9999,00000
2021-04-25 23:00:00; 1,27944;  27,54679;  27,44750;   0,00000;   0,00000;  41,92652;   0,83416;  91,01437;   5,27225;  10,13795; 322,64804;-9999,00000
2021-04-25 22:00:00; 1,45693;  27,59467;  27,42756;   0,00000;   0,00000;  41,91523;   1,01941;  84,62973;   6,75665;  10,34301;   4,42599;-9999,00000
2021-04-25 20:00:00; 2,44074;  27,64876;  27,40481;   0,00000;   0,00000;  41,87884;   1,78372;  82,93130;   9,57780;  10,69029; 356,87616;-9999,00000
2021-04-25 21:00:00; 2,15981;  27,59965;  27,40505;   0,00000;   0,00000;  41,89314;   1,58764;  83,15256;   8,06523;  10,52888; 357,78635;-9999,00000
2021-04-24 22:00:00; 0,10889;  28,09218;  27,49020;   0,00000;   0,00000;  42,29760;   0,04476;  92,13552;   4,63361;   9,19701;  13,66410;-9999,00000
2021-04-25 19:00:00; 2,33648;  27,66760;  27,40470;   0,00000;   0,00000;  41,87398;   1,65984;  56,26459;  12,81441;  10,83248; 308,27997;-9999,00000
2021-04-25 18:00:00; 1,78741;  27,68910;  27,40470;   0,00000;   0,00000;  41,87555;   1,24750;  49,85019;  14,55681;  10,94284; 292,10666;-9999,00000
2021-04-25 17:00:00; 1,21819;  27,68667;  27,40187;   7,85446;   0,00000;  41,87564;   0,70035;  45,41532;  16,63455;  11,00262; 270,79640;-9999,00000
2021-04-25 16:00:00; 2,16498;  27,67069;  27,40329;  88,49667;   0,00000;  41,87145;   1,45426;  39,08308;  18,63053;  11,00535; 219,90541;-9999,00000
2021-04-25 15:00:00; 3,25796;  27,70353;  27,40470; 178,07335;   0,00000;  41,87130;   2,37906;  37,76548;  19,08566;  10,95358; 202,53644;-9999,00000
2021-04-25 14:00:00; 2,95089;  27,72370;  27,40470; 282,27347;   0,00000;  41,89510;   2,13392;  37,66577;  19,26188;  10,78061; 198,11833;-9999,00000
2021-04-25 12:00:00; 2,29538;  27,78873;  27,44750; 557,22943;   0,00000;  41,99244;   1,65295;  39,58759;  19,20760;  10,17423; 183,19777;-9999,00000
2021-04-25 13:00:00; 3,54433;  27,76362;  27,41842; 618,06240;   0,00000;  41,93288;   2,30364;  36,79496;  19,77818;  10,48344; 201,28494;-9999,00000
2021-04-25 10:00:00; 3,07176;  27,88893;  27,48605; 545,58844;   0,00000;  42,08993;   2,18207;  41,13352;  17,67028;   9,38826; 197,40993;-9999,00000
2021-04-25 11:00:00; 2,76523;  27,86148;  27,45402; 499,48780;   0,00000;  42,05082;   1,75372;  41,15036;  18,55639;   9,81629; 185,40976;-9999,00000
2021-04-25 09:00:00; 2,53167;  27,92893;  27,47114; 702,78130;   0,00000;  42,12947;   1,54039;  41,79347;  17,43094;   8,91139; 174,25526;-9999,00000
2021-04-25 08:00:00; 2,43258;  27,94626;  27,49049; 654,23340;   0,00000;  42,20790;   1,53064;  45,70891;  16,48981;   8,45909; 180,34518;-9999,00000
2021-04-25 05:00:00; 1,17137;  27,98291;  27,50640; 231,72339;   0,00000;  42,30502;   0,66382;  64,12073;  10,20289;   7,87635; 176,13802;-9999,00000
2021-04-25 06:00:00; 1,57726;  27,99177;  27,51754; 345,78772;   0,00000;  42,29774;   1,08193;  60,45703;  12,19006;   7,92113; 171,50908;-9999,00000
2021-04-25 07:00:00; 2,30981;  27,99939;  27,49095; 517,01580;   0,00000;  42,26450;   1,66469;  52,89015;  14,61816;   8,11891; 184,47261;-9999,00000
2021-04-24 23:00:00; 0,35035;  28,07969;  27,49020;   0,00000;   0,00000;  42,30842;   0,19319;  86,33265;   4,70610;   8,96815; 140,32587;-9999,00000
2021-04-25 00:00:00; 0,09882;  28,03915;  27,49133;   0,00000;   0,00000;  42,31979;   0,02230;  84,92229;   4,33740;   8,74701;  13,45001;-9999,00000
2021-04-25 01:00:00; 0,49572;  28,00766;  27,52462;   0,00000;   0,00000;  42,31709;   0,22096;  91,34780;   2,96496;   8,53826;  30,83918;-9999,00000
2021-04-25 02:00:00; 0,39935;  27,95546;  27,53245;   0,00000;   0,00000;  42,30974;   0,16936;  93,60503;   2,07621;   8,34229;  68,51650;-9999,00000
2021-04-25 03:00:00; 0,51477;  27,92974;  27,52995;   3,95447;   0,00000;  42,30266;   0,20175;  94,81909;   1,84645;   8,15260;  28,64006;-9999,00000
2021-04-25 04:00:00; 0,22948;  27,91407;  27,51493;  81,33205;   0,00000;  42,30508;   0,04838;  86,49573;   5,11080;   7,97771;  32,73279;-9999,00000
2021-04-23 20:00:00; 1,01348;  28,87680;  27,40558;   0,00000;   0,00000;  42,71867;   0,76627;  61,13530;   8,38253;   9,99988; 207,81030;-9999,00000
2021-04-23 21:00:00; 1,26992;  28,87396;  27,44125;   0,00000;   0,00000;  42,71759;   1,11557;  60,22088;   8,21639;   9,81407; 211,11731;-9999,00000
2021-04-23 19:00:00; 1,08834;  28,87761;  27,40470;   0,00000;   0,00000;  42,71155;   0,88704;  58,38389;   9,24825;  10,17971; 209,04349;-9999,00000
2021-04-23 16:00:00; 1,88704;  28,96749;  27,37495; 110,73855;   0,00000;  42,70136;   1,33700;  43,11782;  14,07791;  10,52755; 292,03098;-9999,00000
2021-04-23 17:00:00; 1,14851;  28,93861;  27,40012;   7,01751;   0,00000;  42,68868;   0,74168;  49,74061;  11,92427;  10,45081; 281,76007;-9999,00000
2021-04-23 14:00:00; 2,47396;  29,07158;  27,38401; 403,54233;   0,00000;  42,75105;   1,59188;  37,25357;  15,49059;  10,51453; 293,49487;-9999,00000
2021-04-23 15:00:00; 2,66097;  29,01030;  27,36915; 294,50394;   0,00000;  42,70782;   1,99332;  39,89035;  15,01480;  10,55861; 308,20978;-9999,00000
2021-04-23 13:00:00; 2,38358;  29,08120;  27,40247; 620,51570;   0,00000;  42,80426;   1,61139;  35,21443;  16,02662;  10,40989; 284,05370;-9999,00000
2021-04-23 11:00:00; 2,85262;  29,21570;  27,40470; 704,98020;   0,00000;  42,84942;   1,85561;  42,07027;  14,61699;  10,22775; 312,44434;-9999,00000
2021-04-23 12:00:00; 2,62749;  29,13437;  27,40470; 607,43430;   0,00000;  42,83534;   1,77781;  36,89856;  15,12117;  10,31714; 296,53970;-9999,00000
2021-04-23 10:00:00; 2,91087;  29,27538;  27,40470; 535,66240;   0,00000;  42,88132;   1,67682;  51,86519;  13,50945;  10,10431; 308,73755;-9999,00000
2021-04-23 09:00:00; 1,90011;  29,32407;  27,40470; 683,25195;   0,00000;  42,93120;   1,32715;  53,92424;  13,28675;   9,91141; 289,57280;-9999,00000
2021-04-23 06:00:00; 2,04983;  29,43402;  27,40553; 402,84473;   0,00000;  42,99887;   1,36577;  67,45480;   9,65165;   9,66211; 285,20648;-9999,00000
2021-04-23 07:00:00; 2,19411;  29,43548;  27,40575; 556,99347;   0,00000;  43,00174;   1,49330;  64,61487;  10,65644;   9,65836; 293,39655;-9999,00000
2021-04-23 04:00:00; 0,75950;  29,40394;  27,40363;  71,06030;   0,00000;  43,00299;   0,43505;  83,93073;   6,85670;   9,92096; 265,38745;-9999,00000
