DATE; Széllökés; Talajnedvesség 90 cm; Talajnedvesség 60 cm; Csapadék; Talajnedvesség 30 cm; Fényegység; Levegő-páratartalom; Levélnedvesség; Belső akkufeszültség; Légnyomás; Fagy; Levegő-hőmérséklet; Napelem töltőfeszültség; Talajnedvesség 120 cm; Besugárzás; Szélsebesség; Talajhőmérséklet 0 cm; Külső akkufeszültség; Szélirány
2021-02-14 00:00:00; 3,72125;  20,51969;  16,06885;   0,00000;  17,00844; 469,30554;  75,22722;   0,54007;   4,24349;1021,02710;-9999,00000;  -3,29791;   8,87094;-9999,00000;  80,67709;   0,70035;  -0,97917;  13,14062; 300,91534
2021-02-13 00:00:00; 2,17301;  20,65363;  16,35640;   0,00000;  17,42167; 526,66320;  69,72863;   0,00000;   4,24223;1019,43230;-9999,00000;  -6,32042;   9,07091;-9999,00000;  96,14584;   0,32526;  -0,45556;  13,18211; 309,21878
2021-04-16 00:00:00; 5,28125;  20,35121;  16,18701;   0,00000;  17,83519; 518,25433;  77,53073;   1,12847;   4,24568;1006,06860;-9999,00000;   5,37049;  11,20495;-9999,00000; 122,80488;   1,05903;   8,38885;  13,22357; 289,54266
2021-02-25 00:00:00; 2,07343;  20,03045;  15,62278;   0,00000;  16,96840; 392,73776;  78,18878;   2,43007;   4,24545;1018,94610;-9999,00000;   8,51539;   9,10527;-9999,00000; 107,63986;   0,72378;   5,66818;  13,04871; 182,46687
2021-02-24 00:00:00; 2,01384;  20,04042;  15,70600;   0,00150;  17,06300; 382,02430;  80,66608;   2,04152;   4,24545;1022,13620;-9999,00000;   7,63460;   9,11194;-9999,00000; 109,46181;   0,76817;   4,83750;  13,10641; 263,79090
2021-02-06 00:00:00; 6,10453;  19,99507;  15,71095;   0,00000;  17,15723; 424,70730;  99,99234;   2,47387;   4,24071; 999,38763;-9999,00000;   4,53206;   6,73837;-9999,00000;  16,35889;   1,88502;   4,73833;  12,69186;  87,89569
2021-04-09 00:00:00; 6,64236;  20,49287;  16,14898;   0,00000;  17,36669; 703,39580;  60,13728;   1,33681;   4,24559;1011,87650;-9999,00000;   5,84618;  11,35137;-9999,00000; 220,36458;   3,14583;   7,63855;  13,22399; 194,80720
2021-02-05 00:00:00; 3,46367;  19,99507;  15,75671;   0,00150;  17,24234; 377,89618;  94,31399;   1,48789;   4,24338;1002,72424;-9999,00000;   4,92284;   6,60671;-9999,00000;  16,36678;   0,96540;   3,65467;  12,78662;  56,26500
2021-02-18 00:00:00; 5,15917;  20,17513;  15,47297;   0,00000;  16,40272; 490,31598;  80,01064;   1,59170;   4,24467;1006,84680;-9999,00000;   5,47118;   8,95626;-9999,00000; 102,69097;   1,23875;  -0,75903;  13,03865; 340,51242
2021-02-17 00:00:00; 2,45645;  20,26356;  15,55898;   0,00151;  16,37379; 514,14233;  82,28966;   2,00348;   4,24283;1004,87040;-9999,00000;   1,67875;   7,86265;-9999,00000;  36,00694;   0,33798;  -0,80000;  12,98251; 229,05197
2021-02-16 00:00:00; 1,91319;  20,35949;  15,66137;   0,00000;  16,44564; 337,04166;  79,85387;   0,74653;   4,24294;1013,27734;-9999,00000;  -1,86424;   8,10281;-9999,00000;  42,36111;   0,58681;  -1,24514;  13,00347; 210,96439
2021-03-19 00:00:00; 2,59233;  19,52234;  14,41608;   0,00151;  15,35648; 432,84027;  80,04662;   2,36111;   4,24379;1002,16530;-9999,00000;   1,72882;  10,09394;-9999,00000; 106,96181;   0,77352;   5,43056;-9999,00000; 134,96764
2021-02-11 00:00:00; 12,66202;  20,37964;  17,01629;   0,00529;  19,00910; 387,16320;  84,41818;   5,01742;   4,23764; 999,27290;-9999,00000;  -2,52752;   7,65846;-9999,00000;  50,32986;   4,31359;   2,47465;  12,86377; 307,57538
2021-02-10 00:00:00; 4,84375;  20,06241;  16,46014;   0,01356;  18,61534; 359,23960; 100,00000;   5,00000;   4,23493; 990,28280;-9999,00000;   3,56840;   7,06458;-9999,00000;  23,48958;   1,78472;   3,45312;  12,65617;  25,30189
2021-02-09 00:00:00; 4,77004;  19,99507;  15,82707;   0,01512;  18,03373; 360,13590;  99,71239;   5,00000;   4,23606; 988,91140;-9999,00000;   2,24618;   6,99116;-9999,00000;  20,40070;   1,50523;   3,02962;  12,64191; 149,21558
2021-02-08 00:00:00; 5,52595;  19,99507;  15,59201;   0,02478;  17,17648; 367,97232;  97,95634;   5,00000;   4,23810; 982,40310;-9999,00000;   5,00000;   6,53023;-9999,00000;  17,04152;   1,82007;   4,48651;  12,63287; 225,22166
2021-02-07 00:00:00; 8,68056;  19,99507;  15,69566;   0,00075;  17,05763; 417,14236;  97,85520;   0,01736;   4,23788; 991,15810;-9999,00000;   2,25313;   6,91519;-9999,00000;  23,05555;   3,09722;   3,69826;  12,72970;  65,91242
2021-03-25 00:00:00; 2,45486;  19,39994;  14,23092;   0,00000;  14,98298; 566,00000;  62,30790;   1,23264;   4,24425;1007,77515;-9999,00000;   4,33090;  10,49663;-9999,00000; 146,84027;   0,61111;   5,20695;-9999,00000; 323,49008
2021-03-24 00:00:00; 4,32753;  19,43717;  14,27967;   0,00000;  15,05982; 382,07640;  74,69846;   0,83624;   4,24479;1006,60944;-9999,00000;   4,60802;   9,69645;-9999,00000;  65,97222;   1,25087;   5,44028;-9999,00000; 340,40730
2021-03-22 00:00:00; 4,74564;  19,51820;  14,31535;   0,00000;  15,16660; 428,24042;  71,08755;   0,13937;   4,24363; 997,86690;-9999,00000;   2,26805;   9,88990;-9999,00000;  65,76655;   1,48084;   4,41324;-9999,00000; 343,69530
2021-03-23 00:00:00; 6,64360;  19,49430;  14,28297;   0,00000;  15,07646; 577,11770;  55,90031;   0,00000;   4,24475;1004,58130;-9999,00000;   4,58478;  10,58022;-9999,00000; 136,17647;   1,98962;   4,36125;-9999,00000; 339,45486
2021-03-21 00:00:00; 4,15571;  19,51903;  14,40204;   0,00000;  15,21115; 596,02075;  60,20772;   0,00000;   4,24448;1002,71625;-9999,00000;   1,60868;  10,73664;-9999,00000; 178,65051;   0,99308;   4,61246;-9999,00000; 331,90613
