DATE; Napelem töltőfeszültség; Levegő-hőmérséklet; Talajhőmérséklet 0 cm; Talajnedvesség 90 cm; Szélirány; Csapadék; Szélsebesség; Talajnedvesség 120 cm; Talajnedvesség 30 cm; Belső akkufeszültség; Besugárzás; Légnyomás; Levegő-páratartalom; Talajnedvesség 60 cm; Külső akkufeszültség; Fagy; Levélnedvesség; Fényegység; Széllökés
2021-04-28 00:00:00; 10,92898;  11,70737;  10,54262;  21,78162;  89,12576;   0,00000;   2,31183;-9999,00000;  24,02298;   4,20539;  90,58099;1002,18870;  74,59383;-9999,00000;  13,09322;-9999,00000;   0,99303;2293,71530;   5,30824
2021-04-27 00:00:00; 11,89483;  11,25193;  10,34014;  21,84408;  58,39298;   0,00000;   3,74910;-9999,00000;  24,09217;   4,20800; 201,26761;1003,47644;  49,96733;-9999,00000;  13,17920;-9999,00000;   0,00000;2368,60420;   7,82796
2021-04-26 00:00:00; 12,03543;   9,06620;  10,20248;  21,89896;  48,57270;   0,00000;   4,03957;-9999,00000;  24,19493;   4,20824; 226,27208;1008,70640;  53,56710;-9999,00000;  13,19658;-9999,00000;   0,00000;2304,79520;   8,96043
2021-04-25 00:00:00; 11,96528;  10,83052;   9,76537;  21,90106; 300,44806;   0,00083;   3,51613;-9999,00000;  24,19403;   4,20937; 243,57394;1008,58640;  64,47401;-9999,00000;  13,14959;-9999,00000;   1,09756;2401,26050;   8,25806
2021-04-24 00:00:00; 12,16247;   9,04526;   9,88835;  21,93432;   5,47638;   0,00000;   3,34409;-9999,00000;  24,24665;   4,20923; 260,93310;1013,60547;  61,18580;-9999,00000;  13,18864;-9999,00000;   0,00000;2373,14580;   7,12186
2021-04-23 00:00:00; 11,91247;   9,96585;  10,91832;  21,93209; 318,25705;   0,00000;   4,80287;-9999,00000;  24,27894;   4,20937; 200,47704;1012,06934;  63,99715;-9999,00000;  13,17388;-9999,00000;   0,00000;2333,54520;   9,53763
2021-01-27 00:00:00; 7,82656;  -1,43617;   2,81566;  23,70485; 339,08560;   0,00000;   1,58333;-9999,00000;  30,80750;   4,20015;  43,18505;1005,01780;  93,52671;-9999,00000;  12,98056;-9999,00000;   0,38732;1608,58680;   3,83696
2021-01-25 00:00:00; 6,95875;   2,67350;   5,05532;  25,07401; 282,85034;   0,03841;   8,06498;-9999,00000;  32,20181;   4,20271;  34,02482; 990,81590;  91,49400;-9999,00000;  12,88340;-9999,00000;   2,22807;1532,38540;  15,42960
2021-01-24 00:00:00; 7,34094;   7,48064;   5,85604;  22,88733; 199,61975;   0,03980;   5,81004;-9999,00000;  30,37117;   4,20355;  36,18375; 989,81210;  85,85959;-9999,00000;  12,88654;-9999,00000;   1,01045;1745,96880;  12,42652
2021-01-23 00:00:00; 6,89652;  10,30772;   5,15564;  22,85105; 180,61974;   0,00000;  11,15412;-9999,00000;  30,52686;   4,18296;  33,92606; 993,19604;  71,26724;-9999,00000;  12,85538;-9999,00000;   0,17422;1624,11800;  22,06810
2021-01-22 00:00:00; 7,38384;   9,05298;   3,86679;  22,85105; 191,91933;   0,00000;  13,16487;-9999,00000;  30,71851;   4,20461;  41,19718;1001,48540;  74,39825;-9999,00000;  12,93724;-9999,00000;   0,00000;1626,19450;  25,79570
2021-01-04 00:00:00; 6,15328;   6,06408;   5,71525;  23,45439;  61,57563;   0,02080;   2,48921;-9999,00000;  31,11813;   4,18104;  12,16312;1003,50300;  97,49749;-9999,00000;  12,62555;-9999,00000;   3,60140;1519,36800;   5,35612
2021-01-03 00:00:00; 6,30060;   7,30317;   5,46997;  23,59147; 147,04100;   0,01493;   7,78495;-9999,00000;  30,55404;   4,19174;  18,50352;1005,94450;  76,89110;-9999,00000;  12,74543;-9999,00000;   0,55749;1490,00700;  13,71326
2021-01-02 00:00:00; 7,76345;   6,20530;   5,71134;  23,82111; 129,31363;   0,00000;   7,08633;-9999,00000;  30,94558;   4,19946;  53,98936;1008,78754;  72,12847;-9999,00000;  12,92384;-9999,00000;   0,00000;1713,58340;  12,05755
2021-01-28 00:00:00; 7,77590;  -0,42163;   2,00356;  23,47096; 261,87490;   0,00000;   4,67636;-9999,00000;  30,54618;   4,20578;  62,02847;1002,78625;  86,49430;-9999,00000;  13,03390;-9999,00000;   2,42105;1592,33680;   9,82182
2021-01-15 00:00:00; 7,14755;  -2,29680;   1,98321;  22,96878; 308,17773;   0,00000;   3,77899;-9999,00000;  30,23838;   4,18993;  46,04982;1007,96230;  91,01769;-9999,00000;  12,76372;-9999,00000;   5,07042;1520,22910;   7,72101
2021-01-26 00:00:00; 6,93823;   1,13192;   3,84235;  24,11128; 339,27600;   0,00000;   1,65343;-9999,00000;  31,18436;   4,19274;  24,53737;1001,44690;  90,67030;-9999,00000;  12,79571;-9999,00000;   0,66667;1598,28820;   4,16967
2021-03-15 00:00:00; 8,41001;   4,96502;   6,80532;  22,68972;  89,88571;   0,05243;  10,48921;-9999,00000;  27,53340;   4,19499;  26,02473; 994,14310;  92,25663;-9999,00000;-9999,00000;-9999,00000;   3,77622;1907,89930;  20,37410
2021-03-14 00:00:00; 9,07378;   8,16983;   7,18304;  22,61294; 215,88104;   0,01410;   5,49640;-9999,00000;  27,72788;   4,20494;  82,68551; 997,91580;  83,63474;-9999,00000;-9999,00000;-9999,00000;   2,03833;1848,59380;  11,32374
2021-03-13 00:00:00; 9,87348;   8,87465;   6,53323;  22,61294; 212,29929;   0,00498;   5,85252;-9999,00000;  27,73966;   4,20239; 156,30742;1004,54600;  76,71486;-9999,00000;-9999,00000;-9999,00000;   0,61189;1962,65620;  12,10791
2021-02-12 00:00:00; 7,37204;  -7,42107;   3,73011;  23,91041; 309,53693;   0,00420;   2,78545;-9999,00000;  31,73679;   4,18727;  58,69643;1019,83270;  84,77779;-9999,00000;  12,62120;-9999,00000;   0,03546;1734,70480;   5,93455
2021-01-06 00:00:00; 6,43844;   4,81590;   5,48865;  23,93547; 149,86964;   0,00166;   5,12274;-9999,00000;  31,06162;   4,17313;  17,54417;1004,43960;  93,13734;-9999,00000;  12,59471;-9999,00000;   1,53846;1604,52780;   9,82310
2021-01-05 00:00:00; 6,13207;   5,17993;   6,08516;  24,02581; 261,25986;   0,02654;   5,19065;-9999,00000;  31,96440;   4,16477;  15,21201;1002,09344;  97,55846;-9999,00000;  12,58092;-9999,00000;   2,11538;1471,70140;  10,91727
2021-01-30 00:00:00; 8,38113;   7,39049;   3,86489;  23,28064; 256,02362;   0,00249;   5,24820;-9999,00000;  31,30375;   4,20185;  75,79505; 990,75430;  87,81215;-9999,00000;  12,97043;-9999,00000;   1,03147;1664,49300;  10,70863
2021-01-29 00:00:00; 6,65894;   3,37244;   2,24929;  23,37291; 220,21596;   0,01914;   6,16187;-9999,00000;  30,53574;   4,19375;  18,28014; 993,42620;  98,15964;-9999,00000;  12,75793;-9999,00000;   2,98246;1467,81250;  12,85612
2021-03-19 00:00:00; 10,46368;   2,83569;   4,88440;  22,61294; 326,99550;   0,00000;   4,45848;-9999,00000;  29,21925;   4,20742; 147,07446;1006,80896;  64,36578;-9999,00000;-9999,00000;-9999,00000;   0,00000;1998,17710;   9,08664
2021-03-18 00:00:00; 9,54502;   3,47660;   5,07971;  22,61337;  64,72333;   0,00418;   6,05054;-9999,00000;  29,30321;   4,20465;  69,55674;1005,26886;  78,46326;-9999,00000;-9999,00000;-9999,00000;   2,13287;2038,53820;  13,19856
2021-03-17 00:00:00; 9,84636;   5,09789;   5,24205;  22,61294;  60,09804;   0,00000;  10,69784;-9999,00000;  29,48678;   4,20642;  86,15248;1001,24930;  68,71104;-9999,00000;-9999,00000;-9999,00000;   0,00000;1906,62840;  20,55755
2021-03-16 00:00:00; 9,59561;   5,36820;   5,72553;  22,66784; 356,23290;   0,00000;   8,71119;-9999,00000;  29,18839;   4,20151;  74,52128; 997,10455;  73,32004;-9999,00000;-9999,00000;-9999,00000;   0,00000;1942,02770;  16,06137
2021-01-08 00:00:00; 6,41791;   0,19574;   4,05978;  23,50062;  23,46274;   0,00000;   2,94928;-9999,00000;  30,52711;   4,17990;  18,45196;1006,95215;  96,26450;-9999,00000;  12,69967;-9999,00000;   2,67606;1550,45480;   6,15217
2021-02-04 00:00:00; 8,29762;  10,04456;   5,87102;  23,48846; 267,37735;   0,00580;   8,46953;-9999,00000;  30,83710;   4,20511;  76,30282;1004,55066;  79,57319;-9999,00000;  12,97920;-9999,00000;   1,13240;1695,56590;  15,75627
2021-02-03 00:00:00; 7,75163;   7,20845;   3,94099;  23,61757; 200,32490;   0,00249;   7,57194;-9999,00000;  30,92375;   4,19639;  52,56184;1004,11786;  90,50011;-9999,00000;  12,89056;-9999,00000;   0,29617;1710,46180;  15,25899
2021-02-02 00:00:00; 7,00424;   2,21560;   3,06122;  23,84276; 201,30177;   0,00084;   3,06498;-9999,00000;  31,39151;   4,17883;  18,64769;1004,13367;  97,83838;-9999,00000;  12,67982;-9999,00000;   0,94737;1531,26730;   6,86282
