DATE; Talajnedvesség 60 cm; Talajnedvesség 30 cm; Széllökés; Szélirány; Talajhőmérséklet 0 cm; Levegő-hőmérséklet; Szélsebesség; Fagy; Fényegység; Talajnedvesség 90 cm; Levegő-páratartalom; Külső akkufeszültség; Légnyomás; Levélnedvesség; Besugárzás; Napelem töltőfeszültség; Belső akkufeszültség; Csapadék
2021-04-02 01:00:00; 25,23099;  28,27542;   7,81034; 279,78455;  11,97627;  11,83559;   5,91379;-9999,00000; 959,13336;  25,82601;  71,43304;  12,93180;1000,69830;   0,00000;   0,00000;   0,00000;   4,22125;   0,00000
2021-04-02 02:00:00; 25,23099;  28,20602;   8,37931; 277,96786;  11,47119;   9,06101;   6,91379;-9999,00000;1259,38330;  25,82601;  78,81474;  12,91883;1001,00860;   0,00000;   0,00000;   0,00000;   4,22122;   0,00000
2021-04-02 03:00:00; 25,23099;  28,20400;   9,67241; 296,25952;  11,04167;   8,67118;   7,46552;-9999,00000; 703,91670;  25,82601;  83,29525;  12,90358;1001,50530;   0,00000;   0,00000;   1,08747;   4,21822;   0,00000
2021-03-30 17:00:00; 25,34998;  28,49239;   8,32759;  29,30509;  12,45932;  14,73728;   6,50000;-9999,00000;1450,18330;  26,06399;  48,58017;-9999,00000;1019,54095;   0,00000;   0,41667;   4,50185;   4,22368;   0,00000
2021-03-30 18:00:00; 25,34998;  28,41820;   9,50000;  32,03629;  11,96500;  13,62712;   7,51724;-9999,00000;1144,23330;  26,05593;  52,12933;-9999,00000;1019,76276;   0,00000;   0,00000;   0,00000;   4,22300;   0,00000
2021-03-30 19:00:00; 25,34998;  28,36861;   7,37931;  36,39254;  11,31525;  11,06949;   6,00000;-9999,00000; 726,20000;  25,96879;  60,38643;-9999,00000;1019,72565;   0,00000;   0,00000;   0,00000;   4,22368;   0,00000
2021-03-30 20:00:00; 25,34998;  28,32499;   5,70690;  49,67107;  10,59661;   9,74746;   4,56897;-9999,00000;1343,31670;  25,94498;  62,43119;-9999,00000;1019,48456;   0,00000;   0,00000;   0,00000;   4,22193;   0,00000
2021-03-30 21:00:00; 25,34998;  28,31308;   3,25862; 357,42334;   9,96333;   8,30339;   2,22414;-9999,00000;1265,05000;  25,94499;  65,81646;-9999,00000;1019,34766;   0,00000;   0,00000;   0,00000;   4,22272;   0,00000
2021-03-30 16:00:00; 25,34998;  28,51812;  12,84483;  38,14340;  12,94332;  15,98833;  10,10345;-9999,00000;3795,80000;  26,06399;  44,99100;-9999,00000;1019,28845;   0,00000;  31,91667;  16,54235;   4,22415;   0,00000
2021-03-30 14:00:00; 25,34998;  28,43803;   5,75862; 353,34616;  13,26333;  17,70000;   3,70690;-9999,00000;3895,00000;  26,06399;  40,56017;-9999,00000;1019,44714;   0,00000; 213,33333;  20,04096;   4,22466;   0,00000
2021-03-30 15:00:00; 25,34998;  28,52982;  12,55932;  38,27824;  13,25833;  17,01834;   9,84746;-9999,00000;3895,00000;  26,06399;  41,89417;-9999,00000;1019,25006;   0,00000; 120,08334;  18,90706;   4,22475;   0,00000
2021-03-30 12:00:00; 25,34998;  28,32697;   4,38983;  99,91708;  12,63833;  17,61187;   2,35593;-9999,00000;3895,00000;  26,06399;  41,19695;-9999,00000;1020,39850;   0,00000; 297,75000;  19,99182;   4,22565;   0,00000
2021-03-30 13:00:00; 25,34998;  28,41776;   5,72414;  44,59542;  13,01333;  17,48474;   3,51724;-9999,00000;3895,00000;  26,06399;  41,11542;-9999,00000;1019,83575;   0,00000; 270,41666;  20,37414;   4,22752;   0,00000
2021-03-30 11:00:00; 25,34998;  28,29920;   8,36207; 205,42018;  11,97119;  17,42500;   5,10345;-9999,00000;3895,00000;  26,06399;  40,57967;-9999,00000;1020,93340;   0,00000; 500,66666;  20,47327;   4,22597;   0,00000
2021-03-30 10:00:00; 25,34998;  28,21187;  10,44828; 207,22260;  10,82833;  16,94000;   6,91379;-9999,00000;3895,00000;  26,06399;  40,56784;-9999,00000;1021,36650;   0,00000; 671,25000;  20,90744;   4,22683;   0,00000
2021-03-30 07:00:00; 25,34998;  28,15357;  10,44828; 196,49529;   7,83500;  12,77167;   7,58621;-9999,00000;3895,00000;  26,06399;  54,04366;-9999,00000;1022,03357;   0,00000; 233,08333;  19,72150;   4,23047;   0,00000
2021-03-30 08:00:00; 25,34998;  28,17627;  12,15517; 192,05340;   8,67000;  14,41695;   8,51724;-9999,00000;3895,00000;  26,06399;  48,04610;-9999,00000;1021,94210;   0,00000; 326,66666;  20,80970;   4,22848;   0,00000
2021-03-30 09:00:00; 25,34998;  28,20602;  11,45763; 161,98508;   9,69833;  15,69661;   7,61017;-9999,00000;3895,00000;  26,06399;  44,45000;-9999,00000;1021,85266;   0,00000; 623,00000;  20,92501;   4,22953;   0,00000
2021-03-30 04:00:00; 25,34998;  28,09306;   5,29310; 119,03081;   6,66667;   6,95000;   4,12069;-9999,00000;2785,75000;  26,06399;  69,64466;-9999,00000;1021,67060;   0,00000;  10,42373;  13,61639;   4,22198;   0,00000
2021-03-30 05:00:00; 25,34998;  28,08701;   5,13793; 144,08101;   6,83390;   8,61695;   3,68966;-9999,00000;3895,00000;  26,06399;  67,44051;-9999,00000;1021,81190;   0,00000;  43,91667;  16,93100;   4,21883;   0,00000
2021-03-30 06:00:00; 25,34998;  28,09091;   6,43103; 174,64977;   7,16949;  10,43729;   4,53448;-9999,00000;3895,00000;  26,06399;  63,41202;-9999,00000;1021,85065;   0,00000; 127,20339;  17,85357;   4,22872;   0,00000
2021-03-29 22:00:00; 25,34998;  28,20602;   3,46552; 125,61833;   7,47000;   6,57759;   2,43103;-9999,00000; 972,50000;  26,07193;  60,81276;-9999,00000;1022,20500;   0,00000;   0,00000;   0,00610;   4,22438;   0,00000
2021-03-29 23:00:00; 25,34998;  28,20400;   3,65517; 134,33846;   7,18814;   5,23167;   2,53448;-9999,00000;1175,45000;  26,06399;  66,85533;-9999,00000;1022,32983;   0,00000;   0,00000;   0,00915;   4,22288;   0,00000
2021-03-30 00:00:00; 25,34998;  28,16238;   4,17544; 156,71396;   6,99152;   5,97414;   3,10526;-9999,00000; 853,56665;  26,06399;  64,52208;-9999,00000;1022,07385;   0,00000;   0,00000;   0,00342;   4,22187;   0,00000
2021-03-30 01:00:00; 25,34998;  28,12735;   4,55172; 173,85399;   6,82666;   5,64237;   3,50000;-9999,00000;1283,95000;  26,06399;  67,12323;-9999,00000;1021,88770;   0,00000;   0,00000;   0,00327;   4,22197;   0,00000
2021-03-30 02:00:00; 25,34998;  28,08701;   5,32759; 137,60196;   6,76102;   6,11186;   4,22414;-9999,00000;1443,78330;  26,06399;  68,05421;-9999,00000;1021,75560;   0,00000;   0,00000;   0,00000;   4,22298;   0,00000
2021-03-30 03:00:00; 25,34998;  28,09692;   5,38596; 130,62259;   6,69831;   6,19661;   4,08772;-9999,00000;1188,61670;  26,06399;  69,75575;-9999,00000;1021,61880;   0,00000;   0,00000;   0,35245;   4,22123;   0,00000
2021-03-31 19:00:00; 25,34998;  28,41276;   3,10345; 285,71262;  12,27627;  10,73051;   2,03448;-9999,00000;1079,05000;  25,94499;  75,79982;  13,07460;1013,14900;   0,00000;   0,00000;   0,00000;   4,22445;   0,00000
2021-03-31 20:00:00; 25,34998;  28,32895;   3,19298; 215,73091;  11,49830;   8,72203;   2,08772;-9999,00000;1240,76670;  25,94498;  76,79323;  13,04383;1012,88965;   0,00000;   0,00000;   0,00000;   4,22443;   0,00000
2021-03-31 17:00:00; 25,34998;  28,55089;   0,74138; 352,57950;  14,06949;  15,59661;   0,34483;-9999,00000;1741,76670;  25,94499;  63,23390;  13,15842;1013,44525;   0,00000;   0,93220;   5,92243;   4,22438;   0,00000
2021-03-31 18:00:00; 25,34998;  28,44398;   1,45763; 348,85312;  13,18167;  13,38475;   0,74576;-9999,00000;1385,98330;  25,94498;  70,48121;  13,11152;1013,31710;   0,00000;   0,00000;   0,00000;   4,22402;   0,00000
2021-03-31 15:00:00; 25,34998;  28,52202;   8,77966;   5,70041;  14,92667;  18,65167;   6,10170;-9999,00000;3895,00000;  25,94498;  54,94885;  13,45390;1014,05980;   0,00000; 211,50000;  20,42003;   4,22752;   0,00000
2021-03-31 16:00:00; 25,34998;  28,54117;   6,36207; 356,45987;  14,77999;  17,74237;   4,60345;-9999,00000;3895,00000;  25,94498;  56,77034;  13,30608;1013,66785;   0,00000;  60,90164;  18,07950;   4,22472;   0,00000
2021-03-31 14:00:00; 25,34998;  28,45191;  10,91379;  21,90638;  14,71166;  18,58306;   7,72414;-9999,00000;3895,00000;  25,94498;  55,24728;  13,45791;1014,80023;   0,00000; 341,91666;  21,05172;   4,22552;   0,00000
2021-03-31 12:00:00; 25,34998;  28,42057;  13,43103;  31,69803;  13,96001;  17,69166;   9,67241;-9999,00000;3895,00000;  25,94498;  57,22517;  13,45355;1016,42645;   0,00000; 346,58334;  20,68899;   4,22688;   0,00000
2021-03-31 13:00:00; 25,34998;  28,43995;  10,58621;  24,59647;  14,31667;  18,20678;   7,51724;-9999,00000;3895,00000;  25,94499;  56,52440;  13,47327;1015,50160;   0,00000; 384,50000;  20,98062;   4,22622;   0,00000
2021-03-31 08:00:00; 25,34998;  28,27343;  10,44828;  32,86874;  11,22000;  15,59167;   7,20690;-9999,00000;3895,00000;  25,94498;  57,02917;-9999,00000;1018,58490;   0,00000; 408,41666;  20,95505;   4,22723;   0,00000
2021-03-31 09:00:00; 25,34998;  28,31507;  13,05172;  30,62866;  12,04068;  16,75593;   9,01724;-9999,00000;3895,00000;  25,94498;  57,04611;-9999,00000;1018,26980;   0,00000; 529,41670;  21,25050;   4,22493;   0,00000
2021-03-31 10:00:00; 25,34998;  28,32499;  13,55172;  31,48738;  12,90656;  17,34068;   9,75862;-9999,00000;3895,00000;  25,94498;  56,81305;-9999,00000;1017,82855;   0,00000; 458,75000;  20,99286;   4,22687;   0,00000
2021-03-31 11:00:00; 25,34998;  28,34516;  12,54237;  21,94123;  13,51526;  17,76000;   8,74576;-9999,00000;3895,00000;  25,94498;  55,68517;-9999,00000;1017,08300;   0,00000; 415,08475;  20,86975;   4,22668;   0,00000
2021-03-31 05:00:00; 25,34998;  28,20602;   3,63793;   0,21257;   9,16834;  10,58305;   2,18966;-9999,00000;3895,00000;  25,94498;  69,78558;-9999,00000;1018,76240;   0,00000;  63,33333;  16,92748;   4,22008;   0,00000
2021-03-31 21:00:00; 25,34998;  28,30684;   3,41379; 215,71852;  10,92712;   8,13898;   2,29310;-9999,00000;1222,26670;  25,94499;  78,48625;  13,01292;1012,75780;   0,00000;   0,00000;   0,00000;   4,22402;   0,00000
2021-03-31 06:00:00; 25,34998;  28,20602;   5,87931;  23,83567;   9,53220;  12,07966;   4,06897;-9999,00000;3895,00000;  25,94499;  65,24357;-9999,00000;1018,92194;   0,00000; 158,38983;  18,11349;   4,23686;   0,00000
2021-03-31 07:00:00; 25,34998;  28,21394;   5,89830;  36,85085;  10,20000;  14,11695;   3,72881;-9999,00000;3895,00000;  25,94498;  58,77457;-9999,00000;1018,72760;   0,00000; 335,83334;  20,48795;   4,22644;   0,00000
2021-03-30 22:00:00; 25,34998;  28,29524;   2,29310; 341,41560;   9,67966;   8,81864;   1,43103;-9999,00000;1461,68330;  25,94498;  66,08119;-9999,00000;1019,28830;   0,00000;   0,00000;   0,00000;   4,22325;   0,00000
2021-03-31 04:00:00; 25,34998;  28,20602;   3,10345;   0,30310;   9,10000;   9,52881;   1,98276;-9999,00000;2689,11870;  25,94499;  71,26253;-9999,00000;1018,71014;   0,00000;   7,20339;  13,60854;   4,22219;   0,00000
2021-03-31 03:00:00; 25,34998;  28,20602;   3,17241;   0,16387;   9,20167;   9,43559;   1,96552;-9999,00000; 944,41670;  25,94498;  70,39119;-9999,00000;1018,59690;   0,00000;   0,00000;   0,51738;   4,22173;   0,00000
2021-03-31 02:00:00; 25,34998;  28,20602;   3,57895;   0,00000;   9,29999;   9,98983;   2,45614;-9999,00000;1389,98330;  25,94499;  67,34034;-9999,00000;1018,66610;   0,00000;   0,00000;   0,00000;   4,22110;   0,00000
2021-03-31 01:00:00; 25,34998;  28,20602;   2,55172; 358,56226;   9,38333;   9,94915;   1,51724;-9999,00000; 832,66670;  25,94498;  66,37730;-9999,00000;1018,83060;   0,00000;   0,00000;   0,00000;   4,22228;   0,00000
2021-03-31 00:00:00; 25,34998;  28,20602;   2,36207; 358,63507;   9,42542;   9,90678;   1,51724;-9999,00000;1028,55000;  25,94498;  65,84170;-9999,00000;1018,87650;   0,00000;   0,00000;   0,00000;   4,22198;   0,00000
2021-03-30 23:00:00; 25,34998;  28,23426;   4,50000; 352,06375;   9,55667;   9,48983;   3,37931;-9999,00000;1255,46670;  25,94499;  66,43594;-9999,00000;1019,14600;   0,00000;   0,00000;   0,00000;   4,22252;   0,00000
2021-03-28 22:00:00; 25,58801;  28,32499;   5,63158; 255,19414;   5,93559;   3,18448;   4,57895;-9999,00000;1063,08470;  26,39228;  57,63603;-9999,00000;1022,96040;   0,00000;   0,00000;   0,07631;   4,22414;   0,00000
2021-03-29 21:00:00; 25,34998;  28,21792;   5,17241; 108,22263;   7,81865;   8,04068;   3,94828;-9999,00000;1223,73330;  26,16887;  55,83593;-9999,00000;1022,15630;   0,00000;   0,00000;   0,00018;   4,22370;   0,00000
2021-03-29 20:00:00; 25,34998;  28,28136;   4,39655;  89,15378;   8,25763;   8,64237;   3,34483;-9999,00000;1168,93330;  26,18298;  55,67661;-9999,00000;1022,22530;   0,00000;   0,00000;   0,00000;   4,22322;   0,00000
2021-03-29 19:00:00; 25,35395;  28,31894;   4,25862;  85,97451;   8,60339;   9,62712;   3,18966;-9999,00000;1473,45000;  26,18298;  52,18424;-9999,00000;1022,14230;   0,00000;   0,00000;   0,00000;   4,22347;   0,00000
2021-03-29 18:00:00; 25,43672;  28,32499;   5,57895;  83,03085;   9,16333;  10,34576;   4,43860;-9999,00000;1141,81670;  26,18298;  49,28559;-9999,00000;1022,09485;   0,00000;   0,00000;   0,00000;   4,22443;   0,00000
2021-03-29 17:00:00; 25,46698;  28,39557;   3,91525;  54,78222;   9,91525;  12,22881;   2,93220;-9999,00000;1251,56670;  26,18298;  43,40509;-9999,00000;1022,05786;   0,00000;   0,50000;   4,25205;   4,22423;   0,00000
2021-03-29 16:00:00; 25,46900;  28,44398;   9,75862;  25,82009;  10,46500;  13,80678;   7,60345;-9999,00000;3895,00000;  26,18298;  42,98900;-9999,00000;1021,77277;   0,00000;  41,44068;  17,27732;   4,22367;   0,00000
2021-03-29 15:00:00; 25,46900;  28,44398;  16,41379;  24,44845;  10,61833;  15,01334;  13,01724;-9999,00000;3895,00000;  26,18298;  41,19433;-9999,00000;1021,66327;   0,00000; 148,03279;  19,73826;   4,22752;   0,00000
2021-03-29 14:00:00; 25,46900;  28,44398;  17,00000; 323,07013;  10,60000;  15,31695;  12,70690;-9999,00000;3895,00000;  26,18298;  40,68306;-9999,00000;1021,75090;   0,00000; 220,59322;  20,60127;   4,22517;   0,00000
2021-03-29 13:00:00; 25,46900;  28,42057;  15,69491; 329,30725;  10,47500;  15,02543;  11,38983;-9999,00000;3895,00000;  26,21075;  43,39135;-9999,00000;1022,10320;   0,00000; 270,08334;  20,58536;   4,19774;   0,00000
2021-03-29 12:00:00; 25,46900;  28,40630;  14,60345; 329,92694;  10,26610;  15,04167;  10,34483;-9999,00000;3895,00000;  26,29208;  41,59749;-9999,00000;1022,56330;   0,00000; 284,50000;  20,60823;   4,22788;   0,00000
2021-03-29 11:00:00; 25,46900;  28,34112;  15,37931; 324,41794;   9,93833;  15,12203;  10,94828;-9999,00000;3895,00000;  26,30200;  40,04916;-9999,00000;1023,04730;   0,00000; 336,33334;  20,59291;   4,22517;   0,00000
2021-03-29 09:00:00; 25,46900;  28,28533;  14,87931; 294,78857;   8,15167;  14,06000;  10,46552;-9999,00000;3895,00000;  26,30200;  45,33417;-9999,00000;1023,90160;   0,00000; 618,91670;  20,55725;   4,22748;   0,00000
2021-03-29 10:00:00; 25,46900;  28,32499;  17,37931; 303,90265;   9,15254;  15,16101;  12,31034;-9999,00000;3895,00000;  26,30200;  41,20594;-9999,00000;1023,51190;   0,00000; 693,00000;  21,60622;   4,22777;   0,00000
2021-03-29 08:00:00; 25,46900;  28,21187;  12,93220; 302,38437;   7,10833;  12,90170;   8,84746;-9999,00000;3895,00000;  26,30200;  46,48712;-9999,00000;1023,99810;   0,00000; 475,41666;  21,03042;   4,22782;   0,00000
2021-03-29 07:00:00; 25,46900;  28,20602;  10,29824; 291,72130;   5,98305;  10,23390;   7,64912;-9999,00000;3895,00000;  26,30200;  50,51628;-9999,00000;1023,96747;   0,00000; 396,10168;  21,60092;   4,23160;   0,00000
2021-03-29 06:00:00; 25,46900;  28,18786;   9,08621; 290,94860;   5,09833;   7,30509;   6,81034;-9999,00000;3895,00000;  26,30200;  61,39797;-9999,00000;1023,92865;   0,00000; 193,75000;  20,39397;   4,23292;   0,00000
2021-03-29 05:00:00; 25,46900;  28,13139;   4,27586; 250,10748;   4,40170;   2,44310;   2,94828;-9999,00000;3895,00000;  26,30200;  71,91689;-9999,00000;1023,71200;   0,00000; 107,50000;  17,04257;   4,22347;   0,00000
2021-03-29 04:00:00; 25,46900;  28,14255;   3,03509; 246,90216;   4,18644;  -0,44407;   1,96491;-9999,00000;3466,65580;  26,30200;  73,76372;-9999,00000;1023,41890;   0,00000;  22,91667;  15,06467;   4,22367;   0,00000
2021-03-29 03:00:00; 25,46900;  28,15156;   5,92982; 246,84053;   4,38136;   0,93276;   4,91228;-9999,00000;1259,33900;  26,30200;  74,58311;-9999,00000;1023,15170;   0,00000;   0,00000;   0,46459;   4,22310;   0,00000
2021-03-29 02:00:00; 25,46900;  28,20602;   4,86207; 246,97144;   4,66102;   1,10847;   3,84483;-9999,00000;1383,55000;  26,30200;  70,56931;-9999,00000;1023,19490;   0,00000;   0,00000;   0,02365;   4,22265;   0,00000
2021-03-29 01:00:00; 25,55775;  28,21005;   1,12069; 246,75891;   4,92881;   0,52542;   0,55172;-9999,00000; 891,86884;  26,30200;  66,41321;-9999,00000;1023,14233;   0,00000;   0,00000;   0,06211;   4,22313;   0,00000
2021-03-29 00:00:00; 25,58801;  28,26450;   5,70175; 246,81000;   5,21865;   1,68448;   4,64912;-9999,00000;1271,55930;  26,30200;  63,06278;-9999,00000;1023,04333;   0,00000;   0,00000;   0,08614;   4,22390;   0,00000
2021-03-28 23:00:00; 25,58801;  28,32300;   5,08621; 246,55258;   5,53729;   2,29492;   4,01724;-9999,00000;1179,27870;  26,30200;  59,36356;-9999,00000;1023,12560;   0,00000;   0,00000;   0,09913;   4,22413;   0,00000
2021-03-26 23:00:00; 27,10129;  29,86393;   5,56897; 179,86002;   6,33899;   1,97759;   4,53448;-9999,00000;1237,00000;  28,23680;  68,88776;-9999,00000;1014,90485;   0,00000;   0,00000;   0,00585;   4,22430;   0,00000
2021-03-27 22:00:00; 25,94499;  28,87241;   6,29310; 181,10516;   7,33000;   6,98167;   4,82759;-9999,00000;1222,01670;  26,88905;  69,62967;-9999,00000;1014,27990;   0,00000;   0,00000;   0,00720;   4,22333;   0,00000
2021-03-27 21:00:00; 25,94697;  28,91604;   8,13793; 180,23761;   7,72034;   7,10508;   6,46552;-9999,00000;1030,49180;  26,89698;  64,40372;-9999,00000;1014,00030;   0,00000;   0,00000;   0,03428;   4,22356;   0,00000
2021-03-27 20:00:00; 26,04786;  28,94623;  10,10345; 158,72498;   8,24237;   8,38104;   8,34483;-9999,00000;1604,72880;  26,89698;  59,49240;-9999,00000;1013,51740;   0,00000;   0,00000;   0,00837;   4,22054;   0,00000
2021-03-27 19:00:00; 26,06399;  29,01718;  10,10345; 137,92240;   8,78305;  10,12500;   8,27586;-9999,00000;1162,53330;  26,89698;  55,25566;-9999,00000;1013,39130;   0,00000;   0,00000;   0,00055;   4,22398;   0,00000
2021-03-27 18:00:00; 26,06399;  29,04691;  10,06897; 128,15433;   9,28500;  11,36610;   8,41379;-9999,00000;1621,26670;  27,00012;  50,73457;-9999,00000;1013,14557;   0,00000;   0,00000;   0,00038;   4,22383;   0,00000
2021-03-27 17:00:00; 26,06399;  29,14807;   8,39655; 132,26141;   9,87289;  12,60517;   6,87931;-9999,00000;1463,43330;  27,01599;  46,87484;-9999,00000;1012,89270;   0,00000;   0,00000;   3,80945;   4,22377;   0,00000
2021-03-27 16:00:00; 26,07193;  29,20090;   9,82759; 153,81352;  10,50500;  14,98667;   7,82759;-9999,00000;3782,45000;  27,01599;  41,90167;-9999,00000;1012,72150;   0,00000;  25,00000;  16,27775;   4,22407;   0,00000
2021-03-27 15:00:00; 26,18298;  29,24129;  16,96610; 172,41240;  10,92667;  17,10169;  12,94915;-9999,00000;3895,00000;  27,10922;  36,79814;-9999,00000;1012,77124;   0,00000; 141,41667;  18,96420;   4,22532;   0,00000
2021-03-27 14:00:00; 26,18298;  29,24723;  19,22807; 177,07110;  10,91000;  17,76166;  14,49123;-9999,00000;3895,00000;  27,13501;  35,35199;-9999,00000;1012,90170;   0,00000; 353,58334;  21,16659;   4,22437;   0,00000
2021-03-27 13:00:00; 26,18298;  29,26310;  18,98305; 184,31497;  10,65667;  17,63390;  13,79661;-9999,00000;3895,00000;  27,13501;  34,36593;-9999,00000;1013,30140;   0,00000; 436,16666;  21,05540;   4,22380;   0,00000
2021-03-27 12:00:00; 26,18298;  29,27302;  19,63793; 181,13292;  10,20000;  17,36667;  14,27586;-9999,00000;3895,00000;  27,23218;  34,42784;-9999,00000;1013,64680;   0,00000; 554,75000;  21,19825;   4,22633;   0,00000
2021-03-27 11:00:00; 26,29393;  29,27698;  21,17241; 177,30050;   9,54667;  16,59491;  15,41379;-9999,00000;3895,00000;  27,25400;  34,35508;-9999,00000;1014,11847;   0,00000; 708,50000;  21,30158;   4,22578;   0,00000
2021-03-27 10:00:00; 26,30200;  29,27698;  21,71186; 174,75262;   8,77000;  15,79661;  16,32203;-9999,00000;3895,00000;  27,29169;  36,08814;-9999,00000;1014,58636;   0,00000; 687,25000;  21,30370;   4,22643;   0,00000
2021-03-27 09:00:00; 26,34365;  29,29682;  22,37931; 178,69789;   7,88333;  14,76949;  16,43103;-9999,00000;3895,00000;  27,37301;  40,29136;-9999,00000;1015,03210;   0,00000; 627,88135;  20,10856;   4,22755;   0,00000
2021-03-27 08:00:00; 26,42101;  29,38806;  19,39655; 175,07372;   6,96271;  12,97797;  14,58621;-9999,00000;3895,00000;  27,42457;  46,28406;-9999,00000;1015,48450;   0,00000; 470,41666;  21,06914;   4,22938;   0,00000
2021-03-27 07:00:00; 26,50168;  29,35633;  17,18965; 168,77385;   5,84167;  10,05424;  13,27586;-9999,00000;3895,00000;  27,49198;  54,65204;-9999,00000;1015,36270;   0,00000; 406,66666;  21,66904;   4,22707;   0,00000
2021-03-27 06:00:00; 26,54001;  29,30872;  17,06897; 157,02441;   4,91356;   5,91864;  13,50000;-9999,00000;3895,00000;  27,54554;  64,79288;-9999,00000;1015,28660;   0,00000; 176,08333;  20,67013;   4,22853;   0,00000
2021-03-27 05:00:00; 26,61060;  29,33951;   8,08621; 128,44582;   4,36271;   0,62203;   6,25862;-9999,00000;3895,00000;  27,61099;  76,77236;-9999,00000;1015,31380;   0,00000; 103,64407;  17,09840;   4,22400;   0,00000
2021-03-27 04:00:00; 26,65898;  29,41415;   4,73214; 120,87334;   4,33729;  -1,55517;   3,58929;-9999,00000;3280,28800;  27,70332;  78,20863;-9999,00000;1015,09660;   0,00000;  13,36207;  13,95905;   4,22386;   0,00000
2021-03-27 03:00:00; 26,71142;  29,46256;   6,10345; 129,36311;   4,56271;  -0,33729;   5,05172;-9999,00000;1476,61670;  27,74411;  76,33814;-9999,00000;1014,92175;   0,00000;   0,00000;   0,22582;   4,22253;   0,00000
2021-03-27 02:00:00; 26,77799;  29,54476;   6,89655; 143,19531;   4,91017;   0,02414;   5,70690;-9999,00000;1076,04920;  27,84900;  75,41120;-9999,00000;1014,78440;   0,00000;   0,00000;   0,00000;   4,22331;   0,00000
2021-03-27 01:00:00; 26,88488;  29,64409;   4,92982; 175,29008;   5,36949;   0,70339;   3,87719;-9999,00000;1453,35600;  27,96599;  73,44729;-9999,00000;1014,54440;   0,00000;   0,00000;   0,00000;   4,22315;   0,00000
2021-03-27 00:00:00; 26,98316;  29,74293;   4,80702; 180,16960;   5,82543;   1,18103;   3,77193;-9999,00000;1341,73330;  28,08701;  71,96276;-9999,00000;1014,68140;   0,00000;   0,00000;   0,00148;   4,22418;   0,00000
2021-03-27 23:00:00; 25,94498;  28,81514;  14,89655; 253,91524;   7,32166;  10,37119;  11,86207;-9999,00000;1331,66660;  26,78807;  66,03863;-9999,00000;1015,01540;   0,00000;   0,00000;   0,00000;   4,22258;   0,00000
2021-03-28 21:00:00; 25,58801;  28,37655;   4,79310; 257,24344;   6,42881;   3,38983;   3,77586;-9999,00000;1257,05000;  26,42101;  56,06949;-9999,00000;1022,83040;   0,00000;   0,00000;   0,04910;   4,22455;   0,00000
2021-03-28 20:00:00; 25,60213;  28,44398;   6,71930; 258,16275;   6,96666;   3,81864;   5,56140;-9999,00000; 811,75000;  26,42101;  53,29509;-9999,00000;1022,57263;   0,00000;   0,00000;   0,02997;   4,22410;   0,00000
2021-03-28 19:00:00; 25,69907;  28,47625;   8,37931; 262,76477;   7,55254;   4,68475;   6,70690;-9999,00000; 731,26666;  26,42101;  51,16967;-9999,00000;1022,31150;   0,00000;   0,00000;   0,00528;   4,22477;   0,00000
2021-03-28 18:00:00; 25,70700;  28,53273;   7,10345; 258,34705;   8,30517;   6,60678;   5,60345;-9999,00000; 648,85000;  26,42101;  43,56068;-9999,00000;1021,92230;   0,00000;   0,00000;   0,00000;   4,22450;   0,00000
2021-03-28 17:00:00; 25,70700;  28,61762;   6,74138; 259,20917;   9,20167;   8,56441;   5,29310;-9999,00000;1400,98330;  26,43291;  35,68271;-9999,00000;1021,38150;   0,00000;   0,25424;   4,10060;   4,22445;   0,00000
2021-03-28 16:00:00; 25,70700;  28,65981;  14,12069; 296,13190;   9,96610;  12,12034;  11,03448;-9999,00000;3888,00000;  26,53406;  26,97746;-9999,00000;1021,25073;   0,00000;  45,66667;  17,49175;   4,22348;   0,00000
2021-03-28 15:00:00; 25,70700;  28,68201;  19,60345; 291,62323;  10,41000;  13,48814;  15,48276;-9999,00000;3895,00000;  26,54001;  23,43864;-9999,00000;1021,16240;   0,00000; 124,25000;  19,56388;   4,22583;   0,00000
2021-03-28 14:00:00; 25,70700;  28,68201;  18,60345; 294,58014;  10,51833;  14,50509;  14,25862;-9999,00000;3895,00000;  26,54001;  23,23305;-9999,00000;1021,13740;   0,00000; 339,32202;  21,54340;   4,22682;   0,00000
2021-03-28 13:00:00; 25,70700;  28,68201;  20,91379; 288,57535;  10,27833;  14,46833;  16,13793;-9999,00000;3895,00000;  26,54001;  24,78383;-9999,00000;1021,30510;   0,00000; 491,75000;  21,88600;   4,22685;   0,00000
2021-03-28 12:00:00; 25,71507;  28,67804;  23,75862; 293,42853;   9,85932;  14,47414;  18,00000;-9999,00000;3895,00000;  26,53799;  25,75948;-9999,00000;1021,67944;   0,00000; 655,83330;  22,03366;   4,22633;   0,00000
2021-03-28 11:00:00; 25,80221;  28,67010;  26,43103; 296,91250;   9,45500;  13,68833;  20,46552;-9999,00000;3895,00000;  26,54199;  28,82350;-9999,00000;1022,01337;   0,00000; 501,52542;  21,77865;   4,22603;   0,00000
2021-03-28 10:00:00; 25,82601;  28,67605;  26,44068; 304,41144;   9,15000;  13,72034;  20,08475;-9999,00000;3895,00000;  26,64709;  29,57441;-9999,00000;1021,94580;   0,00000; 534,18030;  21,77798;   4,22590;   0,00000
