DATE; Széllökés; Fényegység; Napelem töltőfeszültség; Szélirány; Talajnedvesség 120 cm; Talajnedvesség 60 cm; Talajnedvesség 30 cm; Levegő-hőmérséklet; Besugárzás; Talajnedvesség 90 cm; Levélnedvesség; Légnyomás; Belső akkufeszültség; Szélsebesség; Levegő-páratartalom; Fagy; Csapadék; Külső akkufeszültség; Talajhőmérséklet 0 cm
2021-04-30 17:00:00; 0,00000;3504,83330;  12,24925; 272,72717;-9999,00000;  27,25400;  24,65583;  20,62500;  24,16667;  16,65308;   0,00000; 994,65840;   4,24975;   0,00000;  58,59333;-9999,00000;   0,00000;  12,97642;  16,90833
2021-04-30 18:00:00; 0,91667; 108,41666;   0,47908; 137,93898;-9999,00000;  27,25400;  24,87399;  17,78334;   0,00000;  16,69274;   0,00000; 995,15840;   4,24883;   0,00000;  67,19916;-9999,00000;   0,00000;  12,94542;  16,52500
2021-04-30 21:00:00; 0,83333;  13,33333;   0,00000;  89,64819;-9999,00000;  27,25400;  26,00450;  15,25000;   0,00000;  16,27625;   0,00000; 995,75000;   4,24367;   0,00000;  78,48167;-9999,00000;   0,00000;  12,86533;  15,43333
2021-04-30 19:00:00; 1,90909; 328,91666;   0,00000; 154,83849;-9999,00000;  27,25400;  25,09217;  15,84167;   0,00000;  16,65308;   0,00000; 995,51660;   4,24650;   0,09091;  74,42499;-9999,00000;   0,00000;  12,91209;  16,10000
2021-04-30 20:00:00; 2,91667;   2,66667;   0,00000; 157,09671;-9999,00000;  27,25400;  25,27067;  15,68333;   0,00000;  16,87125;   0,00000; 995,73334;   4,24492;   0,41667;  75,36584;-9999,00000;   0,00000;  12,87958;  15,72500
2021-04-30 16:00:00; 3,00000;3895,00000;  16,79058; 270,97205;-9999,00000;  27,25400;  24,65583;  22,66667; 127,27273;  16,70266;   0,00000; 994,50000;   4,25283;   0,25000;  52,35416;-9999,00000;   0,00000;  13,02217;  17,21667
2021-04-30 15:00:00; 8,41667;3895,00000;  18,64175; 266,06780;-9999,00000;  27,25400;  24,66846;  22,90833; 245,41667;  16,55482;   0,00000; 994,85834;   4,25500;   1,66667;  49,73167;-9999,00000;   0,00000;  13,07700;  17,35455
2021-04-30 13:00:00; 11,33333;3895,00000;  20,62666; 265,33328;-9999,00000;  27,25400;  24,87400;  23,60833; 590,41670;  16,54400;   0,00000; 995,44995;   4,25458;   2,83333;  51,19166;-9999,00000;   0,00000;  13,17700;  16,94167
2021-04-30 14:00:00; 11,18182;3895,00000;  19,82258; 269,38525;-9999,00000;  27,25400;  24,75500;  23,97500; 465,41666;  16,33575;   0,00000; 995,15826;   4,25658;   2,72727;  47,97750;-9999,00000;   0,00000;  13,12158;  17,25000
2021-04-30 12:00:00; 8,75000;3895,00000;  20,54150; 279,62940;-9999,00000;  27,25400;  24,96325;  23,02500; 500,83334;  16,49441;   0,00000; 995,85834;   4,25708;   1,41667;  52,41167;-9999,00000;   0,00000;  13,21508;  16,52500
2021-04-30 11:00:00; 8,25000;3895,00000;  20,72367; 287,67026;-9999,00000;  27,25400;  25,06241;  22,73636; 600,00000;  16,60350;   0,00000; 996,57270;   4,25742;   1,58333;  54,39909;-9999,00000;   0,00000;  13,28842;  15,91667
2021-04-30 10:00:00; 9,91667;3895,00000;  20,59533; 286,20578;-9999,00000;  27,25400;  25,80617;  22,21667; 531,25000;  16,62333;   0,00000; 996,60840;   4,25575;   2,00000;  56,06500;-9999,00000;   0,00000;  13,23458;  15,23333
2021-04-30 09:00:00; 8,00000;3895,00000;  20,36050; 286,56546;-9999,00000;  27,25400;  26,03425;  21,51667; 652,91670;  16,51425;   0,00000; 996,60004;   4,25642;   1,36364;  59,46167;-9999,00000;   0,00000;  13,27000;  14,50833
2021-04-30 08:00:00; 9,00000;3895,00000;  20,16891; 285,29660;-9999,00000;  27,25400;  25,35000;  21,45000; 582,08330;  16,50433;   0,00000; 996,45830;   4,25608;   1,58333;  59,21417;-9999,00000;   0,00000;  13,26992;  13,78334
2021-04-30 07:00:00; 10,83333;3895,00000;  21,10125; 259,70210;-9999,00000;  27,25400;  25,34008;  19,63333; 527,91670;  16,71258;   0,00000; 996,40010;   4,25458;   2,75000;  69,95917;-9999,00000;   0,00000;  13,36517;  13,15833
2021-04-30 05:00:00; 3,08333;3895,00000;  17,23584; 234,47096;-9999,00000;  27,25400;  25,23100;  14,23334;  93,63636;  16,95058;   1,66667; 996,53340;   4,23475;   0,00000;  88,99915;-9999,00000;   0,00000;  13,10592;  12,69167
2021-04-30 06:00:00; 4,33333;3895,00000;  19,61691; 260,33020;-9999,00000;  27,25400;  25,23100;  16,01667; 280,00000;  16,86133;   4,16667; 996,60840;   4,25225;   0,16667;  84,81916;-9999,00000;   0,01808;  13,33317;  12,82500
2021-04-30 04:00:00; 0,63636;3895,00000;  15,86992; 195,59555;-9999,00000;  27,25400;  25,23100;  13,03333;  33,33333;  16,84150;   0,00000; 996,12506;   4,23533;   0,00000;  89,93917;-9999,00000;   0,00000;  12,81225;  12,70000
2021-04-29 22:00:00; 0,91667;   2,33333;   0,00000; 192,66823;-9999,00000;  27,25400;  25,35000;  11,89166;   0,00000;  17,49600;   1,25000; 995,24164;   4,24167;   0,08333;  89,04834;-9999,00000;   0,00000;  12,83450;  13,49167
2021-04-29 23:00:00; 0,16667; 328,66666;   0,00000; 196,01143;-9999,00000;  27,25400;  25,31033;  11,74167;   0,00000;  17,35716;   0,00000; 995,14996;   4,24117;   0,00000;  88,13000;-9999,00000;   0,00000;  12,81975;  13,25000
2021-04-30 00:00:00; 0,00000;   0,66667;   0,00000; 195,95320;-9999,00000;  27,25400;  25,23100;  11,76667;   0,00000;  17,40675;   2,08333; 995,21674;   4,23992;   0,00000;  89,60333;-9999,00000;   0,00000;  12,81442;  13,01666
2021-04-30 01:00:00; 0,00000;   5,25000;   0,00000; 195,97987;-9999,00000;  27,25400;  25,23100;  12,22727;   0,00000;  17,06327;   5,00000; 995,31820;   4,23825;   0,00000;  89,14090;-9999,00000;   0,00000;  12,80683;  12,88182
2021-04-30 02:00:00; 1,16667; 164,33333;   0,00000; 195,57188;-9999,00000;  27,25400;  25,23100;  13,08333;   0,00000;  17,05966;   3,75000; 995,22504;   4,23867;   0,00000;  86,61750;-9999,00000;   0,00000;  12,80917;  12,80000
2021-04-30 03:00:00; 0,41667; 850,58330;   4,76108; 195,27855;-9999,00000;  27,25400;  25,23100;  13,15833;   1,25000;  17,02991;   5,00000; 995,55835;   4,23725;   0,00000;  87,84000;-9999,00000;   0,00000;  12,80700;  12,75833
2021-04-30 22:00:00; 1,58333;   4,33333;   0,00000;  89,91176;-9999,00000;  27,25400;  27,83908;  15,72500;   0,00000;  16,53408;   0,00000; 995,94165;   4,24175;   0,08333;  77,17333;-9999,00000;   0,00000;  12,84808;  15,21667
2021-04-30 23:00:00; 0,90909; 331,41666;   0,00000;  91,11167;-9999,00000;  27,25400;  24,51700;  15,14545;   0,00000;  16,52416;   0,00000; 995,69995;   4,24008;   0,00000;  78,61909;-9999,00000;   0,00000;  12,83933;  15,03333
2021-04-29 19:00:00; 2,41667;   0,50000;   0,00000; 191,75941;-9999,00000;  27,25400;  25,34999;  14,69167;   0,00000;  17,24718;   0,00000; 994,07500;   4,24583;   0,00000;  76,46000;-9999,00000;   0,00000;  12,90392;  14,42727
2021-04-29 20:00:00; 0,41667; 327,16666;   0,00000; 191,43703;-9999,00000;  27,25400;  25,35000;  13,60833;   0,00000;  17,19850;   0,00000; 994,38330;   4,24067;   0,00000;  80,42333;-9999,00000;   0,00000;  12,85175;  14,10833
2021-04-29 21:00:00; 0,00000; 650,00000;   0,00000; 191,53287;-9999,00000;  27,25400;  25,35000;  12,16667;   0,00000;  17,40675;   1,25000; 994,79170;   4,24275;   0,00000;  87,54833;-9999,00000;   0,00000;  12,85325;  13,77500
2021-04-29 18:00:00; 0,08333; 421,75000;   0,40967; 192,05270;-9999,00000;  27,25400;  25,35000;  14,24545;   0,00000;  16,90100;   0,00000; 993,82733;   4,24825;   0,00000;  80,50363;-9999,00000;   0,00000;  12,93175;  14,78333
2021-04-29 16:00:00; 5,00000;3895,00000;  16,55883; 210,24030;-9999,00000;  27,25400;  25,35000;  16,43333;  48,75000;  16,57375;   0,83333; 993,19165;   4,25100;   0,83333;  75,07999;-9999,00000;   0,00000;  13,01059;  15,42500
2021-04-29 17:00:00; 3,81818;3873,58330;  11,58200; 191,30680;-9999,00000;  27,25400;  25,35000;  15,61667;  11,81818;  16,88116;   0,00000; 993,36670;   4,24875;   0,27273;  77,15250;-9999,00000;   0,00000;  12,96317;  15,14167
2021-04-29 15:00:00; 13,50000;3895,00000;  16,55483; 251,88110;-9999,00000;  27,25400;  25,42933;  17,54167;  54,16667;  17,14891;   4,16667; 993,60004;   4,25383;   5,75000;  71,94666;-9999,00000;   0,03617;  13,06183;  15,73333
2021-04-29 14:00:00; 10,41667;3895,00000;  18,75717; 249,33350;-9999,00000;  27,25400;  25,47891;  22,01666; 188,75000;  17,64475;   0,00000; 993,18335;   4,25650;   2,75000;  50,61666;-9999,00000;   0,00000;  13,12550;  15,80000
2021-04-29 13:00:00; 12,18182;3895,00000;  20,65717; 242,57053;-9999,00000;  27,25400;  25,56816;  23,12500; 576,66670;  17,43650;   0,00000; 993,41656;   4,25617;   3,63636;  49,02166;-9999,00000;   0,00000;  13,19608;  15,45000
2021-04-29 12:00:00; 13,91667;3895,00000;  20,88208; 236,61111;-9999,00000;  27,25400;  25,69708;  22,71667; 661,25000;  16,85141;   0,00000; 994,05005;   4,25775;   4,33333;  50,54500;-9999,00000;   0,00000;  13,21850;  14,83333
2021-04-29 11:00:00; 12,91667;3895,00000;  20,81642; 207,01323;-9999,00000;  27,25400;  25,75658;  21,45833; 717,50000;  18,06125;   0,00000; 994,58325;   4,25583;   3,75000;  57,02584;-9999,00000;   0,00000;  13,25625;  13,95833
2021-04-29 10:00:00; 12,33333;3895,00000;  20,79508; 211,28934;-9999,00000;  27,25400;  25,82599;  19,38333; 747,08330;  18,05133;   0,00000; 995,28340;   4,25642;   3,41667;  66,20666;-9999,00000;   0,00000;  13,36267;  12,96667
2021-04-29 09:00:00; 12,91667;3895,00000;  20,94950; 203,61862;-9999,00000;  27,25400;  25,82599;  16,97500; 698,33330;  17,49600;   0,00000; 995,60010;   4,25567;   3,91667;  75,04000;-9999,00000;   0,00000;  13,39108;  12,04167
2021-04-29 08:00:00; 10,90909;3895,00000;  21,21350; 203,86143;-9999,00000;  27,25400;  25,82599;  14,08333; 501,81818;  17,65466;   0,00000; 995,94165;   4,25708;   3,54545;  83,77250;-9999,00000;   0,00000;  13,42950;  11,41667
2021-04-29 07:00:00; 8,75000;3895,00000;  19,16017; 197,38968;-9999,00000;  27,25400;  25,82599;  11,64167; 166,25000;  17,79891;   0,00000; 996,30835;   4,23575;   2,41667;  90,71500;-9999,00000;   0,00000;  13,31200;  11,20000
2021-04-29 06:00:00; 7,58333;3895,00000;  16,84825; 164,30612;-9999,00000;  27,25400;  25,82599;  10,62727;  91,25000;  17,67450;   0,00000; 996,24550;   4,22833;   1,91667;  92,11545;-9999,00000;   0,00000;  13,15208;  11,10000
2021-04-28 22:00:00; 3,00000;   1,16667;   0,00000; 167,98169;-9999,00000;  27,25400;  25,82599;  10,10833;   0,00000;  17,42658;   0,00000; 995,89996;   4,23567;   0,16667;  92,05332;-9999,00000;   0,00000;  12,83592;  11,30000
2021-04-28 23:00:00; 6,75000;   0,00000;   0,00000; 169,19740;-9999,00000;  27,25400;  25,82599;   9,54167;   0,00000;  17,40675;   0,00000; 995,52510;   4,23400;   2,00000;  92,20499;-9999,00000;   0,00000;  12,81567;  11,29167
2021-04-29 00:00:00; 6,41667; 325,58334;   0,00000; 171,75020;-9999,00000;  27,25400;  25,82599;   9,35455;   0,00000;  17,10925;   0,00000; 995,45465;   4,23392;   1,50000;  93,07545;-9999,00000;   0,00000;  12,80650;  11,17500
2021-04-29 01:00:00; 2,63636;   0,00000;   0,00000; 172,70543;-9999,00000;  27,25400;  25,82599;   9,61667;   0,00000;  16,86854;   0,00000; 995,67500;   4,23267;   0,18182;  93,83833;-9999,00000;   0,00000;  12,80800;  11,10000
2021-04-29 02:00:00; 5,50000; 423,50000;   0,00000; 196,04279;-9999,00000;  27,25400;  25,82599;  10,07500;   0,00000;  17,15883;   0,00000; 995,74164;   4,23167;   0,58333;  94,18000;-9999,00000;   0,00000;  12,80183;  11,10000
2021-04-29 03:00:00; 7,08333;1001,75000;   4,79808; 194,45093;-9999,00000;  27,25400;  25,82599;  10,22500;   0,83333;  17,69433;   0,00000; 995,86664;   4,23083;   1,08333;  94,48000;-9999,00000;   0,00000;  12,80083;  11,07500
2021-04-29 04:00:00; 6,09091;3895,00000;  15,30842; 193,08472;-9999,00000;  27,25400;  25,82599;  10,26667;  25,41667;  17,80341;   0,00000; 995,97490;   4,22942;   0,45455;  94,61666;-9999,00000;   0,00000;  12,79475;  11,00000
2021-04-29 05:00:00; 7,75000;3895,00000;  16,61458; 183,90740;-9999,00000;  27,25400;  25,82599;  10,34167;  46,66667;  17,50592;   0,00000; 996,15826;   4,22958;   1,33333;  93,63751;-9999,00000;   0,00000;  12,83533;  11,04167
2021-04-28 03:00:00; 2,00000; 805,08330;   3,84725;  69,71143;-9999,00000;  27,37299;  25,82599;   8,51667;   0,83333;  18,00175;   0,00000; 995,89996;   4,23400;   0,16667;  79,27666;-9999,00000;   0,00000;  12,80100;  11,18333
2021-04-28 04:00:00; 2,27273;3839,00000;  13,78133;  81,09843;-9999,00000;  27,37299;  25,82599;   8,43333;  15,00000;  18,00175;   0,00000; 996,15840;   4,23417;   0,18182;  75,14834;-9999,00000;   0,00000;  12,79100;  11,10000
2021-04-28 05:00:00; 6,16667;3895,00000;  16,78858;  79,55300;-9999,00000;  27,37299;  25,82599;   8,91667;  64,58334;  18,21000;   0,00000; 996,29170;   4,23308;   2,25000;  69,61084;-9999,00000;   0,00000;  12,94067;  11,01667
2021-04-28 06:00:00; 7,91667;3895,00000;  16,84925;  99,46727;-9999,00000;  27,37300;  25,82599;   9,33636;  81,25000;  18,17754;   0,00000; 996,30914;   4,22917;   3,25000;  65,36272;-9999,00000;   0,00000;  13,15642;  11,00000
2021-04-28 07:00:00; 8,36364;3895,00000;  19,06408; 104,17923;-9999,00000;  27,37299;  25,71692;  10,16667; 132,91667;  18,50750;   0,00000; 996,47485;   4,23108;   3,27273;  64,76917;-9999,00000;   0,00000;  13,35575;  11,00833
2021-04-28 08:00:00; 9,25000;3895,00000;  19,01634; 133,15038;-9999,00000;  27,37299;  25,70700;  10,40000; 141,66667;  18,02158;   0,00000; 996,66670;   4,23450;   2,50000;  73,10500;-9999,00000;   0,00000;  13,34767;  11,10000
2021-04-28 15:00:00; 8,66667;3895,00000;  17,13108;  94,33836;-9999,00000;  27,32341;  25,58800;  11,41667;  73,18182;  17,59516;   5,00000; 995,22504;   4,24300;   3,33333;  87,79583;-9999,00000;   0,03617;  13,29783;  11,60000
2021-04-28 16:00:00; 1,75000;3895,00000;  13,57783;  84,76273;-9999,00000;  27,36308;  25,58800;  11,31667;  17,50000;  17,60508;   5,00000; 995,00830;   4,24200;   0,41667;  90,37750;-9999,00000;   0,03617;  13,04225;  11,60000
2021-04-28 17:00:00; 0,00000;1976,66660;   7,60125;  82,34602;-9999,00000;  27,31350;  25,68716;  11,24167;   2,91667;  17,65467;   5,00000; 995,26666;   4,24075;   0,00000;  92,38751;-9999,00000;   0,00000;  12,98692;  11,60000
2021-04-28 18:00:00; 0,00000;   8,83333;   0,10650;  82,34602;-9999,00000;  27,28374;  25,70700;  10,97500;   0,00000;  17,49600;   5,00000; 995,48334;   4,24042;   0,00000;  93,67501;-9999,00000;   0,01808;  12,95642;  11,57500
2021-04-28 19:00:00; 0,08333; 170,58333;   0,00000;  82,34602;-9999,00000;  27,25400;  25,79354;  10,98182;   0,00000;  17,53927;   5,00000; 995,56366;   4,23900;   0,00000;  94,15637;-9999,00000;   0,00000;  12,91842;  11,50000
2021-04-28 20:00:00; 0,58333; 326,33334;   0,00000; 109,50326;-9999,00000;  27,25400;  25,82599;  10,65000;   0,00000;  17,54558;   5,00000; 995,57495;   4,23808;   0,00000;  94,33332;-9999,00000;   0,00000;  12,88242;  11,40000
2021-04-28 21:00:00; 4,00000;   3,66667;   0,00000; 166,41965;-9999,00000;  27,25400;  25,82599;  10,24166;   0,00000;  17,36708;   2,91667; 995,66670;   4,23617;   0,36364;  92,74334;-9999,00000;   0,00000;  12,85042;  11,36667
2021-04-27 22:00:00; 1,09091;   0,08333;   0,00000; 297,98830;-9999,00000;  27,37299;  25,94500;   8,65833;   0,00000;  16,97041;   5,00000; 997,04175;   4,24117;   0,09091;  87,34917;-9999,00000;   0,00000;  12,89833;  11,70000
2021-04-27 23:00:00; 0,08333; 332,75000;   0,00000;  25,68921;-9999,00000;  27,37299;  25,94500;   8,80000;   0,00000;  17,58525;   2,50000; 996,75000;   4,23933;   0,00000;  85,24751;-9999,00000;   0,00000;  12,87142;  11,57500
2021-04-28 00:00:00; 0,41667;   1,41667;   0,00000;  25,68921;-9999,00000;  27,37300;  25,93417;   8,88182;   0,00000;  17,21472;   0,00000; 996,39087;   4,23733;   0,00000;  83,63636;-9999,00000;   0,00000;  12,84492;  11,44546
2021-04-28 01:00:00; 1,63636; 326,33334;   0,00000;  26,08320;-9999,00000;  27,37299;  25,82599;   8,86667;   0,00000;  17,25800;   1,66667; 996,25830;   4,23683;   0,00000;  82,17833;-9999,00000;   0,00000;  12,82975;  11,37500
2021-04-28 02:00:00; 1,50000;   0,58333;   0,00000;  55,18498;-9999,00000;  27,36308;  25,82599;   8,49167;   0,00000;  17,62491;   1,66667; 995,89166;   4,23617;   0,00000;  83,84500;-9999,00000;   0,00000;  12,81683;  11,30000
2021-04-28 09:00:00; 13,91667;3895,00000;  20,47017;  98,14377;-9999,00000;  27,35316;  25,70700;  10,60000; 211,25000;  18,38850;   0,00000; 996,43335;   4,25400;   6,58333;  85,07501;-9999,00000;   0,00000;  13,40425;  11,25000
2021-04-28 11:00:00; 8,63636;3895,00000;  17,03117; 113,13680;-9999,00000;  27,33333;  25,70700;  11,50833;  79,16666;  17,99183;   0,00000; 996,21660;   4,16883;   2,54545;  84,11834;-9999,00000;   0,00000;  13,30533;  11,46667
2021-04-28 12:00:00; 11,41667;3895,00000;  17,50292;  84,09454;-9999,00000;  27,32972;  25,69618;  11,43636;  90,00000;  18,13427;   0,00000; 995,87280;   4,24808;   5,83333;  85,94273;-9999,00000;   0,00000;  13,34867;  11,54545
2021-04-28 13:00:00; 10,66667;3895,00000;  17,14375;  78,68300;-9999,00000;  27,28375;  25,64750;  11,54167;  80,83334;  17,28775;   0,00000; 995,54170;   4,24625;   5,08333;  84,69500;-9999,00000;   0,00000;  13,33600;  11,60000
2021-04-28 14:00:00; 10,27273;3895,00000;  16,85417;  94,97272;-9999,00000;  27,25400;  25,58800;  11,47500;  67,91666;  17,51583;   2,91667; 995,45844;   4,24467;   5,18182;  84,82499;-9999,00000;   0,01808;  13,24175;  11,60000
2021-04-28 10:00:00; 8,33333;3895,00000;  18,10550; 103,54085;-9999,00000;  27,30358;  25,70700;  11,42500; 100,00000;  18,28933;   0,00000; 996,29987;   4,25108;   2,91667;  82,23834;-9999,00000;   0,00000;  13,36017;  11,38333
2021-04-27 18:00:00; 0,00000;  23,83333;   0,18475; 194,41187;-9999,00000;  27,36308;  26,05408;  10,23636;   0,00000;  12,18066;   3,75000; 996,41820;   4,24625;   0,00000;  69,97454;-9999,00000;   0,00000;  12,98742;  12,32500
2021-04-27 17:00:00; 0,16667;2400,50000;   9,61267; 194,54556;-9999,00000;  27,37299;  26,06400;  11,29167;   9,16667;  14,71933;   0,00000; 996,21660;   4,24758;   0,00000;  59,71333;-9999,00000;   0,00000;  13,02108;  12,49167
2021-04-27 19:00:00; 0,25000; 729,41670;   0,00000; 194,48706;-9999,00000;  27,37300;  26,06400;   9,90833;   0,00000;  14,86718;   5,00000; 996,85016;   4,24308;   0,00000;  76,30249;-9999,00000;   0,00000;  12,96675;  12,12727
2021-04-27 13:00:00; 6,08333;3895,00000;  19,74908; 142,64386;-9999,00000;  27,37299;  26,30200;  13,09167; 169,54546;  15,71100;   0,00000; 996,70013;   4,25358;   1,50000;  51,32584;-9999,00000;   0,00000;  13,31508;  12,78333
2021-04-27 14:00:00; 5,25000;3895,00000;  18,35492; 135,32327;-9999,00000;  27,37299;  26,22266;  12,75833; 104,58334;  14,17391;   0,00000; 996,54170;   4,25242;   0,83333;  52,84333;-9999,00000;   0,00000;  13,31858;  12,80000
2021-04-27 15:00:00; 4,36364;3895,00000;  18,04675; 185,47250;-9999,00000;  27,37299;  26,28216;  12,65000; 100,83334;  14,35241;   0,00000; 996,39166;   4,25133;   0,27273;  53,03167;-9999,00000;   0,00000;  13,33083;  12,71667
2021-04-25 19:00:00; 20,00000;   2,91667;   0,00000;  54,79773;-9999,00000;  27,42258;  27,82916;  13,58333;   0,00000;  11,04025;   0,00000;1001,95000;   4,24800;   9,25000;  44,40083;-9999,00000;   0,00000;  12,97292;  13,53333
2021-04-25 18:00:00; 18,27273;  17,08333;   0,13583;  48,95890;-9999,00000;  27,44873;  27,66509;  15,06667;   0,00000;  10,39927;   0,00000;1001,09174;   4,24942;   8,00000;  44,21666;-9999,00000;   0,00000;  12,99950;  13,92727
2021-04-25 20:00:00; 18,58333;   9,33333;   0,00000;  46,72704;-9999,00000;  27,40275;  27,73000;  12,29167;   0,00000;  10,97083;   0,00000;1002,44160;   4,24667;   8,66667;  43,49750;-9999,00000;   0,00000;  12,95492;  13,16667
2021-04-25 21:00:00; 14,75000;  13,33333;   0,00000;  33,79215;-9999,00000;  27,42258;  27,73000;  11,08333;   0,00000;   9,23541;   0,00000;1002,57495;   4,24425;   7,16667;  43,65334;-9999,00000;   0,00000;  12,92625;  12,78334
2021-04-25 10:00:00; 10,83333;3895,00000;  20,78617; 204,91182;-9999,00000;  27,49200;  28,11675;  18,56667; 765,83330;  11,27825;   0,00000;1001,77510;   4,25583;   2,58333;  37,32417;-9999,00000;   0,00000;  13,31475;  12,25000
2021-04-25 11:00:00; 9,16667;3895,00000;  20,87917; 255,23529;-9999,00000;  27,46225;  28,00766;  18,66666; 527,91670;  11,09975;   0,00000;1001,33330;   4,25625;   1,50000;  38,39917;-9999,00000;   0,00000;  13,34575;  13,14167
2021-04-25 12:00:00; 10,16667;3895,00000;  20,65700; 249,63028;-9999,00000;  27,49200;  27,93825;  19,73333; 672,50000;  10,84192;   0,00000;1000,70013;   4,25675;   1,75000;  35,90917;-9999,00000;   0,00000;  13,40033;  13,72500
2021-04-25 13:00:00; 11,00000;3895,00000;  20,90058; 259,50833;-9999,00000;  27,45233;  27,81925;  19,98333; 527,91670;  11,30800;   0,00000;1000,00836;   4,25542;   2,50000;  37,45917;-9999,00000;   0,00000;  13,25317;  14,25000
2021-04-25 14:00:00; 10,18182;3895,00000;  20,19533; 255,63623;-9999,00000;  27,46225;  27,69033;  19,54167; 408,33334;  11,14933;   0,00000; 999,51666;   4,25625;   1,90909;  37,71917;-9999,00000;   0,00000;  13,18608;  14,65833
2021-04-25 15:00:00; 4,50000;3895,00000;  18,43517; 283,53986;-9999,00000;  27,44241;  27,61099;  18,92500; 176,25000;   9,29491;   0,00000; 999,29170;   4,25508;   0,16667;  38,45083;-9999,00000;   0,00000;  13,16250;  14,80000
2021-04-25 08:00:00; 9,00000;3895,00000;  21,01433; 211,46771;-9999,00000;  27,48208;  28,32500;  16,35000; 608,33330;  11,34766;   0,00000;1002,74170;   4,25392;   2,08333;  43,25833;-9999,00000;   0,00000;  13,39742;  10,67500
2021-04-25 09:00:00; 9,00000;3895,00000;  20,93967; 239,08228;-9999,00000;  27,49200;  28,23575;  17,73334; 685,00000;  11,31792;   0,00000;1002,44165;   4,25483;   1,90909;  40,19167;-9999,00000;   0,00000;  13,37967;  11,41667
2021-04-25 17:00:00; 15,00000;2735,50000;  10,26417;  32,03285;-9999,00000;  27,37299;  27,59116;  16,40909;  14,16667;   9,79075;   0,00000;1000,07280;   4,25108;   6,50000;  39,49091;-9999,00000;   0,00000;  13,02408;  14,30000
2021-04-25 06:00:00; 5,50000;3895,00000;  21,31725; 219,88922;-9999,00000;  27,48208;  28,44400;  12,07273; 354,16666;  11,72450;   0,00000;1003,52734;   4,25883;   0,41667;  57,01181;-9999,00000;   0,00000;  13,53442;   9,79167
2021-04-25 07:00:00; 6,83333;3895,00000;  20,99167; 237,89792;-9999,00000;  27,47217;  28,40433;  14,29167; 413,33334;  11,77408;   0,00000;1003,20825;   4,25567;   0,91667;  50,05500;-9999,00000;   0,00000;  13,52150;  10,11667
2021-04-25 02:00:00; 0,00000;   0,33333;   0,00000; 162,70857;-9999,00000;  27,49200;  28,55308;   1,95833;   0,00000;  12,05175;   0,00000;1004,64996;   4,23850;   0,00000;  85,02500;-9999,00000;   0,00000;  12,79433;  10,25833
2021-04-25 03:00:00; 0,00000;1941,50000;   7,50042; 162,72723;-9999,00000;  27,45233;  28,56299;   2,15000;   3,18182;  11,95258;   0,00000;1004,36650;   4,23650;   0,00000;  84,24749;-9999,00000;   0,00000;  12,77375;   9,97500
2021-04-25 04:00:00; 0,00000;3895,00000;  18,13009; 162,78596;-9999,00000;  27,47217;  28,50350;   3,32500;  72,08334;  11,64517;   0,00000;1004,22504;   4,24258;   0,00000;  80,97417;-9999,00000;   0,00000;  13,33475;   9,75000
2021-04-25 05:00:00; 1,27273;3895,00000;  20,99267; 162,80484;-9999,00000;  27,49200;  28,44400;   8,24167; 211,66667;  11,60009;   0,00000;1003,78320;   4,25575;   0,00000;  67,38583;-9999,00000;   0,00000;  13,61383;   9,60000
2021-04-25 16:00:00; 7,16667;3895,00000;  17,02442; 341,87560;-9999,00000;  27,37299;  27,54158;  18,15834;  81,66666;   9,26516;   0,00000; 999,43330;   4,25200;   1,41667;  37,27417;-9999,00000;   0,00000;  13,11292;  14,61667
2021-04-24 22:00:00; 0,00000; 163,08333;   0,00000; 162,69789;-9999,00000;  27,49200;  28,68200;   4,65000;   0,00000;  11,96250;   0,00000;1005,78326;   4,24192;   0,00000;  72,70334;-9999,00000;   0,00000;  12,88867;  11,52500
2021-04-27 20:00:00; 3,66667;   8,66667;   0,00000; 257,65015;-9999,00000;  27,37299;  26,02433;   9,03333;   0,00000;  16,04816;   2,91667; 997,03326;   4,24233;   0,41667;  85,63583;-9999,00000;   0,00000;  12,94967;  11,97500
2021-04-27 21:00:00; 0,50000;   2,91667;   0,00000; 261,17370;-9999,00000;  27,36308;  25,94500;   8,52500;   0,00000;  16,26633;   4,58333; 997,18330;   4,24083;   0,00000;  88,32000;-9999,00000;   0,00000;  12,92258;  11,83333
2021-04-27 12:00:00; 10,83333;3895,00000;  20,47408; 164,34709;-9999,00000;  27,37300;  26,41017;  13,27500; 352,08334;  14,32627;   0,00000; 996,96674;   4,25550;   3,91667;  48,56667;-9999,00000;   0,00000;  13,46383;  12,48182
2021-04-27 04:00:00; 0,00000;3895,00000;  15,13433; 167,92336;-9999,00000;  27,37299;  26,75816;   7,60833;  20,00000;  14,10450;   0,00000; 998,14166;   4,23475;   0,00000;  80,21083;-9999,00000;   0,00000;  12,79217;  11,10833
2021-04-27 05:00:00; 1,66667;3895,00000;  16,85233;  93,34289;-9999,00000;  27,37300;  26,65900;   8,13636;  70,41666;  13,77454;   0,00000; 998,44550;   4,23275;   0,00000;  79,11272;-9999,00000;   0,00000;  12,95867;  11,05454
2021-04-27 16:00:00; 3,25000;3895,00000;  16,76433; 194,16438;-9999,00000;  27,37299;  26,60941;  11,92500;  46,66667;  14,00533;   0,00000; 996,01680;   4,24875;   0,16667;  55,44917;-9999,00000;   0,00000;  13,09633;  12,62500
